# x + y
2*(z^(x|(~y|z))) - (~(x&y)&(x^(y^z))) - 3*~(x|(y^z)) - (z^(x&(~y|z))) - 3*(y^~(x&(y|z))) + ~(x&(y^z)) + 3*(~(x^y)|(x^z)) + (z|~(x|~y)), x + y
-~(x|(y|z)) + ~(y|z) - ~(x|(~y&z)) + (~(x&~y)&~(x^(y^z))) + (y^~(~x|(y^z))) - (z^~(~x&(y|z))) + (y^(~x&(~y|z))) + (z&(x|y)), x + y
-(x&(y^z)) + (~y|~(x^z)) - (z&(x|y)) + 3*((y&z)|(x&(y|z))) - (z|~(x|y)), x + y
6148914691236517206*((y&z)^~(~x&(y^z))) + 6148914691236517205*(z^~(x&~y)) + 6148914691236517204*(y^(x|(y|z))) + 6148914691236517204*(~x&(y&z)) + 12297829382473034411*(y^~(x|(~y&z))) + 12297829382473034410*(~z|~(x^y)) + 12297829382473034411*((x|y)&~(y^z)) + 2*(x|(y|z)), x + y
2*~(x|(y&z)) + 2*~(y&z) + 2*((x&z)^~(y&~z)) - 3*(x^y) - 6*(y^~(x&(~y|z))) + 6*((x&y)|(x^(y^z))) + 8*(z&(x|y)) - 6*(x|(y|z)), x + y
-(y^(~x|(y&z))) - ((x&y)^(y|~z)) - (~(x^y)&~(x^z)) + 2*(y^~(x|(~y&z))) - (y^(~x|(~y&z))) - 2, x + y
~(x|(~y&z)) + 4*(z^~(x&y)) + 4*(x^(y^z)) - 9*(~(x|y)|(x^(y^z))) + 3*(y^~(x&(y|z))) - 2*((x&z)^(x^(y&z))) + ((x&y)^(x^(~y|z))) + (x|(y|z)), x + y
6148914691236517205*(y^~(x&(y^z))) - ((x&y)^~(x^(y&z))) + ~(y&z) + 6148914691236517204*~(x|(~y&z)) + 12297829382473034411*(y&~(x&z)) + 6148914691236517207*(y|~(x|z)) + 12297829382473034411*(y|(x^z)), x + y
3*(x&(~y&z)) - 3*(~y&~(x^z)) - (x^(y|z)) - (x^z) + ((x&~y)|~(x^(y^z))) + 2*~(x&(~y&z)), x + y
3*(z^(x|(y|z))) + 16954629355283114432*~z + 1492114718426437182*~y + 4476344155279311546*(y&(x^z)) + 15462514636856677252*(z^(x&(y|z))) + (y^~(x|(~y&z))) + 1492114718426437182*~(x^(y&z)) + 16954629355283114435*(z^~(x|y)), x + y
(z^(x|(y|z))) - 2*(z^(x|(y&z))) - (z^(x|y)) + (z^~(~x&(~y&z))) + ((x|y)&(y^z)) - ((x&z)^(y|z)) - ~(y^z) + 3*(z^~(~x|(y&z))), x + y
5*(y^~(x&(~y&z))) - 3*(y^(x|(y&z))) + 5*(y^(x|z)) - 3*~(x&z) - (x^(y^z)) + 5*((x&z)|(y&~z)) - 6*(~y|~(x^z)) + 4*(~(x|~y)|~(y^z)), x + y
-6*(y^~(x&(~y&z))) + ~(~x|(y&z)) - 4*((x&z)^~(x^(y&z))) + 2*((x&z)^(x^(~y&z))) - 3*(y&~(x&z)) + 8*~(x&(y|z)) + 6*~(x^(y|z)) - 4*~(~x&(y^z)), x + y
(~y&~(x^z)) + 3*((x&y)^(y|~z)) - 2*(z^(x|~y)) - 2*(~x|(~y&z)) - 2*(z^~(x&y)) + 2*~(~x&(~y|z)) + 2*(y^~(x|(y&z))), x + y
4276713928238092522*((x&y)^~(x^(y&z))) + 14170030145471459093*(z^(x|y)) + 4276713928238092523*(x&~y) + 2*((x&~y)|(x^(y^z))) - (~y|~(x^z)) + 4276713928238092524*y - 2*(y^(x&(y^z))) + 14170030145471459095*(y|~(x^z)), x + y
(z^(~x|(~y|z))) + (z^(x&(~y|z))) - ~(x&y) - (x&(y&z)) + (y&~(x^z)) + (x&(y|z)) + ((y&z)|(x&(y|z))), x + y
-2*(~(x|y)|(y^z)) - (x^z) - ~(y^z) - 2*((x&y)^(x^(~y|z))) + 2*(y^~(x|(y&z))) - 3, x + y
1606869720743533052*(~y&(x^z)) + (~x&(y|z)) + 16839874352966018563*(y^(x|(y^z))) + 16839874352966018564*~(~x|(y^z)) + x + 1606869720743533052*((x&y)^(x^(y&z))) + (x|(y&z)), x + y
-(z^~(x&(~y&z))) - (~(x&~y)&~(x^(y^z))) + 4*(z^(x&(y|z))) + 2*(y^(x&(y|z))) + 2*((x|~y)&~(y^z)) + 4*(z^~(x&(y|z))) - 4*(~x|(~y|z)), x + y
9186785661654939212*(~(x&y)&(x^(y^z))) + 2*(y^(~x|(y&z))) + 9259958412054612402*((x&z)^(x^(~y&z))) + 5*(z^(x|(~y&z))) + 9186785661654939209*(z^(x|~y)) + 9259958412054612403*(y^~(~x&(y|z))) + 73172750399673190*(z^~(x&y)) + 18373571323309878428*(z^~(x&(y|z))), x + y
-2*((x|~y)&~(x^(y^z))) - 4*(y&(x^z)) - 4*((x&z)^~(y&~z)) + 4*((x&~y)|~(x^(y^z))) - 3*((x&z)|~(y|z)) + 3*(~(x^y)|(x^z)) + ~(~x&(~y&z)) + (z|~(x|y)), x + y
11068046444225730970*~(y&z) + 11068046444225730970*(x^(y&z)) + 11068046444225730969*(~x|(y^z)) + 3689348814741910324*(x&(y|z)) + y + 14757395258967641293*~(x&(y^z)), x + y
4*(y&~z) + (y^~(~x&(~y|z))) + 3*(~(x|y)|~(x^(y^z))) - 5*(~x|(y^z)) - 2*(y&(x|z)) + 2*(y|~(x|z)) + 2*z, x + y
-9*(z^(~x|(y&z))) + ~(y|~z) + 6*((x&~y)|~(x^(y^z))) + 7*~(x^(y|z)) + 10*(~(x|~y)|(x^(y^z))) - 11*(z^~(~x|(y&z))) - 4*((x&~y)|~(y^z)), x + y
-3*(~x&(~y&z)) + ~(x|(y&z)) - (y^(~x|(y&z))) - ~(y&z) - ~(x|~y) + 3*(~(x|~y)|(y^z)) - (~x|(y^z)) + 2*(y^~(x&(y|z))), x + y
8198552921648689606*(y^(~x|(y&z))) + 16397105843297379214*~(~x|(y&z)) + 12297829382473034412*(z^~(~x&(y&z))) + 8198552921648689607*(x^z) + 16397105843297379214*(~y|(x^z)) + 14347467612885206813*~(~x|(~y&z)) + 6148914691236517205*((x&~y)|(x^(y^z))) + 16397105843297379216*((x&y)|~(y|~z)), x + y
-3*~(x|(~y&z)) - ((x|~y)&(x^(y^z))) - (y^(~x|(y^z))) + 2*~(x&~y) + 2*((x^y)|~(x^z)), x + y
4*(y^~(x&~z)) - 7*(~(x&y)&~(y^z)) + 4*~(x|~y) + 6*~(x^(y|z)) - 8*(z^~(x&(~y|z))) + 8*(~(x|~y)|~(y^z)) - 3*(~x|(y&z)) - z, x + y
(~(x&y)&(y^z)) + 2*(y&~(x&z)) - (z^(x&(~y|z))) + 2*(~(x^y)&~(x^z)) + 2*((x|y)&~(y^z)) - 2*((x&z)^~(x^(~y&z))), x + y
12297829382473034411*((x^y)&~(x^z)) + 12297829382473034413*((x^y)&(x^z)) + 12297829382473034410*~(x&(y|z)) + 12297829382473034412*((x&z)^(y|z)) + 12297829382473034412*~(x^(y^z)) + 6148914691236517202*((x&~y)|~(x^(y^z))) + 12297829382473034410*(z&~(x^y)) + 6148914691236517208*~(~x&(y|z)), x + y
(~(x&y)&~(y^z)) - (z^(x|~y)) - 2*(~x&(y|z)) + (y^(x&(~y|z))) + 2*(y|~(x|~z)), x + y
13376825462780829494*(y&(x^z)) + 11758331342319136869*(y^(x|(y^z))) + 11758331342319136870*(y^(~x&(y|z))) + ~(x^(~y|z)) + 13376825462780829493*((y&~z)^(x|(y^z))) + 11758331342319136870*(x|(y&z)), x + y
-~(y|z) - 2*(~y&~(x^z)) + 3*((y&z)^~(~x&(y^z))) - (z^~(~x&(y|z))) + (z^~(x&(~y|z))) - ((x&y)|~(y|~z)) + 2*(z&~(x&~y)), x + y
-3*(~x&(~y&z)) + 3*(~(x^y)&(x^z)) - ((x&z)^(x^(~y&z))) - (~x&(y|z)) + 2*(z|(x^y)), x + y
5159542508335637177*((x^y)&~(x^z)) + 5159542508335637177*(y^(x|(y^z))) + 5159542508335637178*(y^~(x|~z)) + 5159542508335637178*((x&z)^(x^(y&z))) - ((y&z)|(~x&(y|z))) + (y^(x&(y^z))) + 8127659057038277262*(x|(y|z)), x + y
-2*~x + (y^(x&(~y|z))) + ((x&y)^(x^(~y|z))) - (y^~(x|(y&z))) + 2*~(x&~y), x + y
-12*((x&y)^~(x^(y&z))) + 8*(~(x&y)&(y^z)) + 7*(y^(~x|(~y|z))) + 7*(y&(x^z)) - 11*(y^~(~x&(~y|z))) - 3*(z&(x|~y)) + 5*(~(x|~y)|~(y^z)), x + y
-(~y&~(x^z)) + 5*~(x|(~y&z)) - (z^(x|~y)) - (y^~(~x|(y^z))) + 5*x - (z^~(x&(~y|z))) - 2*((x^y)|~(x^z)), x + y
-3*(x&(~y&z)) - (y^~(~x|(y^z))) + (z^(x&(~y|z))) - (x^z) + 2*((x|y)&~(x^(y^z))) + 2*~(~x&(~y|z)), x + y
-(x&~y) - 2*(y^z) - ~(x^(~y&z)) + 2*~(x&(y&z)) + 2*((x&z)|(y&~z)) - ((x&y)|~(y^z)) + (x|(y&z)), x + y
-~(x|y) + 9089874032913176252*(~(x&y)&~(y^z)) + 13901807057252963490*((x&y)^(y|~z)) + 4544937016456588127*((x&z)|(y&~z)) + (~(x^y)|(x^z)) + 13901807057252963490*~(~x&(y^z)), x + y
-2*((y&z)^~(~x&(y^z))) + (~x&(y|z)) - 5*~x + 2*~(x&(~y|z)) + 3*(y^~(~x&(y|z))) + 2*~(x^y), x + y
4*(y^~(x&(y^z))) - ((x&~y)|(y^z)) + (z^(x&(y|z))) + 4*(z&~(x&y)) + 14*(y&~(x^z)) - 8*(~(x&~y)&(x^(y^z))) - 2*(y|~z) - 2*(z^~(x|(y&z))), x + y
-(x&~z) + ~y + (y&~(x&z)) + 2*~(~x|(~y&z)) + (y&(x|~z)) - (~z|~(x^y)), x + y
-~(x|(y&z)) + (z^(x&(y|z))) + 2*(x&y) - 2*(y^(~x&(y|z))) + (~z|~(x^y)) + (z^~(x|~y)), x + y
-(z^(~x|(y|z))) + (y^z) + 2*((y&~z)|~(x|(~y&z))) + (~x&(y|z)) - 2*~x + (~(x^y)&~(x^z)) + ~(~x|(y^z)), x + y
15204805753393659465*~(x|(y|z)) + 15204805753393659465*~(y|~z) + 10844341197012721884*((x&z)^~(x^(y&z))) - 2*((x&y)^(y|~z)) + 10844341197012721884*((x&~y)|~(x^(y^z))) + 10844341197012721883*(y^~(x&(~y|z))) + (y^(x&~z)) + 7602402876696829734*(y|~z), x + y
-2*(y&(x^z)) - 2*~(x^(~y&z)) + 2*~(x&(y&z)) - 4*(z^~(x&(y&z))) + 3*(x|~z) + 3*(y^~(x|z)) + 2*y - 2*(z|~(x^y)), x + y
(~z|(x^y)) + 3*((x&y)|~(y|z)) - ~(x^y) + 2*x - 2*((y&~z)^(x|(y^z))) - 3*((x&y)|~(y^z)) + 3*(z&~(x&~y)), x + y
-2*(~(x&~y)&~(x^(y^z))) + 4*(z^~(~x&(y|z))) + 2*(~(x|~y)|(y^z)) + 5*~(x^(y|z)) + 9*((x|y)&~(y^z)) - 6*(~(x^y)|(x^z)) - 5*((x&y)^(x^(y&z))) - ~(~x&(~y&z)), x + y
13330184336756290966*(z^(~x|(y&z))) + 13330184336756290966*~(x|~z) + 5116559736953260650*(~x|(~y&z)) + (y&(x|~z)) + (x|(y&z)), x + y
(x&(~y&z)) + ((y&~z)|~(~x|(~y&z))) + (y&(x|z)), x + y
7905747460161236406*(y^(x|(~y|z))) + 2635249153387078803*(z^~(~x&(~y|z))) + 7905747460161236407*(y^~(~x&(~y|z))) + 5270498306774157605*(y&~(x^z)) + 2635249153387078803*(x&(y|z)) + 2635249153387078803*(x|~z) + 10540996613548315209*(y^~(x|(y&z))) + 15811494920322472814*~(y&~z), x + y
-~(x|z) - 2*(y^(~x|(y&z))) + (z^(x|~y)) + ((x|y)&~(x^(y^z))) + 3*(y^(~x&(~y|z))) - ~(x&~y), x + y
-(~y&(x^z)) + 2*((x&y)^(y|~z)) + 2*(x&y) - (y^~(x|(~y&z))) + x + (z&(x|~y)) - ((x^y)|~(x^z)), x + y
7*~(~x|(~y|z)) - 2*(y^z) - ~(x|~y) - 2*(x&(y&z)) - ((y&~z)|~(~x|(~y&z))) + 5*(z^(~x&(y|z))) - 2*~(x^(y|z)) + 2*(~(x|y)|~(y^z)), x + y
((x&y)^~(x^(y&z))) - 2*(~(x&y)&(y^z)) - (y^(~x&(~y|z))) + 2*((x&y)|(y^z)) + (y^~(~x|(y&z))), x + y
(~(x&y)&(x^(y^z))) - 2*(y^~(~x&(y&z))) - 3*(y&~(x^z)) + (z^(~x|(~y&z))) + (~y|~(x^z)) + (y^(x&~z)) + 2*((y&z)|(x&(y|z))), x + y
2*(y^~(~x&(y^z))) - ~(~x|(~y&z)) + 3*(y^(~x&(y|z))) - (x|(~y&z)) + 4*((x&z)^(x^(y&z))) - (y|(x&~z)) - 2*(~(x^y)|(x^z)), x + y
-((x&y)^(y|~z)) + (y&~(x&z)) + ((x&y)|~(y|z)) + (y^~(~x|(y&z))), x + y
2*~(~x|(y|z)) + 12297829382473034411*~(x|(~y|z)) + 12297829382473034409*(y^(~x|(y&z))) + (z^~(x&~y)) + 12297829382473034411*(z^(x&(y|z))) - (x^(y^z)) + 12297829382473034413*(y^(~x&(y|z))) + 6148914691236517206*((x&z)^~(x^(~y&z))), x + y
-3*~(x|(y&z)) - ~(~x|(y&z)) + 2*((x|~y)&(y^z)) + ((x|y)&(x^(y^z))) - 2*(z^~(~x|(y&z))) + 3*~(x&(~y&z)), x + y
-(~y&~(x^z)) + ~(~x&(y|z)) + (y|(x&z)), x + y
-2*~x + (x^y) + 2*~(x&~y), x + y
14566501475110649720*(y^(~x|(~y|z))) + 14566501475110649716*~(x|~y) + 4*(y^~(~x|(y^z))) + 3880242598598901894*(x^(~y|z)) + 3880242598598901891*(x^y) + 3880242598598901890*(~y|~(x^z)) - 4*(~(x|y)|~(y^z)) + 14566501475110649732*(~x|(~y|z)), x + y
-12*(~x&(y^z)) - 19*(y^~(x&~z)) + 24*(~(x|y)|(y^z)) + 8*(z^(x&(~y|z))) - 3*~(x&z) - 4*~(x^(~y&z)) + 6*(y^~(x&(~y|z))) - 4*(~(x|y)|(x^(y^z))), x + y
4209102307352958961*~(x|(~y|z)) + 4209102307352958957*(~z&(x^y)) + 14237641766356592658*(y^(x|(y&z))) + ~(x|(y^z)) + 4209102307352958960*(z&~(x&y)) + 4209102307352958962*~(~x|(~y&z)) + 14237641766356592657*(y|(x^z)) - (x|(~y|z)), x + y
-2*(y^(x|(y|z))) + ((x&~y)|(y^z)) - (x^z) + (z^~(x&y)) - ~(x^z) - 3*(~x|(y&z)) + 2*(z^~(~x|(y&z))) + 3*~(x&~z), x + y
(z^~(~x&(y&z))) - (~x&(~y|z)) + (y^(~x&(y|z))) + (z&(x|y)), x + y
11068046444225730970*(y^~(~x|(y^z))) + 14757395258967641294*(z^(x&(y|z))) + 3689348814741910322*(y^(x&(y|z))) + 3689348814741910323*((x|y)&~(x^(y^z))) + 7378697629483820647*(z^~(~x|(~y&z))) + 3689348814741910325*(z^~(x&(y|z))) + 2*(y&z) + 14757395258967641291*(~(x|y)|~(y^z)), x + y
-(~x&(y^z)) + 2*((x|y)&(y^z)) - (~(x|y)|(y^z)) + (z^(x&(~y|z))) - (y^~(~x&(~y|z))) + (x|~z) + (z&~(x&~y)), x + y
8708737214091243355*(~y&~(x^z)) - ((y&~z)|~(x|(~y&z))) + (y^(x&(~y|z))) + 8708737214091243356*(y&(x|~z)) + 9738006859618308261*((x&z)|(y&~z)) + 8708737214091243355*(y&(x|z)) + 9738006859618308262*(y^~(x|z)), x + y
16873360362711140681*(~(x&y)&(x^(y^z))) - (y^(~x|(y|z))) + 1573383710998410935*~(y&z) + 16873360362711140682*(z^~(x&(~y|z))) + 1573383710998410935*(x|(~y&z)) + 1573383710998410935*(y&~(x&~z)) + 16873360362711140682*(x|z), x + y
-(z^~(~x&(y|z))) - 2*(x&(y&z)) + 2*~(~x|(~y&z)) + (y&~(x&~z)) + (z|~(x^y)), x + y
11068046444225730970*(z^(x|y)) + 14757395258967641292*((x&y)^(y|z)) + 11068046444225730970*(z^~(x|~y)) + 3689348814741910323*((x&y)|(y^z)) + 14757395258967641293*(y|~(x|~z)) + 7378697629483820647*(x|(y&z)) + (y|(x&z)), x + y
(x&~y) - (y^~(~x&(~y|z))) + ~(~x|(~y&z)) - (y^~(x&(y&z))) + (z^~(x|y)) + (x|(y|z)), x + y
2*(z^(x|(y|z))) - (y^(~x|(y&z))) + ((y&~z)^(x|(y^z))) + (y|~(x|z)) + 2*(z|~(x|y)) - 2*(~x|(~y|z)), x + y
-2*((x&y)^~(x^(y&z))) - 4*(z&~(x^y)) + 3*(y^~(x|~z)) + 2*(y^(~x|(~y&z))) + 2*(z^(x&~y)) - (x|z), x + y
4*(y^~(~x&(y^z))) - 2*~(x&(y|z)) + 2*(z^(x&(y|z))) - (y^(x&z)) - 2*(~z|(x^y)) + (y^(x|(y^z))) - (z^~(x|~y)) + 3*y, x + y
-(z^~(~x&(y|z))) + (y^(x|(~y&z))) + ~(~x&(y&z)) + 2*((x&z)^(x^(y&z))) + (y|(x&z)) - (x|y) - (z|(x^y)), x + y
(~(x&y)&~(y^z)) + (y&(x^z)) + ((x|~y)&(x^(y^z))) + 2*((x&z)|(y&~z)) + 1, x + y
-2*(y^z) - (~(x|y)|(y^z)) + 3*(z^~(~x&(y|z))) + 2*(y^(x|~z)) - 2*(~y|(x^z)) + 4*((x&y)|(y^z)) - 2*(~(x|y)|~(y^z)), x + y
~(x^y) + (x|(y&z)) + (x|y) - (x|(~y|z)), x + y
-(x&(~y&z)) - (y^~(x&~z)) + ~(x^(~y&z)) + 2*((x&y)|~(y|~z)) + (y|~z) - (~x|(y&z)), x + y
~(x|(y&z)) + (y^(x|z)) - 3*(y^~(~x&(~y|z))) - (y^~(x&(y|z))) - ((x&y)|(y^z)) + 4*(x|(y&z)), x + y
-4*~(x|y) + ((y&~z)^(~x|(y^z))) + (x^(y^z)) + (~(x|y)|(x^(y^z))) - ((x|y)&~(y^z)) - ((y&z)|(~x&(y|z))) + 2*(y^~(x|(y&z))), x + y
2*(z^~(x&(~y&z))) + 5*(z^~(~x&(y|z))) + 4*(z^(~x|(~y&z))) - 5*~(~x&(y|z)) + 7*(z^~(x|(~y&z))) - ~(y^z) + 9*(z&(x|y)) - 12*~(x&~z), x + y
11068046444225730969*(y^~(x&(~y&z))) + 3689348814741910324*(y^(x|(y&z))) + 14757395258967641293*(z^(x|~y)) + 7378697629483820648*(~(x&y)&~(x^(y^z))) + 14757395258967641291*~(x&y) + 11068046444225730970*(z^~(~x|(~y&z))) + 11068046444225730971*((x&y)|(x^(y^z))) + 7378697629483820647*~(x&(y^z)), x + y
6*(x&~y) + 8*((x&z)^(y|z)) - 6*~(x&(~y|z)) + 10*~(x^(~y&z)) - 13*(x^y) + 2*(y^(x|(y^z))) + 6*((x|y)&(x^(y^z))) - 4*(z^~(x|(~y&z))), x + y
3*(z^(x|y)) + (z^(x|~y)) - 4*(x^(y|z)) + 3*((x&z)^(y|z)) - (~z|(x^y)) + 4*(y&z) - 4*(y^(~x&(y^z))) + 2*(z|(x&~y)), x + y
8755469033982729481*~(x|y) + 14069009556718186876*(~(x&y)&(x^(y^z))) + 11880142298222504504*(y^(~x|(y|z))) + 4377734516991364741*((x|y)&~(x^(y^z))) + 16257876815213869247*~(x^(y|z)) + 6566601775487047111*((x&~y)|(x^(y^z))) + 16257876815213869246*((y&z)|(~x&(y|z))) + 16257876815213869246*(x|z), x + y
1766037653126389824*(z^~(x&~y)) - ((x&z)^~(x^(y&z))) + 1766037653126389825*(y&(x^z)) + 16680706420583161791*(z^(x&(y|z))) + ((x^y)|(x^z)) + 3532075306252779648*(z&~(x^y)) + 16680706420583161793*~(x^y) + 16680706420583161793*(z^(~x&(y|z))), x + y
12297829382473034410*(~x|(~y&z)) + 6148914691236517206*((x^y)|(x^z)) + 12297829382473034411*(z^~(x&y)) + 6148914691236517206*(x&y) + 12297829382473034411*(z^~(x|y)) + 6148914691236517206*(y|(x&z)), x + y
13137578488993342560*(~z&(x^y)) + 13137578488993342561*(y&~z) + 10618331169432418111*(x&~y) + 7828412904277133505*(y^(x|z)) + 10618331169432418111*((x&y)^(y|z)) + 13137578488993342561*(y&~(x^z)) + 15927496754148627167*((y&~z)|~(~x|(~y&z))) + 7828412904277133506*(x|(y&z)), x + y
-3*((x&z)^~(x^(y&z))) + 2*(~(x|y)|(y^z)) - ((x&z)^~(y&~z)) + 2*(~x|(~y|z)), x + y
-((x|~y)&(y^z)) - 3*~(x|(y^z)) + (z&(x^y)) + (~y|(x^z)) + 2*(y^~(x|z)) - ((x&z)^(x^(y&z))) + (y|(x&~z)), x + y
-2*((y&z)^~(x&(y^z))) + 7*~(x&(~y|z)) - 3*(z^~(~x|(~y&z))) + 5*(x^(~y&z)) - 7*(z^~(~x|(y&z))) + 9*((x&y)^(x^(y&z))) - ((x&~y)|~(y^z)) - 4*(z^~(x|(y&z))), x + y
2*~(~x|(~y|z)) - 3*(y&~z) - ((y&z)^~(~x&(y^z))) + ((x&z)^~(x^(y&z))) + (y^(x&z)) + 3*((y&~z)|~(~x|(~y&z))) - (x^(y^z)), x + y
5328224116355790923*(~x&(y&z)) - ~(x|~z) + 13118519957353760693*~(x&(y|z)) + 5328224116355790924*(z^(x&(y|z))) + 5328224116355790923*(z^~(x&y)) + ~(x^(~y|z)) + 13118519957353760694*(y&(x|z)), x + y
4974825502533175931*(z^~(x&~y)) + 13471918571176375686*(z^~(x&(~y&z))) + 13471918571176375685*(z^~(~x|(~y&z))) + 4974825502533175930*~(x&(y&z)) + 4974825502533175933*(x^(~y&z)) + 13471918571176375684*(y^(~x&(~y|z))) - ~(~x&(y|z)) + 2*(y|~(x^z)), x + y
-(~(x&~y)&(y^z)) - ((y&z)^~(~x&(y^z))) + ((x&z)|(y&~z)) - 4*((x&y)^(x^(~y|z))) + 4*(y^~(x|(y&z))) + 2*(~x|(~y|z)) - (~x|(y|z)), x + y
-2*~(x|(y&z)) - (x&(~y&z)) + (y^z) + (y^~(x|(y^z))) + (~x|(~y|z)), x + y
1721197052747097705*~(x|y) + 1721197052747097707*((x|y)&(y^z)) + 860598526373548854*(x^z) + 17586145547336002763*((x&z)^(y|z)) + 3442394105494195413*(x&(y&z)) + 17586145547336002764*(~(x^y)&~(x^z)) + 17586145547336002763*(z^~(x&y)) + 16725547020962453910*((x&y)|~(y|~z)), x + y
(z^~(x&~y)) - 2*((x&z)^~(x^(y&z))) + 4818850251489789040*~(x|~y) + 15234177239383025590*((x&y)^(y|z)) + 16840460656546288603*(z^~(x&y)) + 3212566834326526028*(y^~(x&(y&z))) + 16840460656546288602*~(y^z) + y, x + y
16899334003214139153*(y^~(x&(~y&z))) + 1547410070495412462*(y^(x|~z)) + (x^(y&z)) + 16899334003214139154*((y&~z)|~(~x|(~y&z))) + 1547410070495412463*(z&~(x^y)) + 1547410070495412463*((x&y)|(x^(y^z))) + (z^~(x|y)) + 16899334003214139153*z, x + y
3*(~z&(x^y)) - 2*(~x&(y^z)) + 5*(y^(~x|(y&z))) - 4*(y^~(x&(y^z))) - ~(x|(~y&z)) + (y^(x&~z)) + (x|z), x + y
-3*(~y&(x^z)) + (z^~(x&~y)) + (x^(~y|z)) - 2*(y^~(x&(~y|z))) + 4*((x|~y)&(x^(y^z))), x + y
(x&y) - (z^(~x&(y|z))) + ((x&z)|(y&~z)) + (y^~(~x|(y&z))), x + y
16860338811055054014*((x&z)^~(x^(y&z))) + 11602979930836522209*(x^y) + 8430169405527527008*(~y|(x^z)) + 16860338811055054014*(x&z) + 10016574668182024610*((x&z)|(y&~z)) + 11602979930836522210*(y^(~x|(y^z))) + 16860338811055054016*(y^~(~x|(y&z))), x + y
-(~z|(x^y)) - (~y|~(x^z)) + (x|(y^z)) + 2*~(~x&(~y&z)), x + y
2*(z^(~x|(y|z))) - 3*(~x&(y^z)) - 2*(~(x&y)&~(y^z)) + 2*(y&~(x&z)) - 2*(y^(x&z)) + (y^(x|(y^z))) + 2*(z|(x^y)), x + y
6281221926972681247*~(x|(y^z)) + 12562443853945362491*~(x|(~y&z)) - (y^~(~x&(y|z))) + 5884300219764189125*(~(x|~y)|~(x^(y^z))) + 12165522146736870370*~(x^y) + 12562443853945362493*~(~x&(~y|z)) + 5884300219764189125*(y^(x&~z)) + 6281221926972681246*(y^(~x&(y^z))), x + y
11068046444225730970*~z - (x&(y^z)) + 7378697629483820645*(y^(x&(y|z))) + 3689348814741910324*(x^(y&z)) + 3689348814741910323*((x&y)|(x^(y^z))) + 7378697629483820647*(z^~(x|~y)) + 7378697629483820646*(~x|(y&z)) + 2*(y|(x&z)), x + y
-~(x|z) - (x&(~y&z)) + (x&(y^z)) + ((x|y)&(y^z)) - ((x|~y)&(y^z)) + (z^~(x&(y&z))) + z, x + y
3*(z^(x|(y|z))) + (y^~(x&(y^z))) + 3*(z^~(~x&(~y|z))) - 6*~(x&z) + 2*(~(x|~y)|~(x^(y^z))) + 3*((x&y)^(x^(~y|z))) - (y|z), x + y
17409163344617832402*~y + ((x|y)&~(x^(y^z))) + 1037580729091719213*(~(x|y)|~(x^(y^z))) + 17409163344617832401*(y^~(x|(y^z))) + 1037580729091719215*(z^~(x&(y&z))) + (y^(~x&(~y|z))) + 1037580729091719214*(x&z) + 17409163344617832403*((y&z)|(x&(y|z))), x + y
9*(z^(~x|(y&z))) - 11*((y&z)^~(~x&(y^z))) - 9*(~x&(y|z)) + 4*(~(x|~y)|(y^z)) - 3*(y^~(x|(y^z))) - 7*(y^(~x|(y^z))) + 6*(x|~y) + 6*(~(x^y)|(x^z)), x + y
6148914691236517206*((y&~z)|~(x|(~y&z))) + 6148914691236517205*~(x^(~y&z)) + ((y&~z)|~(~x|(~y&z))) + 12297829382473034412*(x|~z) - (x|(~y&z)) + 6148914691236517205*((x|y)&~(y^z)) + 6148914691236517208*z + 12297829382473034409*~(x&~z), x + y
2*((y&z)^~(x&(y^z))) + 13525897003961914531*(y^(x|(y&z))) - ((x&y)^(y|~z)) + 4920847069747637084*(~(x|y)|~(x^(y^z))) + 4920847069747637085*~(x^(~y|z)) - (z&(x|~y)) + 3*((y&z)|(x&(y|z))) + 13525897003961914531*(z|~(x^y)), x + y
6148914691236517206*(~(x&~y)&(y^z)) + 12297829382473034410*(y^~(~x&(~y&z))) + 12297829382473034414*(z^(x|~y)) + 3*(y&~(x^z)) + 12297829382473034412*((y&~z)^(x|(y^z))) + 12297829382473034408*~(x&(~y&z)) + 6148914691236517205*((x&y)^(x^(y&z))) + 6148914691236517206*(z|(x&y)), x + y
~y - 2*(z^~(~x&(y&z))) + 2*(z^(x&(y|z))) + 4*~(~x|(~y&z)) - 6*(x^(~y&z)) + 3*((x&y)|(x^(y^z))) + ((x&y)|~(y^z)), x + y
-4*~(y&z) - 2*(y^~(~x|(~y&z))) - 3*(x^y) + 6*(~z|(x^y)) - 2*(z^(~x&(~y|z))) + 4*((x&~y)|(x^(y^z))), x + y
3429270070798263975*(z^(~x|(~y|z))) + 15017474002911287640*(~(x&~y)&(y^z)) + 3429270070798263975*~(y|~z) + 15017474002911287639*(~x&(~y|z)) + 11588203932113023664*((x&~y)|~(x^(y^z))) + 3429270070798263976*(z^~(~x|(~y&z))) + 11588203932113023664*((x&~y)|(x^(y^z))) + 11588203932113023662, x + y
5214169915705584509*~(x|(y&z)) + 13232574158003967106*~y + (y^~(~x&(y&z))) + 13232574158003967106*(z^(~x|(~y&z))) + 2*(y&(x|~z)) + 5214169915705584510*((x&z)|~(y|z)), x + y
