# x + y
13664254869414482676*((~(x^y)&~t)|(~(x|(y|z))&t)) + 6832127434707241344*((~(y^z)&~t)|((~z&(x^y))&t)) + 15713893099826655077*(((z^~(x|(y&z)))&~t)|(~(~x|(~y|z))&t)) + 10248191152060862011*((~(x^(y&z))&~t)|(((x^y)&~(x^z))&t)) + 3416063717353620669*(((z&(x|y))&~t)|((y^(x|z))&t)) + 10248191152060862013*(((z^~(x|(~y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 1366425486941448269*((~(x&(y&z))&~t)|((x^z)&t)) + 4099276460824344790*(((z&~(x&~y))&~t)|((y^(x&z))&t)) + 6148914691236517211*(((y^(x&(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12297829382473034411*(((y^~(x&~z))&~t)|((x&(y&z))&t)) + 15030680356355930937*((~(x^(~y&z))&~t)|(((x|~y)&~(y^z))&t)) + 17763531330238827490*((((y&z)|(x&(y|z)))&~t)|(((x&z)|(y&~z))&t)) + 15030680356355930947*(((~x|(y&z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 6832127434707241334*((~(~x&(y|z))&~t)|((z^~(x|(~y&z)))&t)) + 3416063717353620677*((((x&y)^(x^(~y|z)))&~t)|((~(x&~y)&~(y^z))&t)) + 3416063717353620670*(((x|z)&~t)|(((x|y)&~(y^z))&t)), x + y
-25*(((~(x^y)&(x^z))&~t)|((z^(x|(~y|z)))&t)) - 39*(((~y|~(x^z))&~t)|(~z&t)) - 58*(((y&~(x&z))&~t)|((~y&~(x^z))&t)) + 15*(((y^~(~x&(y&z)))&~t)|((y^~(~x&(~y&z)))&t)) + (((~x&(y^z))&~t)|(((x|~y)&(y^z))&t)) + 40*(((z^~(x&(y&z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 97*(((y^~(x&~z))&~t)|((z^(x|~y))&t)) - 44*(((y^~(x|(y^z)))&~t)|((z^(x|~y))&t)) + 42*(((x|y)&~t)|(((y&~z)|~(x|(~y&z)))&t)) - 53*((((x|~y)&~(x^(y^z)))&~t)|((x^z)&t)) + 60*(((y&~(x&z))&~t)|(((x|y)&(x^(y^z)))&t)) - 8*(((z^(x|~y))&~t)|((y&(x|~z))&t)) - 8*(((x|(~y|z))&~t)|(x&t)) - (((y&~(x&~z))&~t)|(~(~x&(~y|z))&t)) - 53*(((z^~(~x|(~y&z)))&~t)|((y^(x&~z))&t)) + 12*(((z^~(~x|(y&z)))&~t)|(~(y&~z)&t)), x + y
16769767339735956034*(((z^(~x|(y|z)))&~t)|((~z&~(x^y))&t)) + 1676976733973595576*((~(x&(y&z))&~t)|(~z&t)) - 44*((((x&y)^(y|~z))&~t)|((z^(~x|(y&z)))&t)) + 5030930201920786796*((~(~x|(y&z))&~t)|((z^~(x&(~y&z)))&t)) + 1676976733973595580*(((~x&(y&z))&~t)|((z&~(x&y))&t)) + 5030930201920786765*((~(x^(~y|z))&~t)|((y^(x|(y^z)))&t)) + 6707906935894382482*(((~(x|~y)|(y^z))&~t)|((y^(x|(~y&z)))&t)) + 1676976733973595613*(((~z|(x^y))&~t)|(~(~x|(~y&z))&t)) + 6707906935894382404*((~(~x|(~y|z))&~t)|((x|~y)&t)) + 1676976733973595555*(((z|~(x^y))&~t)|((x|~y)&t)) + 3353953467947191256*(((z^~(x&(y|z)))&~t)|((~(x^y)|~(x^z))&t)) + 11738837137815169164*((~(x|(~y|z))&~t)|((y&~(x&~z))&t)) + 5030930201920786803*((~(x&~x)&~t)|(~(x&(y^z))&t)) + 15092790605762360468*((~(y^z)&~t)|(((x&~y)|~(y^z))&t)) + 3353953467947191200*((~(x&(~y|z))&~t)|((y^(x&(y^z)))&t)) + 6707906935894382387*((~(x^(y|z))&~t)|((z|(x&~y))&t)), x + y
6472541780248965478*((((y&z)|(~x&(y|z)))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 1941762534074689643*(((z^(x&(y|z)))&~t)|(~(x|(~y&z))&t)) + (((y&(x|z))&~t)|((y&(x^z))&t)) + 4530779246174275837*(((y&(x|z))&~t)|(~(x^(~y&z))&t)) + 11326948115435689589*(((z|~(x^y))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 1294508356049793095*(((~x|(y^z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 15857727361609965425*(((y^(~x&(y|z)))&~t)|(((x^y)|(x^z))&t)) + 5501660513211620659*(((~z|~(x^y))&~t)|((~(x^y)&~(x^z))&t)) + 16504981539634861973*(((y^(x|(y^z)))&~t)|(((x|~y)&~(y^z))&t)) + 9385185581360999945*(((z&(x|~y))&~t)|((y^~(x&z))&t)) + 323627089012448273*(((y^~(x&(y|z)))&~t)|(((x&z)|~(y|z))&t)) + 15210473183585068877*(((~x&(y|z))&~t)|((x&(y|z))&t)) + 6472541780248965480*((((x^y)|(x^z))&~t)|((z^~(x&(~y|z)))&t)) + 8090677225311206848*(((z^~(~x|(y&z)))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 1941762534074689644*((((y&z)|(~x&(y|z)))&~t)|(((x&~y)|~(y^z))&t)) + 10356066848398344767*(((z&(x|~y))&~t)|(z&t)), x + y
7378697629483820646*(((z^~(x|(y&z)))&~t)|(~(y|z)&t)) + 14757395258967641292*(((z|~(x|y))&~t)|(~(y|z)&t)) + 9592306918328966839*(((y^(x|(y|z)))&~t)|((z^~(x&~y))&t)) + 16971004547812787487*((~(x&(~y|z))&~t)|((y^~(x&~z))&t)) + 16971004547812787487*(((~(x|y)|~(x^(y^z)))&~t)|(((x&~y)|(y^z))&t)) + 11805916207174113035*(((y^~(x&(y&z)))&~t)|((z^(x|~y))&t)) + 1475739525896764130*(((z^(x&y))&~t)|((x&y)&t)) + 1475739525896764129*(((~x&(y|z))&~t)|(((x&y)|~(y|z))&t)) + 5165088340638674452*(((x^(~y|z))&~t)|(~(x^(y|z))&t)) + 3689348814741910324*((((x|~y)&(x^(y^z)))&~t)|(~(x^(y|z))&t)) + 737869762948382065*((((y&z)^~(~x&(y^z)))&~t)|(~(~x&(~y|z))&t)) + 17708874310761169552*(((y&(x|z))&~t)|((x|(y^z))&t)) + (((y|(x&z))&~t)|((y|~(x|z))&t)) + 3689348814741910322*((~(~x|(~y|z))&~t)|((y^(~x&(y^z)))&t)) + 11068046444225730970*((((x&y)^~(x^(~y|z)))&~t)|(~(~x&(y^z))&t)) + 10330176681277348905*((~(x|~z)&~t)|(~(~x&(~y&z))&t)), x + y
3689348814741910320*(((y^~(x&(y|z)))&~t)|(~(~x|(y|z))&t)) + 7378697629483820646*((((x&y)^(x^(y&z)))&~t)|(~(~x|(~y|z))&t)) + 3*(((z^(x|(~y|z)))&~t)|(((y&z)^~(x&(y^z)))&t)) - (((y^~(~x|(~y&z)))&~t)|((z^(x|(y&z)))&t)) + 3689348814741910318*((~(x&(~y|z))&~t)|((~(x&~y)&(y^z))&t)) + 13*((((x|y)&~(y^z))&~t)|((z^~(x&(~y&z)))&t)) + 14757395258967641301*((~(x&~z)&~t)|((~(x&y)&~(y^z))&t)) + 7378697629483820636*(((z^(x|~y))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 11068046444225730973*(((~(x|~y)|(x^(y^z)))&~t)|(~(x&z)&t)) + 7*((((x&y)^~(x^(~y|z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 14757395258967641277*(((x&(~y|z))&~t)|(~(x&y)&t)) + 14757395258967641295*((~(x^(y^z))&~t)|(~(~x|(y^z))&t)) + 11068046444225730964*(((z&(x^y))&~t)|((z^~(x&(y&z)))&t)) + 7378697629483820635*(((~x|(~y|z))&~t)|(((x&z)|~(y|z))&t)) + 14757395258967641301*((~(y&~z)&~t)|(~(~x&(~y|z))&t)) + 7378697629483820655*((((y&z)^~(~x&(y^z)))&~t)|(((x&y)^(x^(~y|z)))&t)), x + y
11351842506898185625*(((z^(x&y))&~t)|(~(~x|(y|z))&t)) + 5675921253449092804*(((~(x&~y)&(y^z))&~t)|(~z&t)) + 12770822820260458795*(((y^~(x&~z))&~t)|((y^~(x&(y^z)))&t)) + 2837960626724546391*(((z&~(x&~y))&~t)|((x&(~y&z))&t)) + 9932862193535912419*(((y^(~x|(y|z)))&~t)|((y^(x|(y&z)))&t)) + 8513881880173639215*(((y&(x|~z))&~t)|(((x|~y)&(y^z))&t)) + 9932862193535912409*(((y^~(~x&(~y&z)))&~t)|((z^~(~x&(y&z)))&t)) + 5675921253449092808*(((y^~(x&z))&~t)|((y^(x|(y^z)))&t)) + 7094901566811366004*((((x&~y)|(x^(y^z)))&~t)|((y^(x|(y^z)))&t)) + 8513881880173639210*((((x&y)^~(x^(~y|z)))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 1418980313362273201*(((x|(~y&z))&~t)|((z&~(x^y))&t)) + 14*(((y^~(x&(~y|z)))&~t)|(~(x^y)&t)) + 4256940940086819601*(((~(x|y)|~(y^z))&~t)|(((x&y)|(x^(y^z)))&t)) + 7094901566811366000*(((~(x^y)|~(x^z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 5675921253449092802*(((y^(~x|(y|z)))&~t)|(((y&z)|(x&(y|z)))&t)), x + y
4028599280465304376*(((z^~(x|(~y&z)))&~t)|((z^(~x|(~y|z)))&t)) + 5512820068005153355*(((z^(x&(~y|z)))&~t)|((~z&~(x^y))&t)) + 7209072396622123621*(((y^(x&(~y|z)))&~t)|((z^(x|(y|z)))&t)) + 2756410034002576679*(((x|(y&z))&~t)|((z^~(x&~y))&t)) + 6148914691236517205*(((z|(x&~y))&~t)|((z^~(x&(~y&z)))&t)) + 5724851609082274638*((((y&z)^~(x&(y^z)))&~t)|((y^(~x|(y|z)))&t)) + 4240630821542425657*(((x&(y|z))&~t)|(((x&y)^(y|~z))&t)) + 2756410034002576679*(((~x|(y|z))&~t)|((z^(x|(~y&z)))&t)) + 212031541077121281*(((x&(~y&z))&~t)|((z&(x^y))&t)) + 17174554827246823919*(((y^(x|z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 7633135478776366185*(((y&(x^z))&~t)|(((x&y)^(y|z))&t)) + 4876725444773789510*(((~(x^y)&(x^z))&~t)|((~x|(~y&z))&t)) + 7633135478776366186*(((z&~(x^y))&~t)|(((x&z)^(x^(y&z)))&t)) + 5936883150159395923*((~(~x&(y|z))&~t)|((z&(x|y))&t)) + 3392504657233940529*((((x&y)^(x^(y&z)))&~t)|(~(~x&(y^z))&t)) + 1484220787539848980*(((z^~(~x|(~y&z)))&~t)|((x|(~y|z))&t)), x + y
-5*(((x^z)&~t)|(~(y|z)&t)) + 5270498306774157608*((((x|~y)&~(x^(y^z)))&~t)|((~z&(x^y))&t)) + 5270498306774157607*(((y|(x^z))&~t)|(~(~x|(~y|z))&t)) + 13176245766935394006*((~(x|z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 13176245766935394008*(((y^(x|(~y|z)))&~t)|((~x&(y&z))&t)) + 4*((((x&y)^(y|~z))&~t)|(~(x^(y^z))&t)) + 10540996613548315213*(((~(x|y)|(x^(y^z)))&~t)|((z&~(x&y))&t)) + 15811494920322472814*((~(x^(y&z))&~t)|((x^(y^z))&t)) + 7905747460161236408*((((x|~y)&~(x^(y^z)))&~t)|(((x&y)|(x^(y^z)))&t)) + 13176245766935394011*(((~(x&~y)&~(y^z))&~t)|((z^(~x&(y|z)))&t)) + 5270498306774157609*(((y^(x|(y|z)))&~t)|(~(~x&(y|z))&t)) + 2*(((y^~(x&(~y|z)))&~t)|((~(x|~y)|~(y^z))&t)) + 10540996613548315209*(((~(x^y)&~(x^z))&~t)|((y^(x&(y^z)))&t)) + 15811494920322472813*(((y&~(x&~z))&~t)|((z|~(x|~y))&t)) + 2635249153387078803*(((z&~(x&y))&~t)|((y|z)&t)) + 2635249153387078797*(((y^~(x&(y&z)))&~t)|((x|(y|z))&t)), x + y
6416258808246800549*((~(~x|(~y&z))&~t)|(~(x|z)&t)) + 2406097053092550218*(((y^(~x&(~y|z)))&~t)|(~(x|z)&t)) + 12832517616493601110*(((x&y)&~t)|((~z&(x^y))&t)) + 12030485265462751054*((((x|~y)&(y^z))&~t)|((z^(x|(y|z)))&t)) + 14436582318555301253*((((x|~y)&~(x^(y^z)))&~t)|((y^(x|(y&z)))&t)) + 8020323510308500693*(((y|~z)&~t)|((y&~(x&z))&t)) + 8822355861339350787*(((z^~(~x&(y|z)))&~t)|(~(x&(~y|z))&t)) + 6416258808246800561*(((x|~z)&~t)|((y^~(x&(~y|z)))&t)) + 3208129404123400261*(((~(x|~y)|(y^z))&~t)|((z^~(x|~y))&t)) + 12832517616493601128*((((x&z)|(y&~z))&~t)|((y^(~x|(~y&z)))&t)) + 8020323510308500703*(((y|~z)&~t)|((x|(~y&z))&t)) + 16842679371647851468*(((z&~(x^y))&~t)|((~(x^y)|~(x^z))&t)) + 6416258808246800592*(((x|~z)&~t)|((x|(y^z))&t)) + 8020323510308500693*((((y&~z)|~(x|(~y&z)))&~t)|(((x&y)|~(y^z))&t)) + 802032351030850096*(((y^(~x&(y^z)))&~t)|(((x^y)|~(x^z))&t)) + 11228452914431900964*(((y^~(x&z))&~t)|((x|(~y|z))&t)), x + y
15987178197214944708*(((x^(~y&z))&~t)|((x&~x)&t)) + 4919131752989213761*((((x&z)^~(y&~z))&~t)|((x&~z)&t)) + 2459565876494606865*(((~(x&y)&(y^z))&~t)|((z^(x|y))&t)) + 11068046444225730961*((~(~x&(~y&z))&~t)|(~(~x|(y&z))&t)) + 6148914691236517231*((~(x&(~y&z))&~t)|(((x|y)&(y^z))&t)) + 8608480567731124106*(((y^(~x|(y&z)))&~t)|(~(x|(y^z))&t)) + 17216961135462248180*((((y&~z)|~(~x|(~y&z)))&~t)|((x&(y&z))&t)) + 4919131752989213752*(((~(x^y)&~(x^z))&~t)|(((x|~y)&~(y^z))&t)) - 10*(((x^(y&z))&~t)|((z^~(x&y))&t)) + 13527612320720337891*(((x&(~y|z))&~t)|(((x&y)|(x^(y^z)))&t)) + 12297829382473034409*(((~(x|y)|~(x^(y^z)))&~t)|(((x&z)|(y&~z))&t)) + 15987178197214944733*((~(x^(y^z))&~t)|((x|(~y&z))&t)) - 4*(((y|~z)&~t)|((z^(x&~y))&t)) + 4919131752989213768*(((x^(~y|z))&~t)|(((x&y)|~(x^(y^z)))&t)) + 2459565876494606900*((((x|~y)&~(y^z))&~t)|((z|(x&~y))&t)) + 2459565876494606847*((((x|~y)&~(y^z))&~t)|((y|z)&t)), x + y
17941353825114769381*(((x&z)&~t)|((z^(~x|(~y|z)))&t)) + 8844329350408689130*(((z^(x|(~y&z)))&~t)|(~z&t)) + 9602414723300862484*(((y^(x&~z))&~t)|(~(x|y)&t)) + 12382061090572164785*((((y&z)^~(~x&(y^z)))&~t)|((x&(~y&z))&t)) + 2526951242973911182*((((y&z)|(~x&(y|z)))&~t)|((~(x&y)&~(y^z))&t)) + 5306597610245213478*(((y^(x|(y&z)))&~t)|((y&~(x&z))&t)) + 3285036615866084535*(((z^~(x&(~y&z)))&~t)|((z&(x^y))&t)) + 3537731740163475650*(((~y&~(x^z))&~t)|((y^(x|~z))&t)) + 1516170745784346709*(((x&y)&~t)|(~(x&(y&z))&t)) + 13645536712059120374*(((y^~(~x&(~y|z)))&~t)|((y^~(x&(~y|z)))&t)) + 18194048949412160496*(((y^(~x|(~y&z)))&~t)|(((x|~y)&(x^(y^z)))&t)) + 17941353825114769382*(((~y&~(x^z))&~t)|((x^(~y&z))&t)) + 3285036615866084535*(((y^~(x|~z))&~t)|((x|~z)&t)) + 7833548853219124660*((((x&z)^(x^(y&z)))&~t)|((y&z)&t)) + 12887451339166947019*(((~(x|~y)|(x^(y^z)))&~t)|((z|~(x|y))&t)), x + y
2395681048533708001*(((z^(x|~y))&~t)|((z^(x|(~y|z)))&t)) + 14853222500908989612*((~(x&~y)&~t)|((~(x&y)&(x^(y^z)))&t)) + 11978405242668540009*(((x^(y|z))&~t)|((y^(x|(y|z)))&t)) + 3114385363093820403*(((~y|~(x^z))&~t)|((y^(x|z))&t)) + 8384883669867978007*(((z^(x|(~y&z)))&~t)|(~x&t)) + 10061860403841573609*((~(x&(y&z))&~t)|((x^(y|z))&t)) + 8145315565014607207*(((x|~z)&~t)|((y^~(~x&(y&z)))&t)) + 7426611250454494808*((x^z)|~y) + 2635249153387078804*(((y|~z)&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 14613654396055618813*(x^(~y|(~z&t))) + 16769767339735956015*(((x|(y|z))&~t)|(~(x^(y|z))&t)) + 5270498306774157605*(((z^(x|(y&z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 8145315565014607206*(((y^~(x&(y&z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 2395681048533708001*((((y&z)^~(~x&(y^z)))&~t)|(~(~x&(~y&z))&t)) + 6228770726187640806*((((x|y)&(x^(y^z)))&~t)|(~(y&~z)&t)) + 17728039759149439216*(((x|(y&z))&~t)|((~x|(~y|z))&t)), x + y
1859812415403307666*(((~(x|y)|(y^z))&~t)|(~(~x|(y|z))&t)) + 11396757475785385347*((~(x&(~y|z))&~t)|((~(x^y)&(x^z))&t)) + 6876980791840137647*((((y&~z)^(x|(y^z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 4952291199155319250*(((z|~(x^y))&~t)|((z^~(x&(~y&z)))&t)) + 2184198301810861329*(((z^(~x|(y|z)))&~t)|(~y&t)) + 151380080323525042*(((z^~(x&(y|z)))&~t)|(~(x|~y)&t)) + 6595846356953591139*(((y^(x|(y|z)))&~t)|((x^(y|z))&t)) + 778526127378128792*((((x&~y)|(x^(y^z)))&~t)|(((x&z)^(y|z))&t)) + 16500428755264229640*(((y^z)&~t)|((z&(x^y))&t)) + 10812862880251788755*(((~(x&~y)&(x^(y^z)))&~t)|((y^(x|(~y&z)))&t)) + 7222992404008194888*((((x&z)^(y|z))&~t)|((z&(x|~y))&t)) + 9169307722453516865*(((y^(~x|(~y|z)))&~t)|(((x&~y)|(x^(y^z)))&t)) + 5709191600772944465*(((y|(x&~z))&~t)|((y|~z)&t)) + 17170826253839840541*(((z^(~x|(y|z)))&~t)|(~(x&(~y&z))&t)) + 7612255467697259283*(((z^~(~x|(y&z)))&~t)|((z&(x|y))&t)) + 8455658772356898808*(((y^~(x&~z))&~t)|((x|z)&t)), x + y
18291729417627958739*(((x|(y^z))&~t)|((~z&~(x^y))&t)) + 1085102592571150105*((((x&y)|(x^(y^z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 12556187142609022522*(((z&~(x^y))&~t)|((z^~(~x&(~y&z)))&t)) + 12866216454772208270*(((z^(~x|(~y|z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 4340410370284600385*(((y^~(x&(y&z)))&~t)|(((x|y)&(y^z))&t)) + 620058624326371481*((((x&y)|~(y|z))&~t)|((z&~(x&y))&t)) + 14881406983832915589*(((z|~(x|~y))&~t)|((~y|(x^z))&t)) + 7750732804079643531*(((z&~(x^y))&~t)|((~x|(y^z))&t)) + 4805454338529378982*(((z^~(x&(~y&z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 16896597512893622911*(((x^(y&z))&~t)|((z&~(x^y))&t)) + 15656480264240879934*((((x|~y)&~(y^z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 3100293121631857430*(((z^~(x&y))&~t)|((~z|~(x^y))&t)) + 13641289735180172617*(((~(x|y)|(x^(y^z)))&~t)|(((y&~z)^(x|(y^z)))&t)) + 930087936489557227*(((y^(x|(y|z)))&~t)|((z^~(x|(~y&z)))&t)) + 5115483650692564733*(((~x|(y&z))&~t)|((z^~(x|(~y&z)))&t)) + 13641289735180172632*(((y^(~x|(~y&z)))&~t)|(((x&y)^(x^(y&z)))&t)), x + y
15651782850420225609*(((y^~(x&z))&~t)|((y&~z)&t)) + 8943875914525843203*(((~(x|~y)|~(x^(y^z)))&~t)|((y^(~x|(y|z)))&t)) + 16210775095078090819*(((~x|(y&z))&~t)|((y^(x|(~y|z)))&t)) + 10061860403841573612*((~(y&z)&~t)|(((x&~y)|(y^z))&t)) + 13415813871788764808*(((z^(x&(y|z)))&~t)|((y^~(~x&(y|z)))&t)) + 12297829382473034409*((~(x|z)&~t)|((y^(x|(y^z)))&t)) + 1676976733973595598*(((~(x^y)|~(x^z))&~t)|((y^(x|(~y&z)))&t)) + 2235968978631460807*((y&~t)|((~(x|~y)|(y^z))&t)) + 1676976733973595600*((~(x&(~y|z))&~t)|((y&~(x^z))&t)) + 9502868159183708410*(((z^~(~x&(~y&z)))&~t)|((y^~(x|(~y&z)))&t)) + 9502868159183708404*((((x|y)&(x^(y^z)))&~t)|(~(x^y)&t)) + 8943875914525843209*((((x&~y)|~(x^(y^z)))&~t)|((z^~(x|(~y&z)))&t)) + 1676976733973595605*(((x|~y)&~t)|((~(x&~y)&~(y^z))&t)) + 1676976733973595603*((~(x^z)&~t)|(((x&y)|~(y^z))&t)) + 15651782850420225614*(((~(x|y)|~(x^(y^z)))&~t)|((~x|(y&z))&t)) + 6707906935894382405*(((z|~(x|y))&~t)|(~(x&~y)&t)), x + y
15287356967162611837*(((z^~(x|y))&~t)|((z^(x|(~y|z)))&t)) + 4586207090148783550*((~(x&~z)&~t)|(~z&t)) + 3872797098347861666*(((x^(~y&z))&~t)|((y^~(~x&(~y&z)))&t)) + 18039081221251881966*(((~z|~(x^y))&~t)|((z^~(x&~y))&t)) + 5809195647521792496*(((z^~(~x&(~y|z)))&~t)|((y^(x|z))&t)) + 6624521352437131796*(((y&(x|~z))&~t)|((x^z)&t)) + 12127969860615672056*((((x|y)&(y^z))&~t)|(~(x^(y^z))&t)) + 15491188393391446663*(((y^(x|z))&~t)|((~z|(x^y))&t)) + 9885824172098488988*((((x&y)^(y|~z))&~t)|(~(x^(~y|z))&t)) + 101915713114417409*(((x&~x)&~t)|((y^~(x&(y&z)))&t)) + 17427586942565377496*(((y&~(x&z))&~t)|((z^~(x|(~y&z)))&t)) + 4586207090148783553*(((x&y)&~t)|((x|(~y&z))&t)) + 2242145688517183070*((~(x&(y^z))&~t)|((x|(~y&z))&t)) + 2547892827860435306*(((x&(~y&z))&~t)|((y^(x&(y^z)))&t)) + 5299617081949705437*(((z|~(x^y))&~t)|(~(y&~z)&t)) + 13249042704874263591*(((y&z)&~t)|((z|(x&y))&t)), x + y
17887751829051686415*(((~z|~(x^y))&~t)|(~(x|z)&t)) + 2794961223289326003*(((y|(x&z))&~t)|((z^(~x|(~y|z)))&t)) + 17328759584393821215*(((z|(x&~y))&~t)|(((x&z)^~(x^(y&z)))&t)) + 8384883669867978008*(((~(x&y)&(x^(y^z)))&~t)|(((x&~y)|(y^z))&t)) + 14533798361104495214*(((~z&~(x^y))&~t)|((y^~(~x|(y^z)))&t)) + 9502868159183708408*(((z^(x&(~y|z)))&~t)|((~x&(y|z))&t)) + 10620852648499438808*(((~x&(~y|z))&~t)|((x^(y|z))&t)) + 3353953467947191204*(((y^~(x&z))&~t)|((z^(x&(y|z)))&t)) + 15092790605762360412*((~(y|z)&~t)|((z^~(~x&(y|z)))&t)) + 10061860403841573608*((~(y&z)&~t)|((z^(x&y))&t)) + 4471937957262921604*(((y^(x&~z))&~t)|((z&(x|~y))&t)) + 3353953467947191203*((((x|~y)&~(y^z))&~t)|(~(~x&(y&z))&t)) + 11179844893157304010*(((y^~(~x&(y&z)))&~t)|(((x&y)|~(y^z))&t)) + 6148914691236517206*((~(~x&(y^z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 7825891425210112807*(((y^(x&(y|z)))&~t)|((x|y)&t)) + 3912945712605056404*(((z^~(~x&(~y|z)))&~t)|(z&t)), x + y
14347467612885206814*(((z^~(x|~y))&~t)|((x&~x)&t)) + 683212743470724133*(((z^(~x|(~y&z)))&~t)|((z^(~x|(y|z)))&t)) + 16397105843297379215*((~(x^(~y&z))&~t)|(~z&t)) + 4099276460824344802*(((z^~(x&(y&z)))&~t)|((x&(~y&z))&t)) + 4782489204295068935*(((z^(x&y))&~t)|((~y&~(x^z))&t)) + 15713893099826655081*(((z^(x&~y))&~t)|(~(~x|(y&z))&t)) + 17080318586768103350*((((x&y)|(x^(y^z)))&~t)|(~(x|~y)&t)) - 4*((((x&y)^~(x^(y&z)))&~t)|((y^~(~x|(y^z)))&t)) + 17080318586768103346*((((x|y)&(x^(y^z)))&~t)|(~(x^(~y&z))&t)) + 6148914691236517208*(((~(x^y)|~(x^z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 13664254869414482675*(((y^~(~x&(~y|z)))&~t)|((z&~(x^y))&t)) + 15713893099826655080*(((x^z)&~t)|((y^~(x&z))&t)) + 10931403895531586146*(((z^(x|~y))&~t)|((y^~(x&(y&z)))&t)) + 2049638230412172401*((((x&y)|~(x^(y^z)))&~t)|((~(x&~y)&~(y^z))&t)) + 16397105843297379217*(((y^(x&(~y|z)))&~t)|(y&t)) + 15030680356355930947*(((y^~(x|z))&~t)|((z|(x&~y))&t)), x + y
1274502317819932656*((((x&y)^(y|z))&~t)|((y^(~x|(y&z)))&t)) + 939106971025213537*((~(x|(y^z))&~t)|((x&~y)&t)) + 12812102247558270396*(((x&(~y&z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 5970037172946000341*(((x&~z)&~t)|(~y&t)) + 10799730166789955674*((~(~x&(y|z))&~t)|(((x&~y)|(y^z))&t)) + 15696502229992854829*(((~y&(x^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 3353953467947191203*((((x&y)|~(y^z))&~t)|((z^~(~x&(y|z)))&t)) + 13751209218583483933*(((~x&(y|z))&~t)|(~(~x|(~y&z))&t)) + 5299246479356562100*(((~y|~(x^z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 9525227848970023016*(((~(x&~y)&~(x^(y^z)))&~t)|((~(x&~y)&~(y^z))&t)) + 268316277435775297*((~(~x&(~y|z))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 6976223213330157703*(((y|(x^z))&~t)|((y|~(x|~z))&t)) + 16300213854223349246*((~(y^z)&~t)|((y^(x&(y^z)))&t)) + 12543785970122495099*(((y^(x&(y|z)))&~t)|((z|~(x|y))&t)) + 12342548762045663627*((~(y&~z)&~t)|((z|~(x^y))&t)) + 15226948744480248061*((((x&y)^(y|~z))&~t)|((x|z)&t)), x + y
14213065105972933214*(((y^(x&(y|z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 302405640552615597*((((y&~z)|~(x|(~y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 1512028202763078003*(((~x|(~y&z))&~t)|((x^(~y|z))&t)) + 15120282027630780014*((x&~t)|((z^~(~x&(y|z)))&t)) + 302405640552615599*(((~(x&y)&~(x^(y^z)))&~t)|(~(x&z)&t)) + 12398631262657239609*((~(x|y)&~t)|((~(x&y)&~(x^(y^z)))&t)) + 15422687668183395614*(((~x|(y&z))&~t)|(((x|y)&(x^(y^z)))&t)) + 14817876387078164411*(((~(x^y)|~(x^z))&~t)|(~(x^y)&t)) + 5140895889394465206*(((y^~(~x&(y&z)))&~t)|(~(x^z)&t)) + 9979386138236314811*(((y^~(x&(y|z)))&~t)|((x|~z)&t)) + 10584197419341546008*(((z^(~x|(~y|z)))&~t)|(((x&y)|~(y|~z))&t)) + 10281791778788930408*(((~(x&y)&(x^(y^z)))&~t)|(((x&y)|(y^z))&t)) + 15120282027630780012*((~(x|(y|z))&~t)|((y&z)&t)) + 4233678967736618402*((((x&z)^(x^(~y&z)))&~t)|((y&~(x&~z))&t)) + 14213065105972933211*((~(x|z)&~t)|((z|~(x|~y))&t)) + 10886603059894161615*(((z^(~x|(y|z)))&~t)|((z|(x&y))&t)), x + y
