# 49374 + 3735936685*(x^y)
18446744066237678246*~(x|z) + 18446744069973614931*(z^~(~x&(~y&z))) + 14943697366*~(x|~y) + 18446744069973614931*~(x^(y^z)) + 18446744069973614931*~(~x|(y^z)) + 18446744069973614931*((x|~y)&(x^(y^z))) + 14943697366*(x|~y) + 18446744066237678246*(z|(x&y)), 49374 + 3735936685*(x^y)
12297829383718330181*(z^~(x&~y)) + 6148914689991221435*~(x^z) + 18446744069973614931*(z^~(x&(y|z))) + 12297829383718330181*((x&y)|~(y|~z)) + 18446744069973614931*(y^~(x|(y&z))) + 12297829383718330181*~(x&(~y&z)) + 12297829387454266866*((x^y)|~(x^z)) + 12297829383718330181*(~x|(~y|z)), 49374 + 3735936685*(x^y)
14162824143432740744*(~(x^y)&(x^z)) + 14162824150904614114*((x^y)&(x^z)) + 4283919934012796931*(x^z) + 18446744069973565557*((x&z)^(y|z)) + 3735986059*(y^~(x|(y^z))) + 18446744073709502242*~(~x&(y&z)) + 18446744066237628872*((x&y)|~(y^z)) + 3735936685*(y|~(x^z)), 49374 + 3735936685*(x^y)
18446744073709502242*(z^(~x|(y|z))) + 49374*(z^(x|~y)) + 7471823996*(y^~(~x&(~y|z))) + 3735936685*(y&~(x^z)) + 18446744073709502242*(~(x^y)|(x^z)) + 18446744069973614931*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
1699267435638831638*(y^~(~x&(~y&z))) + 16747476641806656663*(y^z) + 12015119664471594174*((x^y)&(x^z)) + 1699267431902845579*((x&z)^(y|z)) + 18446744069973565557*(x&(~y|z)) + 15413654532013370139*(z^(~x&(y|z))) + 16747476638070670604*~(x^z) + 4732356981070999174*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
18446744069973516183*(~x&(~y&z)) + 49374*(~x&(y^z)) + 98748*~(y|~z) + 3735887311*(y^(x|(~y&z))) + 18446744073709502242*(z^(~x&(~y|z))) + 49374*((x|y)&~(y^z)) + 18446744073709502242*(x|(y|z)), 49374 + 3735936685*(x^y)
18446744062501741561*(y^~(x&(y^z))) + 18679634051*((x&z)^~(y&~z)) + 11207760681*((x&z)|(y&~z)) + 3735936685*(x|~y) + 18446744069973614931*(~(x&~y)&~(y^z)) + 18446744066237678246*(~x|(~y|z)) + 18446744069973614931*(z|(x&y)), 49374 + 3735936685*(x^y)
18446744069973614931*(x^(y|z)) + 18446744066237727620*((x|~y)&~(y^z)) + 3735887311*(y^~(x|(~y&z))) + 18446744055029966939*((x&y)|~(y|~z)) + 11207760681*(x|(~y&z)) + 3735887311*(x|~y) + 7471823996*(z|~(x|~y)), 49374 + 3735936685*(x^y)
49374*((x^y)&(x^z)) + 3735887311*(z^(x|(~y&z))) + 49374*((x&~y)|~(x^(y^z))) + 18446744073709502242*(~y|(x^z)) + 18446744069973614931*((x&y)|~(y^z)) + 3735887311*((x^y)|~(x^z)), 49374 + 3735936685*(x^y)
18679535303*~(~x|(y|z)) + 18446744062501840309*(z^(~x|(~y|z))) + 18446744058765952998*(z^(x|(~y|z))) + 7471774622*(z^~(~x&(~y&z))) + 7471823996*(z^~(~x&(y&z))) + 3735887311*(y^(x|~z)) + 7471774622*(y^~(x|(~y&z))) + 18446744066237727620*(z^~(~x|(y&z))), 49374 + 3735936685*(x^y)
3613429911586115160*((x|~y)&(y^z)) + 3613429911586164534*((x&z)^(y|z)) + 7226859826908216379*(x^y) + 11219884250537271922*(y^(x&z)) + 14833314162123387082*~(x&(y&z)) + 3613429911586115160*(y|~(x|z)) + 14833314162123387082*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*(x^y)
18446744066237678246*(y^(~x|(y&z))) + 3735936685*(x&(y^z)) + 7471873370*~x + 18446744066237727620*~(x^(~y&z)) + 3735887311*(~z|(x^y)) + 18446744069973614931*((y&z)|(~x&(y|z))) + 3735887311*~(x&~z), 49374 + 3735936685*(x^y)
14943647992*~(y|z) + 33623232669*((x|~y)&(y^z)) + 18446744047558142943*(~x&(~y|z)) + 18446744043822206258*((y&~z)^(x|(y^z))) + 59774690716*(~(x&~y)&~(y^z)) + 18446744021406684896*(y^~(x|z)) + 3735887311*(~x|(y&z)) + 18679584677*(z^~(~x|(y&z))), 49374 + 3735936685*(x^y)
18446744073709535158*(y^~(~x&(~y&z))) + 3735953143*((x&y)^(y|~z)) + 18446744073709518700*((y&~z)|~(x|(~y&z))) + 18446744069973598473*(y^~(x&(y|z))) + 3735936685*(x|(~y&z)) + 18446744073709518700*(z|(x^y)), 49374 + 3735936685*(x^y)
16433298107621236595*(z^(x|y)) + 1006722984912125853*(y^~(~x&(y^z))) + 1006722984912125853*~(x&z) + 4026891939648454038*(z&(x^y)) + 16433298103885299910*(~(x|y)|~(x^(y^z))) + 3020168951000391500*(~z|~(x^y)) + 15426575122709110742*((x^y)|~(x^z)), 49374 + 3735936685*(x^y)
14943549244*(~z&(x^y)) + 3735837937*~(x^y) + 18446744069973664305*~(x^(y|z)) + 18446744069973664305*(x|(~y&z)) + 18446744066237776994*((x&z)^(x^(y&z))) + 22415323866*((y&z)|(x&(y|z))) + 18446744062501889683*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744069973614931*(z^~(~x&(~y&z))) + 18446744073709502242*((x|~y)&~(x^(y^z))) + 3735936685*(y^(x|~z)) + 18446744066237678246*(x&z) + 3735936685*~(~x&(~y|z)) + 3735936685*(z^~(x|~y)) + 18446744073709502242*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*(x^y)
3735936685*(x^(y|z)) + 3735936685*(z&(x^y)) + 3735936685*(x|~z) + 3735986059, 49374 + 3735936685*(x^y)
3735936685*((y&~z)|~(x|(~y&z))) + 16714711899153762759*~x + 1732032174555739483*~(x&(y|z)) + 16714711895417826074*((x&z)^(y|z)) + 18446744069973614931*(~(x^y)&~(x^z)) + 16714711899153713385*(x&(~y|z)) + 3735986059*(z|(x^y)) + 1732032174555739483*(y|z), 49374 + 3735936685*(x^y)
3735887311*~(~x|(y|z)) + 3735986059*(x&(~y|z)) + 18446744073709502242*~(x^(y|z)) + 18446744066237678246*((y&~z)^(x|(y^z))) + 18446744069973614931*(y^(x&~z)) + 7471823996*(z|(x^y)), 49374 + 3735936685*(x^y)
18446744069973664305*(z^~(~x&(~y&z))) + 7471774622*(~(x&y)&~(y^z)) + 7471823996*(z^(x&y)) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 18446744073709502242*(y^(~x&(y|z))) + 7471774622*~(~x&(~y|z)) + 18446744066237776994*(x|(y&z)), 49374 + 3735936685*(x^y)
11207661933*(~x&(~y&z)) + 7471873370*(~y&(x^z)) + 3735936685*(y&(x^z)) + 18446744069973614931*((x&~y)|~(x^(y^z))) + 3735887311*(z^~(x&(y&z))) + 18446744066237727620*(x|(~y&z)) + 18446744062501790935*(z^~(~x|(y&z))) + 14943647992*(x|(y&z)), 49374 + 3735936685*(x^y)
14152069592517381898*(~x&(y^z)) + 18446744069973614931*((x&y)^~(x^(~y|z))) + 14152069596253318583*(y^(x&(~y|z))) + 14152069592517381898*((x&z)|~(y|z)) + 14152069588781445213*(y^~(x|(y&z))) + 9857395107589324869, 49374 + 3735936685*(x^y)
18446744073709502242*(z^(x|(y&z))) + 3735936685*(y^~(~x&(y|z))) + 3735936685*((x&y)^(x^(y&z))) + 18446744069973614931*((x&~y)|~(y^z)) + 18446744073709502242*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
3735986059*(x&(~y&z)) + 18446744069973565557*((y&z)^~(~x&(y^z))) + 7471873370*(y^(x&(y|z))) + 3735936685*(~y|~(x^z)) + 3735936685*(z^~(~x|(y&z))) + 18446744066237628872*(z|~(x|~y)), 49374 + 3735936685*(x^y)
18446744069973664305*~(x|~z) + 18446744069973614931*(x^(~y|z)) + 14943647992*(y^(x&(y|z))) + 3735887311*(~y|~(x^z)) + 18679535303*(y&~(x&~z)) + 18446744066237727620*(y|~(x|~z)) + 18446744047558192317*(y^(x&(y^z))) + 11207711307*(z|(x&y)), 49374 + 3735936685*(x^y)
5101367127395731517*(y^~(~x&(~y|z))) + 4081093696686303479*(z&~(x^y)) + 1020273426973540727*(~(x|y)|(x^(y^z))) + 1020273423237554668*(~z|~(x^y)) + 2040546850211095395*(z^~(x|(~y&z))) + 15385923800260852179*((x&~y)|(x^(y^z))) + 17426470650471947574*(y|~(x|~z)) + 14365650373287311452*~(y&~z), 49374 + 3735936685*(x^y)
3689348817730669546*(z^(x|y)) + 11068046441984149209*(~(x|y)|(y^z)) + 14757395259714818755*(~(x&~y)&~(x^(y^z))) + 1189919222713822075*(y^(x&(y|z))) + 13567476040736933365*(y^(x|(~y&z))) + 11068046445720085894*((x&z)|~(y|z)) + 17256824854731666226*y + 8568616846967301738*(y|(x^z)), 49374 + 3735936685*(x^y)
14757395256726118781*(~(x&y)&~(x^(y^z))) + 14757395264197942777*(y^~(~x&(y|z))) + 3689348813247496150*((x&y)^(y|z)) + 11068046443478523883*(~y|(x^z)) + 7378697626495041674*((x|~y)&~(y^z)) + 7378697630230978359*((x&y)|~(x^(y^z))) + 3689348816983482209*(z|(x&~y)), 49374 + 3735936685*(x^y)
18446744069973565557*((y&z)^~(x&(y^z))) + 22415718858*(z^(x|y)) + 18446744062501692187*(z^~(~x&(y&z))) + 18446744066237678246*(x^(y|z)) + 7471823996*(z^~(~x|(~y&z))) + 3735887311*(y&~(x^z)) + 18446744055029818817*(x|(~y&z)) + 14943796114*((x&~y)|~(y^z)), 49374 + 3735936685*(x^y)
18446744062501790935*(y^~(~x&(~y&z))) + 7471823996*~(x&(y|z)) + 18446744062501790935*(x^(y^z)) + 14943697366*~(x^(~y|z)) + 18446744073709502242*((x&z)|(y&~z)) + 18446744066237727620*(y&~(x&~z)) + 3735887311*(~(x|y)|~(y^z)), 49374 + 3735936685*(x^y)
3735936685*(y^(x&z)) + 12297829383718330181*((x^y)|(x^z)) + 6148914693727158120*(y^~(x&(~y|z))) + 12297829379982393496*(y^(~x&(~y|z))) + 12297829383718330181*((x&z)|~(y|z)) + 12297829383718330181*~(x&(y^z)) + 12297829379982393496*(z|~(x^y)), 49374 + 3735936685*(x^y)
18446744073709502242*((y&z)^~(x&(y^z))) + 18446744069973417435*(y^~(~x&(~y|z))) + 3736084807*(y^(x|~z)) + 18446744073709502242*(~(x|~y)|~(x^(y^z))) + 18446744069973516183*(~(x^y)&~(x^z)) + 3735986059*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
3735986059*((x&y)^~(x^(~y|z))) + 8662079865776089792*(y^(x|(~y|z))) + 18446744069973516183*(y^~(~x&(~y|z))) + 9784664207933412450*~(x&y) + 18446744069973516183*(y&(x|~z)) + 9784664204197475765*~(x^z) + 8662079869512075851*(z^~(x|(y&z))) + 3735986059*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
18446744073709502242*(~y|(x^z)) + 18446744069973614931*(~(x^y)&~(x^z)) + 18446744073709502242*(y&~(x^z)) + 3735936685*((x^y)|~(x^z)), 49374 + 3735936685*(x^y)
11137860017050450277*~(x|(~y|z)) + 3735887311*(y^(x|(~y|z))) + 18446744073709502242*(y^(~x&(y|z))) + 5568930002921369485*(y^(~x|(y^z))) + 12877814067052294820*(z^~(x|~y)) + 3735887311*(z^~(x|y)) + 5568930010393193481*((y&z)|(x&(y|z))) + 12877814063316358135*(y|~(x^z)), 49374 + 3735936685*(x^y)
18446744073709502242*(x&(y^z)) + 18446744069973614931*(y^~(x|(~y&z))) + 18446744069973664305*(z&~(x&~y)) + 18446744073709502242*((x&y)^(x^(~y|z))) + 3735887311*(y|~(x|~z)) + 3735887311*((x&~y)|~(y^z)) + 49374*((x&y)|~(x^(y^z))), 49374 + 3735936685*(x^y)
3735936685*~(x|z) + 18446744073709502242*(~x&(y^z)) + 3735936685*(y^(x|~z)) + 18446744066237678246*((x&~y)|~(x^(y^z))) + 18446744066237678246*((x|~y)&(x^(y^z))) + 18446744066237678246*(~(x&~y)&~(y^z)) + 7471873370*(z^(x&~y)) + 7471823996*~(~x&(y^z)), 49374 + 3735936685*(x^y)
18446744069973664305*~(x|y) + 11207760681*(~x&(y&z)) + 3735936685*(y^~(x&z)) + 18446744073709502242*~(x^(y&z)) + 3735936685*(z^(~x&(y|z))) + 18446744066237727620*(y&z) + 18446744073709502242*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744066237727620*(~(x&~y)&(y^z)) + 7471774622*((x|y)&(y^z)) + 49374*(~(x&y)&(y^z)) + 3735887311*(y^~(x&~z)) + 18446744069973614931*(y^(~x|(y^z))) + 7471774622*(~(x|~y)|(x^(y^z))) + 18446744069973664305*(x|y), 49374 + 3735936685*(x^y)
7471823996*(z^(~x|(y&z))) + 18446744062501692187*(~x&(y&z)) + 11207810055*~(x|~y) + 3735936685*(~x&(~y|z)) + 3735936685*((x|~y)&~(y^z)) + 18446744073709502242*(x^(~y&z)) + 11207810055*(z&(x|~y)) + 18446744058765804876*(z^~(x|(~y&z))), 49374 + 3735936685*(x^y)
3735887311*(x^(y|z)) + 18446744069973664305*(z^~(x&y)) + 18446744069973565557*((x&y)|~(y|z)) + 18446744069973565557*~(x^z) + 11207810055*(z^~(x&(y|z))) + 3735936685*(y&(x|z)) + 18446744069973614931*(z|(x^y)), 49374 + 3735936685*(x^y)
18446744069973614931*(~y&~(x^z)) + 7471823996*(y^(x|~z)) + 3735887311*(y^~(x|~z)) + 18446744069973614931*(~(x^y)|(x^z)), 49374 + 3735936685*(x^y)
3735936685*(~y&(x^z)) + 18446744069973614931*(z^(x|(y&z))) + 3735936685*(y^(x&(~y|z))) + 18446744073709502242*((y&~z)^(~x|(y^z))) + 18446744073709502242*((y&~z)|~(~x|(~y&z))), 49374 + 3735936685*(x^y)
3735887311*(z^(x&(~y|z))) + 18446744069973614931*(y^~(x|~z)) + 18446744069973614931*~(x^(y|z)) + 7471823996*((x&z)|(y&~z)) + 18446744069973664305*(y|(x^z)) + 3735887311*~(x&(~y&z)), 49374 + 3735936685*(x^y)
12650257542876404885*(x&~y) + 2898243263548629710*~(~x|(y&z)) + 7774250405080460953*(x^z) + 2898243267284517021*((x|y)&~(x^(y^z))) + 10672493664893153978*~(x^y) + 3735887311*~(~x&(y&z)) + 13570736935913607684*~(y^z) + 12650257542876404885*(y^~(x|z)), 49374 + 3735936685*(x^y)
1035328537146947870*~(x|(y|z)) + 17411415536562603746*~(x|(y&z)) + 11607610352727186500*(y^~(x&~z)) + 1035328540882835181*(~(x|y)|(y^z)) + 5803805180099529935*(~(x|~y)|~(x^(y^z))) + 12642938897345958366*(y^(x|(y^z))) + 12642938893610021681*~(x&~y) + 5803805180099480561*~(~x&(y^z)), 49374 + 3735936685*(x^y)
3735953143*(y^(x|(y&z))) + 18446744073709518700*(y^(x|z)) + 18446744073709535158*~(x^(y^z)) + 18446744069973598473*(z^(~x|(~y&z))) + 3735920227*((x&z)^~(x^(~y&z))) + 16458*z + 18446744073709518700*(x|z), 49374 + 3735936685*(x^y)
18446744069973614931*~(y|z) + 22415669484*~z + 18446744058765755502*(~y&(x^z)) + 18446744051293882132*(~(x&~y)&~(x^(y^z))) + 33623528913*~(x|~z) + 18446744066237628872*(~x|(~y&z)) + 18446744062501692187*(y|(x^z)) + 11207810055*~(~x&(y^z)), 49374 + 3735936685*(x^y)
4504729108434985497*(~x&(~y&z)) + 3735936685*((x|~y)&(y^z)) + 4504729112170823434*~(x&(y|z)) + 13942014961538678808*(z^~(~x&(y|z))) + 13942014961538678808*(y^~(x&(~y|z))) + 4504729108434886749*((x&y)|~(y|~z)) + 4504729112170872808*~(y^z) + 13942014965274615493*(z|(x^y)), 49374 + 3735936685*(x^y)
18446744073709502242*(y^(x|(~y|z))) + 18446744073709502242*(y^~(~x|(~y&z))) + 3735936685*(x^y) + 49374*(y^(x|(~y&z))) + 18446744073709502242*(z|(x&y)), 49374 + 3735936685*(x^y)
6148914693727125204*(~z&(x^y)) + 6148914689991188519*(y&~z) + 12297829379982426412*(y^~(x&(y^z))) + 6148914693727125204*(z^(~x|(y&z))) + 3735887311*(x^z) + 6148914689991188519*(y^~(x&(~y|z))) + 12297829383718313723*(z^(~x&(~y|z))), 49374 + 3735936685*(x^y)
3838718877598001002*~z + 3838718888805761683*(y^~(~x|(y^z))) + 18446744069973614931*~(x^(y^z)) + 7677437755196002004*(z&~(x^y)) + 7471823996*((x|~y)&(x^(y^z))) + 14608025184903789933*((x&y)|(x^(y^z))) + 7471823996*(~(x^y)|~(x^z)) + 14608025192375613929*~(x&(~y&z)), 49374 + 3735936685*(x^y)
11207661933*~(x|y) + 18446744069973664305*(y^(x|(y^z))) + 18446744062501840309*(y^~(x&(y&z))) + 3735887311*((x&y)|(y^z)) + 18446744066237776994*(y&z) + 18679485929*((x|y)&~(y^z)) + 18446744055030016313*(y&(x|z)) + 14943598618*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
18446744069973664305*(y&~z) + 7471823996*(~(x&~y)&(y^z)) + 18446744069973614931*((x|~y)&(y^z)) + 7471823996*((x&z)^(x^(~y&z))) + 7471823996*(z^~(x&y)) + 18446744062501790935*(~z|~(x^y)) + 3735887311*(y|~(x|z)), 49374 + 3735936685*(x^y)
7471873370*((y&z)^~(x&(y^z))) + 18446744073709502242*(y^(~x|(~y|z))) + 3735936685*(x^z) + 3735887311*(y&~(x&~z)) + 3735936685*((x&y)|~(y^z)) + 18446744062501741561*~(x&(~y&z)) + 3735936685*(y|(x&z)), 49374 + 3735936685*(x^y)
3735936685*(z^(x|(y&z))) + 18446744062501692187*(z^(~x|(y&z))) + 22415669484*(~(x&~y)&~(x^(y^z))) + 18446744055029818817*(x^(~y|z)) + 7471873370*(y^(x&(y|z))) + 7471873370*(y^~(x&(y&z))) + 18446744058765755502*((x&z)^(x^(y&z))) + 7471873370*(y|(x^z)), 49374 + 3735936685*(x^y)
3735969601*(~y&(x^z)) + 18446744069973614931*(~(x&y)&(y^z)) + 18446744069973647847*(~x&(y&z)) + 18446744073709518700*((x&z)^~(y&~z)) + 7471856912*(y^(x&(y|z))) + 18446744073709535158*(z^(x&y)) + 18446744073709518700*((x&y)|(x^(y^z))) + 18446744073709535158*((x&~y)|~(y^z)), 49374 + 3735936685*(x^y)
14076342047180849012*~(~x|(y|z)) + 3735936685*(y^~(~x|(y^z))) + 4370402026528702604*((x&~y)|~(x^(y^z))) + 4370402026528702604*(x^(y^z)) + 4370402026528751978*(x&(~y|z)) + 14076342047180799638*x + 18446744069973614931*~(x&(~y&z)) + 14076342050916736323*(~x|(~y|z)), 49374 + 3735936685*(x^y)
2103150386197437454*(z^(x|(y|z))) + 16343593694983938158*(~y&(x^z)) + 16343593683776177477*(~(x&~y)&(y^z)) + 18446744069973614931*(z^(x|(~y&z))) + 14240443305050564019*(~(x^y)&~(x^z)) + 4206300761187114227*(y^~(x&(~y|z))) + 3735936685*~(x&~y) + 3735887311*(~x|(y|z)), 49374 + 3735936685*(x^y)
3735837937*((x&y)^~(x^(~y|z))) + 3735887311*((x&y)^(y|~z)) + 18446744069973763053*(~(x|~y)|~(x^(y^z))) + 3735986059*(z&~(x&y)) + 18446744069973614931*((y&~z)^(~x|(y^z))) + 18446744069973713679*((x&y)|(x^(y^z))) + 49374*~(x^z) + 3735739189*(~x|(y|z)), 49374 + 3735936685*(x^y)
18446744066237678246*(~(x^y)&(x^z)) + 3735936685*(z^~(~x&(~y|z))) + 18446744069973614931*(y&~(x&~z)) + 3735936685*(y|z) + 49374, 49374 + 3735936685*(x^y)
3735936685*(x^y) + 18446744073709502242*(y^~(~x&(y&z))) + 18446744073709502242*(y&(x|~z)), 49374 + 3735936685*(x^y)
3735837937*(y^(~x|(y&z))) + 13586291650733304022*((x&y)^~(x^(~y|z))) + 18446744066237826368*(z^(x&(y|z))) + 18446744069973664305*((x&~y)|~(x^(y^z))) + 4860452430448022216*(z^~(~x|(~y&z))) + 4860452415504472972*(y^(~x&(y|z))) + 4860452426712134905*y + 8725839231492894365*(y^(~x&(y^z))), 49374 + 3735936685*(x^y)
3735788563*~(x|(~y|z)) + 3735837937*(x&~y) + 49374*~(y|~z) + 18446744073709502242*((x|y)&~(x^(y^z))) + 18446744069973516183*(z&~(x^y)) + 18446744073709502242*((x&z)|~(y|z)) + 98748*~(x^(~y|z)) + 3735936685*(z&~(x&~y)), 49374 + 3735936685*(x^y)
3735936685*(x^y) + 18446744073709502242*(~(x|~y)|~(x^(y^z))) + 18446744073709502242*((x|~y)&(x^(y^z))), 49374 + 3735936685*(x^y)
3735986059*(x&~z) + 776569288196881128*~(y|~z) + 17670174785512621114*((x|~y)&(y^z)) + 17670174792984543858*(z^(x&(~y|z))) + 3735986059*(z^(x&y)) + 17670174792984593232*(z^(~x&(~y|z))) + 3735887311*~(~x&(~y&z)) + 776569276989021699*(x|(~y|z)), 49374 + 3735936685*(x^y)
4405015701274812512*~(x|(y|z)) + 7471823996*(z^(x|y)) + 11207760681*(y^(~x|(y^z))) + 18446744058765854250*((x&y)|~(y|~z)) + 4405015719954446563*y + 14041728361226929049*(y|~(x|z)) + 18446744062501790935*(~(x|~y)|(x^(y^z))) + 7471823996*(z|(x&~y)), 49374 + 3735936685*(x^y)
8098731061171639396*((x&y)^~(x^(~y|z))) + 3600167150967368500*(~x&(y&z)) + 12597294971375959666*(z&(x^y)) + 16197462118607391481*(y^(~x|(y^z))) + 10348013016273799531*~(x&(y^z)) + 10348013012537862846*(y^~(x|(y&z))), 49374 + 3735936685*(x^y)
3736183555*~(~x|(y&z)) + 18446744073709452868*((x&y)^~(x^(~y|z))) + 18446744069973466809*(y^(x|(y|z))) + 18446744073709452868*(x^(y&z)) + 3736035433*((x&y)^(y|z)) + 3735986059*((x^y)|~(x^z)) + 18446744069973516183*(y|~(x^z)), 49374 + 3735936685*(x^y)
18446744069973565557*~(~x|(~y|z)) + 18446744073709502242*(~x&(~y&z)) + 3735887311*~(x|(y^z)) + 18446744069973614931*(x&(y&z)) + 18446744069973614931*~(x^z) + 3735887311*~(x^(~y|z)) + 3735936685*((x&z)|(y&~z)), 49374 + 3735936685*(x^y)
7471823996*(~x&(y^z)) + 18446744069973614931*(~(x&~y)&(y^z)) + 7471823996*((x^y)&(x^z)) + 11207711307*~(x^(y^z)) + 14943598618*(x&(y&z)) + 18446744066237727620*(~(x&~y)&~(y^z)) + 18446744069973664305*((y&z)|(x&(y|z))) + 18446744069973614931*(x|(~y|z)), 49374 + 3735936685*(x^y)
3735936685*(~x&(y&z)) + 18446744073709502242*(~(x&y)&~(y^z)) + 18446744069973582015*~(x^(y&z)) + 3735953143*(~(x|y)|(x^(y^z))) + 18446744073709518700*((x&y)|~(y|~z)) + 18446744069973631389*((x&z)^(x^(y&z))) + 16458*(z^~(x|y)) + 3735903769*(x|y), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x|(y&z))) + 6148914689991204977*((x&y)^~(x^(y&z))) + 3735887311*(y^(x|(y&z))) + 12297829383718346639*((x&z)^(x^(~y&z))) + 6148914693727141662*(z^~(~x&(~y|z))) + 6148914689991204977*(y^~(x&(~y|z))) + 6148914693727092288*(y^~(x|(y&z))) + 6148914689991204977*(y|(x&z)), 49374 + 3735936685*(x^y)
6148914693727174578*(y^(~x|(~y|z))) + 6148914689991188519*(y^z) + 12297829383718313723*(y^~(~x&(y|z))) + 6148914689991139145*((x|y)&~(x^(y^z))) + 12297829379982377038*(y^~(x|(~y&z))) + 18446744073709502242*(x^(y^z)) + 6148914689991188519*(y^(~x|(~y&z))) + 3735986059*(y|(x&z)), 49374 + 3735936685*(x^y)
6148914693727158120*(z^(~x|(y&z))) + 12297829379982393496*(~(x&y)&~(x^(y^z))) + 3735936685*(~z|(x^y)) + 12297829383718330181*~(x&y) + 6148914689991172061*((x&z)|(y&~z)) + 6148914693727158120*y + 3735936685*(z^(x&~y)) + 6148914686255235376*~(x&(~y&z)), 49374 + 3735936685*(x^y)
18446744069973664305*(z^(~x|(y|z))) + 3735887311*~z + 3735936685*(~y|(x^z)) + 3735936685*(z^~(x&(y|z))) + 3735936685*((x&y)|~(y|~z)) + 18446744066237678246*(x|~y) + 18446744073709502242*(~x|(y|z)), 49374 + 3735936685*(x^y)
7555315381108143477*(y^~(~x&(~y&z))) + 18446744073709502242*~(y|~z) + 3735936685*(x^y) + 7555315381108143477*((x|y)&~(x^(y^z))) + 7555315381108143477*((y&~z)|~(~x|(~y&z))) + 4219202069614878815*((x&z)^~(x^(~y&z))) + 3336113311493215288*(y|~z) + 3336113311493264662*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
18446744062501790935*~(x|(y|z)) + 3735936685*(~x&(y^z)) + 3735887311*(~x&(~y|z)) + 18446744069973614931*(y^(x&z)) + 18446744066237678246*(z&~(x^y)) + 3735887311*(x|~z) + 3735936685*(z^~(x|y)), 49374 + 3735936685*(x^y)
3735887311*((y&z)^~(x&(y^z))) + 18446744073709502242*(~(x^y)&(x^z)) + 3735887311*~(y|~z) + 18446744069973614931*(y^~(x&(~y|z))) + 7471725248*(y&z) + 18446744069973713679*(z&~(x&~y)), 49374 + 3735936685*(x^y)
7471823996*~(x|(~y|z)) + 7471873370*(y^(x|(y&z))) + 3735936685*(z^~(x&y)) + 18446744066237678246*(z^~(x|~y)) + 7471873370*((y&z)|(x&(y|z))) + 18446744062501741561*~(~x&(~y&z)) + 3735936685*~(x&~z) + 3735887311*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744073709502242*~(x|(~y&z)) + 49374*(y&(x^z)) + 18446744073709502242*(y^~(~x&(~y|z))) + 18446744073709452868*(y^(x&(~y|z))) + 18446744069973466809*(z^~(x|~y)) + 18446744069973466809*(z^(x&~y)) + 7472120240*(z|(x^y)), 49374 + 3735936685*(x^y)
18679535303*((x&z)^(x^(~y&z))) + 11207711307*~(x|~z) + 18446744066237727620*(x^(~y|z)) + 11207711307*(z^~(x&(y&z))) + 11207711307*(y^~(x&(~y|z))) + 18446744066237727620*(y^~(x|~z)) + 11207711307*~(x^(y|z)) + 18446744047558192317*(x|~y), 49374 + 3735936685*(x^y)
3735936685*(z^(~x|(~y|z))) + 18446744069973614931*(~y&(x^z)) + 3735887311*(~(x|y)|(y^z)) + 18446744069973614931*(~(x^y)&~(x^z)) + 7471823996*((x|y)&~(y^z)) + 18446744069973614931*(y|~z), 49374 + 3735936685*(x^y)
3689348815489058161*(~x&(y^z)) + 7378697630978215070*(y^(x|z)) + 7378697630978165696*(z^(x|~y)) + 3689348811753170850*(y^~(x&(y|z))) + 7378697630978165696*~(x^(~y|z)) + 14757395258220444081*(z^~(x|(~y&z))) + 3689348815489107535*(~(x|~y)|~(y^z)) + 7378697630978165696*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744073709452868*(y^(x|~z)) + 3735986059*(x^y) + 49374*(z^~(x&(~y|z))) + 18446744073709452868*((x&y)|(y^z)) + 18446744073709502242*((x&z)^~(x^(~y&z))) + 49374*(z|~(x|y)), 49374 + 3735936685*(x^y)
18446744069973664305*~(~x|(y&z)) + 3735887311*(y&~(x&z)) + 18446744073709502242*~(x^y) + 18446744066237776994*(y^~(x|z)) + 7471774622*~(~x&(y^z)), 49374 + 3735936685*(x^y)
7471823996*((x|~y)&~(x^(y^z))) + 3735936685*(~x&(~y|z)) + 3735936685*~(~x&(y|z)) + 3735936685*((y&~z)^(x|(y^z))) + 18446744066237678246*(x|~y) + 18446744069973614931*(~x|(y&z)) + 7471823996*(~(x|~y)|(x^(y^z))) + 18446744069973614931*(x|(~y|z)), 49374 + 3735936685*(x^y)
392635109454591994*(~x&(~y&z)) + 18250426518982230932*(~(x^y)&(x^z)) + 196317550991383999*(y^~(x|(~y&z))) + 18250426518982230932*(y^~(x&(~y|z))) + 3735887311*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
