# 3735936685*~x
9925453257363832303*~(y|~z) + 7471873370*(y^(~x|(y|z))) + 18446744069973614931*~y + 4260645406304891314*(y^z) + 3735936685*(y^(x|(y^z))) + 9925453264835705673*(y^~(x|(y^z))) + 4260645406304891314*~(x^(y&z)) + 4260645402568954629*~(x^(y|z)), 3735936685*~x
18446744069973614931*(~z&~(x^y)) + 1494374674*(~y&(x^z)) + 1494374674*(~y&~(x^z)) + 2988749348*~(x|(y^z)) + 5230311359*((x&z)^(y|z)) + 18446744072215176942*(y^(x&(~y|z))) + 2988749348*(x|~z) + 18446744070720802268*(x|(y|z)), 3735936685*~x
12297829376246473269*(y^~(~x&(~y&z))) + 6148914693727141662*((y&z)^~(~x&(y^z))) + 6148914686255268292*(y&(x^z)) + 6148914693727141662*(z^(x&(~y|z))) + 6148914697463078347*~(x^(~y&z)) + 12297829383718346639*((x&y)|~(y^z)) + 12297829383718346639*(y^(~x&(y^z))) + 12297829379982409954*(y^(x&(y^z))), 3735936685*~x
3735936685*~(~x|(~y|z)) + 3735936685*~(y|~z) + 18446744069973614931*(x&y) + 3735936685*(~(x|~y)|~(y^z)) + 3735936685*((x&y)^(x^(~y|z))) + 18446744069973614931*~(y&~z), 3735936685*~x
6148914693727141662*(~z&(x^y)) + 6148914693727141662*(~(x&~y)&~(x^(y^z))) + 12297829379982409954*((x&y)|~(y|z)) + 12297829383718346639*((x&y)|~(y|~z)) + 6148914693727141662*(~(x|y)|~(y^z)) + 12297829379982409954*(x|(y&z)) + 12297829383718346639*(y|~(x^z)), 3735936685*~x
17891358901782321512*(x&(~y&z)) + 555385171927230104*(x&(y^z)) + 17891358901782321512*~(x&(~y|z)) + 17891358898046384827*(x&(y&z)) + 555385175663166789*(~x|(y&z)), 3735936685*~x
3735936685*(y^z) + 18446744055029868191*(z^~(~x|(~y&z))) + 11207810055*(~y|(x^z)) + 18446744066237678246*(~(x^y)&~(x^z)) + 18446744066237678246*(y^(~x|(y^z))) + 3735936685*(y^~(x&(y&z))) + 3735936685*(~(x^y)|(x^z)) + 7471873370*z, 3735936685*~x
3735936685*~(x^(~y&z)) + 3735936685*(x^(y^z)) + 18446744069973614931*~(x^(~y|z)), 3735936685*~x
1561823979603633475*(~z|(x^y)) + 18446744069973614931*((y&~z)|~(~x|(~y&z))) + 1561823983339570160*(~(x|y)|(x^(y^z))) + 18446744069973614931*(y^~(x&(y&z))) + 1561823979603633475*(z|(x&y)) + 3123647955471330265, 3735936685*~x
4436188772572468220*(~z&(x^y)) + 14010555304873020081*(~y&(x^z)) + 16228649687423317506*(y^~(x&(~y&z))) + 16228649687423317506*((x^y)&(x^z)) + 6654283158858702330*(~x&(~y|z)) + 4436188768836531535*~(~x|(y^z)) + 14010555304873020081*((x&z)^~(x^(~y&z))), 3735936685*~x
3735936685*(z^~(~x|(~y&z))) + 18446744069973614931*((x&y)^(x^(~y|z))) + 7471873370*(~x|(y&z)) + 18446744069973614931*(x|(y|z)), 3735936685*~x
3735936685*(~y&~(x^z)) + 7471873370*(y^(x|(y|z))) + 18446744066237678246*((x&~y)|(y^z)) + 3735936685*(z^(x&(y|z))) + 18446744066237678246*((x&y)|~(y^z)) + 11207810055*(y|~z) + 18446744069973614931*((x&~y)|~(y^z)), 3735936685*~x
18446744051293931506*(z^(x|(y|z))) + 3735936685*~(~x|(y&z)) + 11207810055*(~(x&y)&(y^z)) + 7471873370*(y^~(x|(y^z))) + 18446744051293931506*(y^(~x|(y^z))) + 11207810055*(x|~y) + 7471873370*~(x&(y^z)) + 18446744069973614931*z, 3735936685*~x
4483124022*(y^~(x&~z)) + 18446744070720802268*~(y&z) + 18446744072962364279*(~(x&~y)&~(x^(y^z))) + 5977498696*~(x|~z) + 3735936685*(y&(x|~z)) + 18446744071467989605*(z&~(x^y)) + 2988749348*(~x|(~y|z)) + 18446744069226427594*(z|(x&y)), 3735936685*~x
18446744066237678246*(x&~y) + 3735936685*(z^~(x&~y)) + 7471873370*(y^(x|(y|z))) + 18446744069973614931*((x&y)|~(y|~z)) + 3735936685*(y&z), 3735936685*~x
7471873370*~(y|z) + 18446744066237678246*(y^~(~x&(~y&z))) + 3735936685*((y&~z)^(~x|(y^z))) + 18446744069973614931*(x&y) + 3735936685*((x&z)|(y&~z)), 3735936685*~x
3735936685*~(x|(~y|z)) + 18446744069973614931*((x|y)&~(x^(y^z))) + 18446744069973614931*((x&y)|~(y|z)) + 18446744069973614931*(x^(y^z)) + 3735936685*~(x&(~y&z)) + 3735936685*(x|(~y|z)), 3735936685*~x
6707906936913274229*~z + 15092790607120882844*(z^(~x|(y&z))) + 6707906933177337544*~y + 3353953470324605457*(y^(x|z)) + 10061860403501943001*(~(x|y)|(y^z)) + 16769767344151153915*(~x&(~y|z)) + 1676976733294334386*(y^(x&(~y|z))), 3735936685*~x
12297829379982409954*(z^(~x|(~y|z))) + 12297829383718346639*((x&z)^~(x^(y&z))) + 12297829383718346639*((y&~z)|~(x|(~y&z))) + 12297829383718346639*~(x&(~y|z)) + 6148914689991204977*(z&~(x&y)) + 12297829379982409954*(x&y) + 6148914693727141662*~(x&(y^z)), 3735936685*~x
676607813266243300*((y&~z)|~(x|(~y&z))) + 18446744069973614931*((y&~z)|~(~x|(~y&z))) + 676607813266243300*(y^~(x&(y&z))) + 3735936685*((x&z)^~(x^(~y&z))) + 1353215622796549915*(z&(x|y)) + 17093528447177065016*(z^~(x|y)) + 17770136264179245001*(x|(y|z)), 3735936685*~x
14943746740*(~x&(y^z)) + 18446744069973614931*((x&y)^(y|~z)) + 18446744069973614931*(y^(x|(y^z))) + 3735936685*~(x&y) + 18446744066237678246*(~z|~(x^y)) + 11207810055*((x&y)|~(y^z)) + 18446744069973614931*(y|~(x|~z)), 3735936685*~x
7471873370*(z^(~x|(~y|z))) + 3735936685*(z^(x|(y|z))) + 18446744069973614931*~z + 18446744066237678246*(y^(x|(y|z))) + 11207810055*(z&~(x&y)) + 18446744069973614931*(y^~(~x&(y&z))) + 3735936685*(y^~(x&(y|z))) + 18446744069973614931*y, 3735936685*~x
3735936685*(z^(~x|(~y|z))) + 7471873370*~(x|~y) + 18446744066237678246*(y^~(~x|(~y&z))) + 3735936685*(z^(x&(~y|z))), 3735936685*~x
6148914689991204977*(x&(y^z)) + 6148914689991204977*((y&z)^~(~x&(y^z))) + 12297829383718346639*((x&z)^~(x^(y&z))) + 3735936685*(~(x&y)&~(x^(y^z))) + 12297829379982409954*(y^~(x|(y&z))) + 12297829387454283324*~(x&~y) + 18446744069973614931*(z^~(x|(y&z))) + 12297829383718346639*((x^y)|~(x^z)), 3735936685*~x
16728782658317415238*~(x|(y|z)) + 3735936685*((x&y)^(y|z)) + 16728782654581478553*(z^~(x&(y&z))) + 1717961419128073063*(z^~(x&(~y|z))) + 16728782654581478553*(y&(x|z)) + 1717961419128073063*((x&y)|~(y^z)) + 1717961422864009748*(~x|(y&z)) + 16728782650845541868*~(x&~z), 3735936685*~x
12297829383718346639*~(x&(y|z)) + 12297829383718346639*~(x&(~y|z)) + 6148914689991204977*~(~x&(~y|z)) + 6148914689991204977*(z|~(x|y)) + 6148914693727141662*~(x&~z), 3735936685*~x
18446744069973614931*~(~x|(~y|z)) + 18446744069973614931*(~y&(x^z)) + 3735936685*((x^y)&~(x^z)) + 18446744066237678246*~(~x|(y&z)) + 7471873370*(y^(~x|(~y|z))) + 18446744069973614931*(z^~(x|(~y&z))) + 3735936685*(y|(x^z)), 3735936685*~x
3735936685*~(x|y) + 10998596553100622432*(y^~(x&(~y|z))) + 7448147516872992499*~(x^(y&z)) + 14722670317141023709*(y|~(x|z)) + 3724073760304464592*((x&y)^(x^(~y|z))) + 3724073756568527907*(x|(y&z)) + 14722670317141023709*(z|(x^y)), 3735936685*~x
18446744066237678246*(z^(~x|(~y|z))) + 7471873370*(y^~(~x|(~y&z))) + 7471873370*(x^(~y|z)) + 18446744058765804876*~(x^(~y&z)) + 3735936685*((x|~y)&(x^(y^z))) + 18446744051293931506*(x^(~y&z)) + 14943746740*~(~x&(y&z)) + 3735936685*(~(x|~y)|~(y^z)), 3735936685*~x
3735936685*(~(x&~y)&~(x^(y^z))) + 14943746740*((x&z)^(y|z)) + 18446744066237678246*((x&y)^(y|z)) + 11207810055*(x&(~y|z)) + 7471873370*(z^~(x|(~y&z))) + 18446744062501741561*(x|~y) + 3735936685*(y^~(x|z)) + 18446744062501741561*y, 3735936685*~x
18446744069973614931*~(~x|(y|z)) + 3735936685*(y^~(~x|(~y&z))) + 18446744069973614931*(y&(x|~z)) + 3735936685*(y^(~x|(~y&z))) + 3735936685*(y|~z) + 18446744069973614931*~(~x&(y^z)), 3735936685*~x
18446744066237678246*(~z&~(x^y)) + 3735936685*(y^(~x|(~y|z))) + 7471873370*(~x&(y&z)) + 18446744069973614931*(~x&(y|z)) + 3735936685*(z^~(x&(y&z))) + 18446744066237678246*(x&(~y|z)) + 3735936685*(z^~(x|(~y&z))), 3735936685*~x
18446744066237678246*~(x|(~y|z)) + 3735936685*(x&~y) + 18446744069973614931*(z&~(x&y)) + 18446744062501741561*((x|~y)&~(y^z)) + 3735936685*(y^~(x|(~y&z))) + 11207810055*~(x&(y^z)) + 18446744069973614931*(z^~(~x|(y&z))), 3735936685*~x
3418547901304042508*(x&(~y&z)) + 15028196172405509108*(x&(y^z)) + 15028196172405509108*~(x|~y) + 3735936685*~x + 15028196172405509108*(y^~(x&(y&z))) + 15028196172405509108, 3735936685*~x
3735936685*((x^y)&~(x^z)) + 3735936685*(y&(x|~z)) + 7471873370*(y^~(x&(~y|z))) + 18446744069973614931*(x^(~y&z)) + 18446744062501741561*(z^(~x&(y|z))) + 18446744069973614931*~(y^z) + 7471873370*(y^~(~x|(y&z))), 3735936685*~x
3735936685*~x + 5587328759293500128*(y&~(x^z)) + 10065750934769301424*(~(x&~y)&(x^(y^z))) + 2793664379646750064*~(x^y) + 12859415314416051488*~(~x&(~y|z)) + 5587328759293500128*((x&~y)|(x^(y^z))) + 15653079694062801552*(~(x|y)|~(y^z)) + 2793664379646750064*(y|(x^z)), 3735936685*~x
3735936685*~(x|z) + 7471873370*(~(x^y)&(x^z)) + 18446744069973614931*(~(x&~y)&(y^z)) + 3735936685*(z^(x|~y)) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 18446744069973614931*((x&y)|~(y|z)) + 3735936685*~(x&~z), 3735936685*~x
6148914693727141662*(z^(x|y)) + 12297829383718346639*(y^~(x&~z)) + 12297829383718346639*(x^(y|z)) + 12297829379982409954*(z&(x|~y)) + 12297829387454283324*((x&y)^(x^(~y|z))) + 18446744069973614931*(~(x^y)|(x^z)) + 12297829383718346639*(z^~(x|y)), 3735936685*~x
12297829383718346639*(y^~(x&(y^z))) + 12297829387454283324*((x&z)^~(x^(y&z))) + 18446744069973614931*~(y&z) + 12297829383718346639*((x&y)^(y|~z)) + 12297829383718346639*~(x^(~y&z)) + 12297829383718346639*((x&y)|~(y|z)) + 12297829379982409954*(z^(~x&(~y|z))) + 12297829383718346639*(y^(~x&(y^z))), 3735936685*~x
10755463707070456698*(y^~(~x&(y^z))) + 14601103886654067472*(y^(x|(y|z))) + 7691280370375031603*(y^(x|(~y|z))) + 14601103894125940842*(y&(x^z)) + 14601103894125940842*(z&(x^y)) + 7691280362903158233*(y^~(~x&(~y|z))) + 3845640179583610774*((x&z)|(y&~z)) + 14601103894125940842*((x&~y)|(x^(y^z))), 3735936685*~x
9269091122726154790*~z + 18446744069973614931*(y^(~x|(y&z))) + 9177652954719333511*(z^~(~x&(~y&z))) + 18446744069973614931*((x&z)^(x^(~y&z))) + 9177652947247460141*~(x^(y^z)) + 9269091130198028160*(~(x|y)|~(x^(y^z))), 3735936685*~x
18446744066237678246*(~x&(~y&z)) + 11207810055*~(x|y) + 18446744066237678246*((y&~z)^(~x|(y^z))) + 7471873370*((x&y)^(y|z)) + 18446744069973614931*(y^~(x|(y^z))) + 3735936685*(y^~(x|z)), 3735936685*~x
9723227046599376893*(z^(x|(y&z))) + 999710023225138855*(z^(~x|(y&z))) + 999710023225138855*~(x|~z) + 8723517027110174723*(~x&(~y|z)) + 3735936685*((x&z)^(y|z)) + 8723517023374238038*(~(x|~y)|(y^z)) + 9723227046599376893*(x&y) + 8723517027110174723*~(~x&(y&z)), 3735936685*~x
8976400375699845266*(~x&(~y&z)) + 17458857414146082708*(~(x&y)&(x^(y^z))) + 3735936685*~(x|(~y&z)) + 9964287031527377489*~(x&(~y|z)) + 17952800743927817162*(z^(~x|(~y&z))) + 10458230361309111943*(x^(y^z)) + 8976400371963908581*(~(x^y)|(x^z)) + 17952800743927817162*(y|~(x|~z)), 3735936685*~x
3735936685*((x^y)&~(x^z)) + 3735936685*~(x|~z) + 3735936685*(z^~(x&y)) + 18446744069973614931*~(x^(~y|z)), 3735936685*~x
3735936685*(~z&~(x^y)) + 3735936685*~(x|~y) + 18446744069973614931*(y^(x&(y|z))) + 3735936685*(~(x|~y)|(y^z)) + 7471873370*(x&(~y|z)) + 18446744066237678246*x, 3735936685*~x
3735936685*(y^~(~x&(y^z))) + 18446744066237678246*(x&(y^z)) + 11207810055*~(x^(y^z)) + 18446744069973614931*(x^(y&z)) + 7471873370*(z&~(x&y)) + 14943746740*(x&(y&z)) + 18446744069973614931*(z&~(x^y)) + 18446744062501741561*(z^~(x|y)), 3735936685*~x
7471873370*~(x|(~y|z)) + 18446744055029868191*~(~x|(~y|z)) + 11207810055*(~z&~(x^y)) + 3735936685*((x|y)&~(x^(y^z))) + 18446744069973614931*(y|~z) + 7471873370*(z^~(~x|(y&z))) + 18446744069973614931*~(y&~z), 3735936685*~x
3735936685*(y^~(x&~z)) + 3735936685*(~(x&y)&~(y^z)) + 18446744069973614931*(z&~(x^y)) + 3735936685*~(~x&(y&z)) + 7471873370*(y&z) + 18446744066237678246*~(~x&(y^z)), 3735936685*~x
7471873370*((x&y)^(y|~z)) + 3735936685*(x^z) + 18446744069973614931*(z&(x^y)) + 3735936685*(x&(~y|z)) + 11207810055*(y|~(x|z)) + 18446744058765804876*(y|~z), 3735936685*~x
18446744066237678246*(y^~(~x|(y^z))) + 18446744066237678246*(x^z) + 14943746740*~(x&z) + 18446744069973614931*((x&y)|(y^z)) + 3735936685*((x&y)|~(x^(y^z))) + 14943746740*(z|~(x|~y)) + 18446744058765804876*~(x&~z), 3735936685*~x
12297829379982409954*(z^(x|(y&z))) + 3735936685*(~(x|y)|(y^z)) + 6148914689991204977*(~x|(y^z)) + 6148914686255268292*(x&(y|z)) + 6148914689991204977*(y|~(x|z)) + 3735936685*(y^(~x&(y^z))) + 6148914693727141662*~(~x&(~y&z)), 3735936685*~x
18446744069973614931*(x&(y&z)) + 3735936685*(y^~(x|~z)) + 3735936685*(z^~(x&(y|z))) + 18446744066237678246*((y&~z)^(x|(y^z))) + 18446744069973614931*(x|y) + 7471873370*(z|(x&~y)), 3735936685*~x
3735936685*((y&~z)|~(x|(~y&z))) + 18446744069973614931*(x&y) + 3735936685*(z&~(x^y)), 3735936685*~x
18446744069973614931*(x&~y) + 3735936685*~(x&y), 3735936685*~x
10143336913512594656*(z^(x|y)) + 16606814316657977235*~(~x|(y&z)) + 1839929753315637696*((y&z)^~(~x&(y^z))) + 10143336913512594656*(~x&(y&z)) + 8303407163932893645*~(x&(y&z)) + 8303407160196956960*(y|~(x|z)) + 10143336913512594656*(y|(x&z)), 3735936685*~x
6148914693727141662*(~z&(x^y)) + 12297829379982409954*((x^y)&(x^z)) + 12297829383718346639*(y^~(~x&(y|z))) + 18446744069973614931*(x&z) + 6148914689991204977*(x|~y) + 12297829383718346639*(y^(~x&(y^z))) + 3735936685*(z|~(x|y)), 3735936685*~x
3735936685*(x&(~y&z)) + 7471873370*(y^z) + 7471873370*(~(x&~y)&(x^(y^z))) + 18446744066237678246*(~(x|y)|(x^(y^z))) + 18446744069973614931*((x&~y)|(x^(y^z))) + 11207810055*~(y^z) + 18446744066237678246*((y&z)|(x&(y|z))), 3735936685*~x
17289794645363322629*((x^y)&~(x^z)) + 3735936685*~x + 17289794645363322629*(y^~(x|(y^z))) + 16132845217017093642*((x&z)|~(y|z)) + 2313898856692457974*(z^~(x&(y|z))) + 1156949428346228987*~(x^(y|z)), 3735936685*~x
3735936685*~(x|z) + 18446744069973614931*~(~x|(~y|z)) + 7471873370*(x&~z) + 18446744069973614931*((y&z)^~(~x&(y^z))) + 18446744069973614931*~(~x|(y^z)) + 3735936685*(z|~(x|y)), 3735936685*~x
6148914689991204977*(y&~z) + 12297829387454283324*~(x|(y&z)) + 6148914682519331607*(~(x&y)&(x^(y^z))) + 6148914697463078347*(~(x^y)&(x^z)) + 18446744069973614931*~(y|~z) + 3735936685*(y^~(~x&(y|z))) + 6148914686255268292*(y^~(x|(~y&z))) + 12297829387454283324*(x^(y^z)), 3735936685*~x
3735936685*~(~x|(~y|z)) + 18446744069973614931*((y&~z)|~(~x|(~y&z))) + 3735936685*((x&y)|(y^z)) + 18446744069973614931*(~(x^y)|~(x^z)) + 18446744069973614931*(z^(x&~y)) + 7471873370*~(x&(y^z)), 3735936685*~x
3735936685*(~z&(x^y)) + 18446744069973614931*((y&~z)|~(~x|(~y&z))) + 91270832843054303*(y^~(x&(y&z))) + 18355473240866497313*(~(x^y)|~(x^z)) + 18355473240866497313*(~(x|y)|~(y^z)) + 91270836578990988*~(x&~y), 3735936685*~x
3735936685*(~x&(y^z)) + 3735936685*(y&(x^z)) + 3735936685*(z^(~x&(~y|z))) + 18446744069973614931*(x&(y|z)), 3735936685*~x
18446744051293931506*~(x|(~y|z)) + 7471873370*(~(x&y)&(x^(y^z))) + 7471873370*(~(x&~y)&(y^z)) + 3735936685*(z^(x|~y)) + 11207810055*(z^~(x|(y&z))) + 18446744062501741561*(x|(~y|z)), 3735936685*~x
18446744051293931506*~(y|~z) + 18446744058765804876*((x&y)^(y|~z)) + 11207810055*(y^~(~x&(y&z))) + 11207810055*(~x|(~y&z)) + 3735936685*(z^(~x|(~y&z))) + 18446744066237678246*(~(x&~y)&~(y^z)) + 3735936685*(~(x|~y)|(x^(y^z))), 3735936685*~x
3735936685*(~z&~(x^y)) + 3735936685*(y^(x|(y&z))) + 18446744069973614931*~(~x|(y&z)) + 3735936685*(z^(x|(~y&z))) + 18446744069973614931*((x&z)^(x^(y&z))) + 3735936685*(z&~(x&~y)), 3735936685*~x
3735936685*(z^(x|~y)) + 18446744069973614931*(x^(y&z)) + 3735936685*(~(x|y)|~(x^(y^z))) + 3735936685*(y^(x&~z)) + 18446744069973614931*((x&y)|~(y^z)), 3735936685*~x
3735936685*(~z|(x^y)) + 3735936685*(x&y) + 18446744069973614931*~(~x&(y|z)) + 18446744069973614931*((x&z)|(y&~z)) + 3735936685*(z^~(x|(~y&z))), 3735936685*~x
7471873370*~(~x|(y|z)) + 18446744066237678246*(y^(x|(y|z))) + 7471873370*(z&~(x&y)) + 3735936685*~(~x&(y|z)) + 18446744066237678246*(x|(y&z)) + 3735936685*(x|(y|z)), 3735936685*~x
3735936685*(y^(x|(y|z))) + 7471873370*~(x^y) + 18446744066237678246*(y^~(x&(y|z))) + 18446744069973614931*(z&(x|~y)) + 3735936685*~(x&(y^z)), 3735936685*~x
6148914693727141662*(~y|(x^z)) + 6148914689991204977*(y^~(x|(~y&z))) + 3735936685*(~(x|y)|(x^(y^z))) + 18446744069973614931*(~(x^y)|~(x^z)) + 12297829379982409954*~(y^z) + 6148914693727141662*y + 12297829387454283324*~(x&~z) + 18446744069973614931*(z|(x^y)), 3735936685*~x
18446744058765804876*(z^(~x|(y|z))) + 7471873370*((x&y)^~(x^(y&z))) + 7471873370*(z^~(x&(~y&z))) + 18446744066237678246*((x&~y)|(y^z)) + 7471873370*((y&~z)|~(x|(~y&z))) + 3735936685*(y^~(x|~z)) + 18446744069973614931*(y^~(x|z)), 3735936685*~x
7471873370*~(x|(y&z)) + 3735936685*((x&~y)|(x^(y^z))) + 18446744066237678246*(~y|~(x^z)) + 3735936685*(~(x&~y)&~(y^z)) + 18446744069973614931*y + 3735936685*(x|y), 3735936685*~x
2532344720530445114*~(x|(y&z)) + 5424854959795044822*(~(x^y)&(x^z)) + 13382054640120534758*~(x|(y^z)) + 7957199676589553251*((y&~z)|~(~x|(~y&z))) + 15914399353179106502*(y^~(x&z)) + 7957199680325489936*(x^(y^z)) + 5064689437324953543*(~(x^y)|(x^z)), 3735936685*~x
4826972538955469812*~(x&(y|z)) + 13619771538490018489*(y&~(x^z)) + 13619771538490018489*(~(x&~y)&(x^(y^z))) + 15342063676563116958*~(x^(y|z)) + 17585598002805034039*~(~x&(y|z)) + 9653945070439066254*((x|y)&~(y^z)) + 17585598006540970724*((x&y)|~(x^(y^z))) + 4826972535219533127*(x|y), 3735936685*~x
18446744066237678246*(y^~(~x&(y^z))) + 14943746740*~(x|(~y&z)) + 18446744069973614931*(~(x&~y)&~(x^(y^z))) + 3735936685*(x^(y&z)) + 18446744069973614931*(y&~(x^z)) + 14943746740*((y&~z)^(x|(y^z))) + 18446744062501741561*(z|(x&~y)), 3735936685*~x
3735936685*(y^(~x|(~y|z))) + 3735936685*((x&~y)|(y^z)) + 11207810055*(~(x&y)&~(y^z)) + 11207810055*((y&~z)^(~x|(y^z))) + 18446744062501741561*(y^~(~x&(y&z))) + 18446744066237678246*(~y|(x^z)) + 18446744069973614931*((x&y)|~(y^z)) + 3735936685*(z^~(~x|(y&z))), 3735936685*~x
7471873370*(y^(x|(~y|z))) + 18446744069973614931*(~(x|y)|(y^z)) + 3735936685*(x^(~y|z)) + 7471873370*(z&~(x&y)) + 18446744062501741561*(y^(x|(y^z))) + 18446744069973614931*(y^~(x&(~y|z))) + 3735936685*(z^(x&~y)), 3735936685*~x
8198552924969522216*~(x|(y&z)) + 6148914693727141662*(~(x&~y)&~(x^(y^z))) + 10248191152475966085*(~y|(x^z)) + 8198552921233585531*(~(x|~y)|(y^z)) + 12297829383718346639*(y&~(x^z)) + 14347467611224790508*(z^~(x&(y&z))) + 16397105842467171062*~(x^y) + 12297829383718346639*(~(x|~y)|(x^(y^z))), 3735936685*~x
3735936685*(x^(y&z)) + 7471873370*~(x^y) + 18446744066237678246*(y^~(x&(y|z))) + 3735936685*((x&y)|(x^(y^z))) + 18446744069973614931*((x&z)|(y&~z)) + 3735936685*((x&z)^~(x^(~y&z))) + 18446744069973614931*(y&(x|z)), 3735936685*~x
7471873370*~(x|(y&z)) + 18446744069973614931*(y^(~x|(y&z))) + 18446744069973614931*(z^(~x|(~y&z))) + 3735936685*(y^~(x|z)), 3735936685*~x
3735936685*(~x&(y|z)) + 18446744069973614931*(x^z) + 3735936685*(z^~(~x&(y|z))), 3735936685*~x
3735936685*((x^y)&~(x^z)) + 16186762535944617073*(y^(~x|(~y|z))) + 2259981534028997858*~(y&z) + 2259981530293061173*(z^(x|(~y&z))) + 16186762539680553758*(y^~(~x|(y^z))) + 7471873370*(z^~(~x&(y|z))), 3735936685*~x
3735936685*(y^(~x|(y|z))) + 18446744066237678246*(~x&(y&z)) + 7471873370*(x^z) + 18446744062501741561*(y^(x|(y^z))) + 18446744066237678246*(x&(y&z)) + 18446744062501741561*x + 3735936685*((x&y)|(y^z)) + 14943746740*((x&y)^(x^(y&z))), 3735936685*~x
747187337*(y^~(~x&(y^z))) + 18446744072215176942*(x&(y^z)) + 18446744072215176942*(z^(x|~y)) + 3735936685*(y^(x|(y^z))) + 1494374674*(~(x|y)|(x^(y^z))) + 1494374674*~(x^y) + 18446744069226427594*((y&~z)^(x|(y^z))) + 1494374674*(~x|(y|z)), 3735936685*~x
7471873370*(y^z) + 18446744058765804876*(z&~(x&y)) + 11207810055*((x&y)^(y|z)) + 18446744069973614931*(y^~(x|~z)) + 7471873370*(y^(~x|(y^z))) + 18446744062501741561*(~(x^y)|~(x^z)) + 7471873370*(y^~(x|(y&z))), 3735936685*~x
3735936685*(x&(~y&z)) + 18446744069973614931*(y^(x|z)) + 3735936685*~(x&(~y|z)) + 18446744069973614931*(x&(y|z)) + 3735936685*((x&~y)|(x^(y^z))), 3735936685*~x
3735936685*~(x|z) + 18446744069973614931*((x&z)|(y&~z)) + 3735936685*(x|(y&z)) + 18446744069973614931*~(~x&(y^z)) + 3735936685*(~x|(y|z)), 3735936685*~x
12297829383718346639*~z + 3735936685*(~x&(y|z)) + 12297829383718346639*(~(x&y)&~(x^(y^z))) + 12297829383718346639*~(x^(~y&z)) + 6148914689991204977*(x^y) + 6148914689991204977*(y^(x&z)), 3735936685*~x
3735936685*~(x|(y|z)) + 18446744069973614931*(x&(~y&z)) + 18446744069973614931*(x&(y&z)) + 16071280862687520886*(~(x&~y)&(x^(y^z))) + 2375463211022030730*(y^~(x|~z)) + 2375463214757967415*(z|~(x|~y)) + 16071280862687520886*(y|z), 3735936685*~x
18446744069973614931*(z^~(x&~y)) + 3735936685*(z^(x|(~y&z))) + 7471873370*~(x^(y^z)) + 7471873370*~(x^(~y|z)) + 3735936685*(y^(~x&(y^z))) + 18446744062501741561*(x|(y&z)), 3735936685*~x
6148914689991204977*((y&z)^~(~x&(y^z))) + 16397105846203107747*~(x&z) + 14347467614960727193*~(x^y) + 12297829379982409954*(x^(~y&z)) + 8198552921233585531*((x&y)|~(y|~z)) + 16397105842467171062*(y|(x&~z)) + 4099276462484761108*(z|(x^y)), 3735936685*~x
18679683425*~(x|y) + 3735936685*(~y&~(x^z)) + 18446744069973614931*((x&z)^(x^(~y&z))) + 11207810055*((x^y)&(x^z)) + 18446744066237678246*(z^~(~x&(y&z))) + 11207810055*(y&(x|~z)) + 18446744062501741561*(y^~(x&(~y|z))), 3735936685*~x
3735936685*(~x&(y^z)) + 18446744069973614931*(~(x&y)&(y^z)) + 3735936685*~(x^(~y&z)) + 18446744069973614931*~(~x&(y^z)) + 3735936685*(x|(~y|z)), 3735936685*~x
10275210704825014444*~(x|(y|z)) + 10275210704825014444*(~x&(~y&z)) + 8171533372620473857*(y^(~x|(y|z))) + 3735936685*(y^~(~x|(~y&z))) + 8171533376356410542*(y&~(x&z)) + 18446744069973614931*(y^~(~x|(y^z))) + 10275210701089077759*(y^(x&z)), 3735936685*~x
11207810055*(~z&(x^y)) + 18446744069973614931*~(y&z) + 7471873370*~(x^(~y&z)) + 18446744069973614931*(y^(x|(y^z))) + 18446744069973614931*((x|y)&~(y^z)) + 18446744062501741561*((x&z)^~(x^(~y&z))) + 3735936685*(y&(x|z)) + 11207810055*((x&y)^(x^(~y|z))), 3735936685*~x
7471873370*(z^~(x&~y)) + 8993857368636255552*(y^~(x|(~y&z))) + 9452886701337359379*(z^~(x&(~y|z))) + 9452886712545169434*(z&~(x&~y)) + 8993857364900318867*(z|~(x|~y)) + 3735936685*~(x&~z) + 18446744069973614931*(z|~(x^y)), 3735936685*~x
18446744069973614931*~(x|z) + 3735936685*(y^(x|(y&z))) + 3735936685*((x&y)|~(y|z)) + 18446744066237678246*x + 3735936685*(~x|(y|z)), 3735936685*~x
17430675470380640940*(y^(~x|(y&z))) + 1016068603328910676*(y^(~x|(~y|z))) + 1016068607064847361*~x + 17430675470380640940*~(x&y), 3735936685*~x
18446744069973614931*(z^(x|y)) + 18679683425*~(x|~z) + 18446744066237678246*((x|y)&~(x^(y^z))) + 7471873370*((x&z)|(y&~z)) + 3735936685*((x&y)|~(y^z)) + 18446744062501741561*(z&~(x&~y)), 3735936685*~x
18446744066237678246*(~x&(y^z)) + 12297829383718346639*(y^~(~x&(y^z))) + 3735936685*~(x&z) + 18446744069973614931*(y^~(x|(y^z))) + 12297829387454283324*(x^(y^z)) + 18446744069973614931*~(x^(~y|z)) + 12297829376246473269*(y^~(x&(y&z))) + 12297829391190220009*(z^~(x|(~y&z))), 3735936685*~x
