# 49374 + 3735936685*x
5172858198*((((x&y)^(y|~z))&~t)|((~(x^y)&(x^z))&t)) + 6322365784*(((y|z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 4310715165*((((y&z)^~(x&(y^z)))&~t)|((y^(x|z))&t)) + 18446744070548344037*((~(x&~x)&~t)|((y^(~x|(~y|z)))&t)) + 18446744059915263088*(((x^(~y|z))&~t)|(((x&~y)|(y^z))&t)) + 18446744063938613700*((((x|~y)&~(y^z))&~t)|(((x^y)&(x^z))&t)) + 5172858198*((((x&~y)|~(y^z))&~t)|((y&~(x&z))&t)) + 18446744071123122517*((((x&z)^~(y&~z))&~t)|((~x|(~y&z))&t)) + 14369067008*(((x^(~y|z))&~t)|(~(~x|(y^z))&t)) + 18446744073422187063*(((x|y)&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744066812407352*(((z^~(~x&(y&z)))&~t)|(~(x^y)&t)) + 18446744063076421293*((((x&y)^(x^(y&z)))&~t)|((x^(~y&z))&t)) + 18446744068249279491*(((~z|~(x^y))&~t)|((y^(x&~z))&t)) + 18446744058478341575*(((~(x&~y)&~(x^(y^z)))&~t)|((y^(x&(y^z)))&t)) + 6322365784*((((y&z)^~(~x&(y^z)))&~t)|((~x|(~y|z))&t)) + 21553575825*((((x&y)|~(y^z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
13516277915294690433*(((x|~y)&~t)|(((x&y)^~(x^(y&z)))&t)) + 10455988577392475275*(((~y|(x^z))&~t)|((y^~(~x&(y^z)))&t)) + 17426647626496834335*(((z^~(~x&(y|z)))&~t)|(((x&y)^(y|~z))&t)) + 17511655665321221633*(((~(x^y)&(x^z))&~t)|(~(x|~z)&t)) + 5950562601891641779*((((x&z)^~(y&~z))&~t)|((z&(x^y))&t)) + 11646101098517981093*(((y^(~x|(~y|z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 3060289337902215158*((~(x&~x)&~t)|((~y|(x^z))&t)) + 11986133246343558167*(((y|(x&~z))&~t)|((~x|(y^z))&t)) + 3060289337902215158*(((y^~(x|~z))&~t)|(~(x^(y&z))&t)) + 9180868021178518844*(((x|(y|z))&~t)|(x&t)) + 9775924278005335068*(((~x|(y^z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 5865554566803191166*((~(x|y)&~t)|((~(x|~y)|(x^(y^z)))&t)) + 12921221654731937524*(((y^~(~x&(~y|z)))&~t)|((z^~(~x|(y&z)))&t)) + 11476085024605192556*((~(y^z)&~t)|(~(x&~y)&t)) + 18276727999796763079*(((z^~(x&(y&z)))&~t)|((z|~(x|y))&t)) + 3230305415550940380*(((x|~y)&~t)|((z|(x&~y))&t)), 49374 + 3735936685*x
6087731453241481334*(((y&~(x&~z))&~t)|(~(~x|(y|z))&t)) + 12206054534197690889*(((z^(x|y))&~t)|((y^(~x|(y|z)))&t)) + 673015536999852873*((((x|~y)&(y^z))&~t)|(~y&t)) + 6179506310234010454*((((x&z)^~(x^(y&z)))&~t)|(((x&z)^~(y&~z))&t)) + 9483400773427347290*(((x|z)&~t)|((x^(y&z))&t)) + 3732177079345950680*(((z|(x^y))&~t)|((x&(y&z))&t)) + 9085709770045665553*(((y|z)&~t)|((x&y)&t)) + 2477920847394977940*(((x|(y^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 17651362074418110886*((((x^y)&(x^z))&~t)|((y^~(x&z))&t)) + 18140827919848525629*((~(x&~x)&~t)|((y^~(x&z))&t)) + 16641838774522236604*((~(x|(~y|z))&~t)|(((x&z)|~(y|z))&t)) + 3273302842950481985*((((x^y)|(x^z))&~t)|(((x&z)|(y&~z))&t)) + 14408650836766687638*(((~(x&y)&(y^z))&~t)|(~(y^z)&t)) + 12206054537933627574*((((x&y)^(x^(y&z)))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 12573153917336517775*((~(y&~z)&~t)|(((x&y)|~(x^(y^z)))&t)) + 489465845430414743*((~(~x|(y|z))&~t)|((z|(x^y))&t)), 49374 + 3735936685*x
997121309359331686*(((z^(x&~y))&~t)|((~y&~(x^z))&t)) + 10469773651138159840*((~(y&z)&~t)|((y^(~x|(y|z)))&t)) + 10968334335705640094*((((x^y)|(x^z))&~t)|((y^(x|z))&t)) + 4487045839813558066*((((x^y)|(x^z))&~t)|((z^(x|~y))&t)) + 5484167156644960618*(((z^(x|~y))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 997121305623395001*(((x&(y|z))&~t)|(~x&t)) + 14956819517103472197*((~(y|z)&~t)|(((x&z)^(y|z))&t)) + 14956819513367584886*(((z^~(x&y))&~t)|((z^(~x|(~y&z)))&t)) + 7478409767891651872*((~(x^(y|z))&~t)|((z^~(x&y))&t)) + 498560662151613274*(((x&(y|z))&~t)|((y^(~x&(y|z)))&t)) + 2991363905662276200*((y&~t)|((x&(~y|z))&t)) + 18446744047557747951*((((y&z)|(x&(y|z)))&~t)|(((x&~y)|(x^(y^z)))&t)) + 8974091713250891915*(((y&(x^z))&~t)|((y^(x&~z))&t)) + 9971213011402364172*(((z|~(x^y))&~t)|((y^(x&~z))&t)) + 17449622775558128733*(((z^(~x&(~y|z)))&~t)|((~(x|y)|~(y^z))&t)) + 11466894975441386388*(((~z|(x^y))&~t)|(~(~x&(y^z))&t)), 49374 + 3735936685*x
17361641479380320446*((~(~x&(y&z))&~t)|((x&~x)&t)) + 18446744062501807393*(((~(x|y)|~(y^z))&~t)|((z^(x|(y|z)))&t)) + 15191436290721874564*((((x|y)&(y^z))&~t)|((~x&(y^z))&t)) + 5425512956702458484*(((~(x&y)&(y^z))&~t)|((y^z)&t)) + 15191436264570432975*(((y&~(x&~z))&~t)|(((x^y)&(x^z))&t)) + 5425512982853883615*((~(x|(y&z))&~t)|((y^~(~x|(~y&z)))&t)) + 14106333703864467390*((((x&z)|~(y|z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 3255307782987677052*((y&~t)|((~z|(x^y))&t)) + 7595718152832777736*(((z^~(~x|(y&z)))&~t)|((y&(x|~z))&t)) + 13021231105799299535*(((z^~(~x&(y|z)))&~t)|((y^(~x&(~y|z)))&t)) + 14106333685184899171*((~(x|z)&~t)|(((x&z)|(y&~z))&t)) + 10851025935820438330*((((x^y)|~(x^z))&~t)|((z^~(x|~y))&t)) + 10851025932084534561*((((x|y)&~(y^z))&~t)|(((x&y)|(y^z))&t)) + 11936128496526420373*(((y^(~x|(y&z)))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 13021231131950741124*((~(x&~y)&~t)|((y|~z)&t)) + 10851025932084534561*(((z^~(x&~y))&~t)|(((y&z)|(x&(y|z)))&t)), 49374 + 3735936685*x
14757395263450706066*((~(x|(y^z))&~t)|((z^(x|(~y|z)))&t)) + 11068046445720036520*(((~(x^y)&~(x^z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 11068046441984198583*((((x&y)|~(y|~z))&~t)|((y^(x|(~y|z)))&t)) + 3689348806522958239*(((~(x&y)&~(x^(y^z)))&~t)|(~(x|~y)&t)) + 14757395263450656692*(((y&~(x&z))&~t)|(~(x|~z)&t)) + 11068046445720135268*(((y^~(x|(~y&z)))&~t)|((y^(x&(~y|z)))&t)) + 11068046438248311272*(((y^(~x&(y^z)))&~t)|((z&~(x^y))&t)) + 14757395267186593377*(((x&(~y&z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744069973713679*(((x^(~y&z))&~t)|(~(~x&(~y|z))&t)) + 3689348817730620172*((y&~t)|((y^(~x|(y^z)))&t)) + 14757395259714818755*(((y^(x|(y^z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 11068046441984198583*(((z^~(x&(~y&z)))&~t)|(~(x&~y)&t)) + 7378697627989515096*(((y^(x&(y^z)))&~t)|((z&(x|y))&t)) + 11068046453191811142*(((x|(~y|z))&~t)|((y^(x&(y^z)))&t)) + 7378697631725303659*(((~(x&~y)&(x^(y^z)))&~t)|(~(~x&(~y&z))&t)) + 11068046438248311272*((~(x|(~y&z))&~t)|(~(x&~z)&t)), 49374 + 3735936685*x
14967752870332251761*(((y^~(~x&(~y|z)))&~t)|((~z&(x^y))&t)) + 14805939320254922989*(((z^~(x|(y&z)))&~t)|((z^(~x|(~y|z)))&t)) + 8171583994975396146*((~y&~t)|((y^~(x&(~y&z)))&t)) + 9789719443445817146*(((~x&(~y|z))&~t)|((~(x&~y)&(y^z))&t)) + 7443423053250649341*((((y&~z)|~(~x|(~y&z)))&~t)|((y^~(~x&(~y&z)))&t)) + 8252490773749947843*(((z^~(x|~y))&~t)|((~(x&y)&(y^z))&t)) + 9385185579460255897*(((z^~(x&~y))&~t)|((~x&(y&z))&t)) + 14239591913663856964*(((~(x&~y)&(x^(y^z)))&~t)|((x^y)&t)) + 5178033423150497930*((((x&~y)|(x^(y^z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 14320498688702521350*((~(~x&(y^z))&~t)|((z^~(x&(y&z)))&t)) + 14482312231308026126*(((x^y)&~t)|((x&z)&t)) + 13187803879256276611*((((x^y)&(x^z))&~t)|((~(x&~y)&~(y^z))&t)) + 7605236595856154117*(((~y&~(x^z))&~t)|(((x&z)^(x^(y&z)))&t)) + 13511430968203222848*(((y^(~x|(~y&z)))&~t)|((z&(x|y))&t)) + 14644125777649418213*(((x^(~y|z))&~t)|((~x|(~y|z))&t)) + 14482312231308026126*((((x&z)^(x^(y&z)))&~t)|((~x|(~y|z))&t)), 49374 + 3735936685*x
2606162516968918422*(((y^(~x|(~y&z)))&~t)|(~(y|z)&t)) + 14537500294520286672*(((x^(y|z))&~t)|(~(x|(y&z))&t)) + 11116911995201503842*(((y^(~x&(y^z)))&~t)|((x&~y)&t)) + 1058753526021017463*(((~(x|y)|(y^z))&~t)|(~y&t)) + 12623599693669536471*(((~x|(y&z))&~t)|(((x&z)^~(y&~z))&t)) + 13275140328515646417*(((~(x&y)&~(y^z))&~t)|((x^(y|z))&t)) + 12379271961206144097*((~(x|(y&z))&~t)|(((x&z)^(y|z))&t)) + 12867927433604802215*(((z|~(x|y))&~t)|((z&~(x&y))&t)) + 14293172558320957613*((((x&z)^~(x^(y&z)))&~t)|((y^(x|(y^z)))&t)) + 15514811239317602908*((((x|~y)&(y^z))&~t)|((~x|(y^z))&t)) + 9447339126814195389*(((y|~(x|z))&~t)|((y&~(x^z))&t)) + 16166351870427776169*((~(x^(~y|z))&~t)|((z^~(x&(~y|z)))&t)) + 16044188004196079982*(((y|(x&z))&~t)|(((x&y)|~(y^z))&t)) + 17998809890054775769*(((~(x|y)|~(x^(y^z)))&~t)|((y|~(x|z))&t)) + 11361239731400832901*(((~y|~(x^z))&~t)|(~(x&~y)&t)) + 2769047675680433565*(((~x|(~y&z))&~t)|((x|(~y|z))&t)), 49374 + 3735936685*x
409927650731573800*(((x|(~y&z))&~t)|(~(x|(y|z))&t)) + 10248191145004125631*(((x^(y&z))&~t)|(~(y|z)&t)) + 4099276462484744650*(((z^~(~x|(~y&z)))&~t)|((~(x&y)&(y^z))&t)) + 8198552913761728619*((((y&z)|(~x&(y|z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 7788625274237915500*(((z^~(x&(y|z)))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 11477974100934783716*(((y|~(x|~z))&~t)|((y^(x&(~y|z)))&t)) + 13937539964229120477*((~(~x|(~y&z))&~t)|((z^(x&y))&t)) + 5738987050467391858*((((x&y)|~(x^(y^z)))&~t)|(((x|~y)&~(y^z))&t)) + 7788625274237915500*((((x|~y)&~(x^(y^z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 4509204105744494454*(((x|y)&~t)|((z^~(x&y))&t)) + 15577250548475831000*(((~x|(~y&z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 12297829379982409954*((((x&~y)|(y^z))&~t)|(~(x^(y&z))&t)) + 2049638242450157693*(((y^(x|(y&z)))&~t)|(~(x^y)&t)) + 11887901729250836154*((((x&y)|(y^z))&~t)|(((x&y)|(y^z))&t)) + 9838263509216249197*(((z|(x&y))&~t)|((z|~(x|~y))&t)) + 4099276458748807965*(((~x&(y&z))&~t)|(~(x&~z)&t)), 49374 + 3735936685*x
9624388200350568386*(((x^y)&~t)|((z^(x|(y|z)))&t)) + 3208129412569687654*(((x|(y&z))&~t)|((y^(x|(y|z)))&t)) + 8822355873359065520*(((y|(x&~z))&~t)|((y^~(~x|(y^z)))&t)) + 16842679371160455207*((~(x&(y^z))&~t)|((x^(y|z))&t)) + 3208129408833833259*((((y&z)^~(~x&(y^z)))&~t)|((x^z)&t)) + 16040647014282347593*(((~z|~(x^y))&~t)|((y^(x&(y|z)))&t)) + 10426420568436288559*((((y&z)^~(~x&(y^z)))&~t)|(~(x^(~y&z))&t)) + 10426420557228725374*(((~(x|~y)|(y^z))&~t)|((~z|(x^y))&t)) + 7218291148394974405*(((x&y)&~t)|((y^~(~x&(y&z)))&t)) + 12030485267249464741*(((y&(x^z))&~t)|((z^~(~x|(~y&z)))&t)) + 11228452917842884879*(((~(x|~y)|(y^z))&~t)|(~(x^y)&t)) + 6416258798988361627*(((z^~(x&(~y&z)))&~t)|((y&z)&t)) + 4812194103911138588*(((y^(~x|(~y&z)))&~t)|((y^(x&~z))&t)) + 16040647029225732257*(((y^(x|(~y|z)))&~t)|(((x&~y)|~(y^z))&t)) + 15238614679819119479*((((x&y)|(y^z))&~t)|((y^(x&(y^z)))&t)) + 1604064695077305329*((x&~t)|z), 49374 + 3735936685*x
2021560990592014368*(((~x&(y|z))&~t)|(~(x|(y|z))&t)) + 7833548856289748758*(((~(x&~y)&(x^(y^z)))&~t)|((~z&~(x^y))&t)) + 5053902487687821288*(((x^z)&~t)|(((y&z)^~(~x&(y^z)))&t)) + 12634756215483690596*(((x|y)&~t)|(~(x|(y^z))&t)) + 252695121022055454*(((x&~x)&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 1516170748547903460*(((z&(x|y))&~t)|(~(x&(~y|z))&t)) + 10360500092661810719*(((~(x|y)|(x^(y^z)))&~t)|(~(x&(y&z))&t)) + 6317378107741845298*(((y^~(x|z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 13392841586021680954*(((z^~(x&(~y|z)))&~t)|((y^(x&~z))&t)) + 2274256119085943192*(((z^(x|y))&~t)|(((x&z)^(x^(y&z)))&t)) + 18194048948951559477*(((y^(x|(y^z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 14656317213547578334*((~(x&y)&~t)|((x|y)&t)) + 8338939105805733036*(((x&(y&z))&~t)|((z|(x&~y))&t)) + 18446744069973614931*(((~x&(y&z))&~t)|((z|~(x|~y))&t)) + 15667097708843560831*((~z&~t)|(~(x&~z)&t)) + 13392841586021680954*(((~x|(~y|z))&~t)|((x|z)&t)), 49374 + 3735936685*x
14281350260977992560*(((z|(x^y))&~t)|(~(x|(y^z))&t)) + 16066519027722603295*((((x^y)|~(x^z))&~t)|((y&~(x&z))&t)) + 14281350253506217938*((z&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 12496181464346036467*(((z&~(x&~y))&~t)|((z^(x&(~y|z)))&t)) + 1785168777952371416*(((y^~(~x|(y^z)))&~t)|(((x&z)^~(y&~z))&t)) + 17851687809410862022*(((~x|(y|z))&~t)|((~x&(y|z))&t)) + 4760450077030199276*(((~(x&y)&(x^(y^z)))&~t)|(~x&t)) + 10711012693865538421*((~(x|(~y|z))&~t)|(((x&z)^(y|z))&t)) + 11207760681*((((x|y)&~(x^(y^z)))&~t)|((x^y)&t)) + 14281350242298407883*((~(~x|(~y|z))&~t)|((z&~(x&y))&t)) + 9520900165268208607*(((~z&(x^y))&~t)|((z&~(x^y))&t)) + 4760450088237959957*(((z^(~x&(y|z)))&~t)|(~(x^(y&z))&t)) + 1190112513653681822*(((z&~(x&y))&~t)|(((x&~y)|~(y^z))&t)) + 5355506333857015500*(((y|~(x^z))&~t)|(~(~x&(~y&z))&t)) + 7140675134224957652*(((y^~(x|(y^z)))&~t)|((z|(x&~y))&t)) + 8925843915913167005*(((z^~(~x&(y|z)))&~t)|((x|(~y|z))&t)), 49374 + 3735936685*x
3689348806522859491*(((y^~(x&(y^z)))&~t)|(~z&t)) + 2459565872260535431*(((~(x|~y)|(x^(y^z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 11068046445720085894*((((y&z)^~(x&(y^z)))&~t)|((y^(~x|(y|z)))&t)) + 6148914697463078347*((((x&y)|~(y|z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 7378697624253529037*(((x&(~y&z))&~t)|((~(x|y)|(y^z))&t)) + 12297829391190220009*(((y|~(x^z))&~t)|((z^~(~x&(y&z)))&t)) + 3689348806522859491*(((y|~(x|z))&~t)|((~x&(y|z))&t)) + 7378697627989416348*((~(x^(y^z))&~t)|((x^(~y|z))&t)) + 4919131763200754287*(((x^(~y|z))&~t)|((~x|(~y&z))&t)) + 12297829376246473269*(((x&z)&~t)|(~(x&y)&t)) + 11068046445720085894*((~(x^(y|z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 11068046449456022579*(((y|(x&~z))&~t)|(~(x^(~y|z))&t)) + 14757395259714818755*(((~(x&~y)&(x^(y^z)))&~t)|(~(y^z)&t)) + 13527612310508797329*((((y&~z)|~(x|(~y&z)))&~t)|((z&(x|y))&t)) + 2459565879732408801*((((x^y)&~(x^z))&~t)|((y|(x&z))&t)) + 2459565879732408801*(((y^(x|(y&z)))&~t)|((y|z)&t)), 49374 + 3735936685*x
13091237733344890114*((~(y|z)&~t)|(~(x|(y|z))&t)) + 12496181464587043935*(((y|z)&~t)|((y&~z)&t)) + 12496181472058769183*(((~(x|y)|~(y^z))&~t)|((y^~(x&(y^z)))&t)) + 17256631547402113679*(((y^(x&(y^z)))&~t)|((z^~(~x&(~y&z)))&t)) + 17851687823631734480*(((y^~(x&z))&~t)|((y^(~x|(y|z)))&t)) + 10115956423179484376*((((x^y)|~(x^z))&~t)|((y^(~x|(y|z)))&t)) + 595056268757698057*(((z^(~x&(y|z)))&~t)|((y^~(~x|(y^z)))&t)) + 1190112515099726630*((((x&y)|~(y|~z))&~t)|((~x|(~y&z))&t)) + 4760450097758668362*(((z^~(~x|(~y&z)))&~t)|(((x&~y)|(x^(y^z)))&t)) + 11901125195829247130*(((y^~(x&(~y&z)))&~t)|((~y|~(x^z))&t)) + 16661575286116042122*((~(x^(~y|z))&~t)|(((x&y)|(y^z))&t)) + 5355506355308506990*(((z^(~x&(y|z)))&~t)|((~(x^y)|~(x^z))&t)) + 2975281302693236124*(((y&~(x&~z))&~t)|((y|~z)&t)) + 7735731385508157746*(((~x|(y&z))&~t)|((z&~(x&~y))&t)) + 595056261285874061*((((x&z)^~(x^(~y&z)))&~t)|((y|(x&z))&t)) + 5355506340364809624*(((z|(x&~y))&~t)|((x|z)&t)), 49374 + 3735936685*x
8720279025153418333*(((~z|~(x^y))&~t)|((~(x&y)&(x^(y^z)))&t)) + 8049488321714749024*((~x&~t)|((y^z)&t)) + 8384883671566090649*((~(x|(y^z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 8384883660358329968*((~(x&(~y&z))&~t)|((x^(y|z))&t)) + 8720279017681594337*(((y^(~x&(y^z)))&~t)|((~y|(x^z))&t)) + 1006186042082299627*(((~(x|~y)|(y^z))&~t)|(~(~x|(y^z))&t)) + 8720279017681594337*((((x&z)^(x^(y&z)))&~t)|((z^(~x|(~y&z)))&t)) + 14421999909116191045*(((~x&(y^z))&~t)|(~(x^(y&z))&t)) + 3018558118775074885*((~(x^(y|z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 11068046444225760594*(((~x&(y^z))&~t)|((~z|~(x^y))&t)) + 3689348818477807509*(((y&(x|~z))&~t)|((x&(y|z))&t)) + 2012372076692775258*(((y^~(x|~z))&~t)|((x&(y|z))&t)) + 15428185954934526105*((~(x|(y&z))&~t)|(((y&z)|(~x&(y|z)))&t)) + 1006186042082299627*((~(x&~z)&~t)|((~x|(~y|z))&t)) + 2347767426544116883*(((y^(~x|(y|z)))&~t)|((x|(y|z))&t)) + 11068046447961647905*(((x|z)&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
6640827875053352499*(((~y|~(x^z))&~t)|((z^(x|(y&z)))&t)) + 4181261990837819676*(((y^~(x|(~y&z)))&~t)|(((x^y)&~(x^z))&t)) + 7870610804085365200*(((y^(x|(y&z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 14757395264197942777*((z&~t)|((~x&(y&z))&t)) + 5165088334810607299*(((x&(y^z))&~t)|((y^~(~x|(~y&z)))&t)) + 10576133265888249731*(((y^~(~x&(y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 11068046450950397253*((((y&~z)|~(x|(~y&z)))&~t)|((y^(x|(y^z)))&t)) + 8116567389144590278*(((y^(x|(y|z)))&~t)|(((x&y)^(y|z))&t)) + 10330176684564961338*((((x&z)^(x^(~y&z)))&~t)|((z^(~x|(~y&z)))&t)) + 3735936685*((((y&z)|(x&(y|z)))&~t)|(~(x^(y&z))&t)) + 6886784452640704207*(((~(x|~y)|(x^(y^z)))&~t)|(~(x^y)&t)) + 14019525494076570177*(((x^(y&z))&~t)|((~z|~(x^y))&t)) + 10576133265888249731*(((z^~(x&(~y|z)))&~t)|((z^~(x|y))&t)) + 15495265034319315377*((~(~x|(y|z))&~t)|((y|~(x^z))&t)) + 4181261990837819676*(((z&~(x&y))&~t)|(~(x&~z)&t)) + 12297829372510536584*((~(x&(y^z))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
17851687821582800697*(((z^~(x|y))&~t)|(((y&z)^~(x&(y^z)))&t)) + 9322548074517299933*((((x&y)|~(y^z))&~t)|((~(x^y)&(x^z))&t)) + 12297829379982393496*((~(x&z)&~t)|((y^~(~x&(~y&z)))&t)) + 6942323024914893974*((~x&~t)|((z^(~x|(y&z)))&t)) + 10711012676511519505*((((x|~y)&~(y^z))&~t)|(~y&t)) + 12892885632109144415*(((z&(x|~y))&~t)|((y&~(x&z))&t)) + 2578577136135264264*((((x&z)^(y|z))&~t)|((~x&(~y|z))&t)) + 5355506343859689467*(((z|~(x|~y))&~t)|((y^(x|~z))&t)) + 7339027216660392757*((((x&z)^~(y&~z))&~t)|((~(x|~y)|(y^z))&t)) + 9719252262526812657*(((z^~(x&(~y|z)))&~t)|(((x^y)|(x^z))&t)) + 16066519039050892397*(((y^~(~x&(~y|z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 3371985482266796232*(((z&~(x^y))&~t)|(((y&~z)^(x|(y^z)))&t)) + 991760425192516903*(((~x&(y&z))&~t)|((z&~(x&~y))&t)) + 16859927366502740940*(((x&(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 4562098005200030869*(((y^~(x&(y|z)))&~t)|((z^~(x|(y&z)))&t)) + 13487941906651564818*(((y^(x|~z))&~t)|((z|~(x|y))&t)), 49374 + 3735936685*x
10035028783928512656*(((z&(x|~y))&~t)|((x&~z)&t)) + 17266152457564927605*((((x&y)^(y|~z))&~t)|((z^(~x|(y|z)))&t)) + 3984496707757038293*(((y^~(x&z))&~t)|(((x&~y)|(y^z))&t)) + 3394200916496441370*(((z^~(x|(~y&z)))&~t)|(((x&~y)|(y^z))&t)) + 7673845532959581209*(((z^~(x|(y&z)))&~t)|((~x&(y&z))&t)) + 2951479049701401740*(((z^(x|~y))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 2213609289144007304*(((~y|(x^z))&~t)|(((x&z)|(y&~z))&t)) + 12691359921187925539*(((~(x^y)|~(x^z))&~t)|((x|~z)&t)) + 14167099449774538407*(((~z|(x^y))&~t)|((y^(~x|(~y&z)))&t)) + 11658342251924429557*((~(x&~z)&~t)|((~(x|~y)|~(y^z))&t)) + 16823430594505824660*(((~(x|~y)|~(y^z))&~t)|((z^~(~x|(y&z)))&t)) + 15790412925242328678*(((z^(x|(y|z)))&~t)|((~(x^y)|(x^z))&t)) + 18299170115620564158*((y&~t)|((z^~(x|y))&t)) + 17856448271241144638*((((y&z)^~(x&(y^z)))&~t)|(~(~x&(y^z))&t)) + 7673845547903327949*((((x&z)^(x^(y&z)))&~t)|((z|~(x|~y))&t)) + 11953490153158657733*(((y^(x|(~y&z)))&~t)|((y|z)&t)), 49374 + 3735936685*x
3735788563*(((~x&(~y&z))&~t)|((~x&(y^z))&t)) + 3735837937*((((x&z)^(y|z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 18446744069973763053*(((z^(x&y))&~t)|((y^~(~x|(y^z)))&t)) + 3735887311*((~(x&~x)&~t)|((z^(x&(~y|z)))&t)) + 18446744073709502242*(((y|~(x^z))&~t)|((y^(x|(~y&z)))&t)) + 7471725248*((((x&y)^(x^(y&z)))&~t)|(((x&y)|~(y|z))&t)) + 7471774622*(((~(x^y)&~(x^z))&~t)|((y^~(x&(~y|z)))&t)) + 18446744062501889683*((~(y&~z)&~t)|((y^~(x&(~y|z)))&t)) + 49374*(((z^(x|(~y&z)))&~t)|((y^~(x&z))&t)) + 18446744069973713679*((~(x&(~y&z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 3735936685*(((z^(~x&(y|z)))&~t)|((z&(x|~y))&t)) + 3735837937*(((~x|(y^z))&~t)|(~(y^z)&t)) + 3735837937*(((z^(x|(~y&z)))&~t)|((y&(x|z))&t)) + 3735887311*(((y^(x|(y|z)))&~t)|((z^(x&~y))&t)) + 18446744066237776994*((~(x|(~y|z))&~t)|((~(x|y)|~(y^z))&t)) + 18446744069973664305*(((y|(x&z))&~t)|((z^~(~x|(y&z)))&t)), 49374 + 3735936685*x
14757395256427204347*(((y&~(x^z))&~t)|(~(y|z)&t)) + 17216961138849513894*~(~x|(y|(~z&t))) + 8608480567183170249*(((~(x&~y)&~(x^(y^z)))&~t)|((y^(x|z))&t)) + 9838263507273519330*((((x&z)^~(x^(~y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 11068046443627981100*(((y^~(~x|(~y&z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 2459565876444810851*((((x&z)^(y|z))&~t)|((~x|(~y&z))&t)) + 4919131752142434365*(((~(x|~y)|(y^z))&~t)|((y^~(x&(~y|z)))&t)) + 1229782942331911092*(((y&(x|z))&~t)|((y^~(x|~z))&t)) + 9838263508020706667*(((z^~(x|~y))&~t)|(x&t)) + 3689348815040785258*((~(~x&(~y&z))&~t)|((y^(~x|(y^z)))&t)) + 3689348813546410584*((((x^y)&(x^z))&~t)|((y^(~x|(~y&z)))&t)) + 14757395257921579021*(((~z&~(x^y))&~t)|((y|~z)&t)) + 2988749348*(((y^~(~x|(y^z)))&~t)|(((x^y)|~(x^z))&t)) + 7378697632323132527*(((y&~(x^z))&~t)|(~(~x&(y^z))&t)) + 8608480563447282938*(((y&~(x&~z))&~t)|((y|(x&z))&t)) + 1229782937101550359*((((x^y)|(x^z))&~t)|(~(x&~z)&t)), 49374 + 3735936685*x
