# 3735936685*~x
16689911286994657724*((((x^y)&~(x^z))&~t)|((y^~(x&(y^z)))&t)) + 15811494930996577628*((((x&y)^(y|~z))&~t)|((~(x&~y)&(y^z))&t)) + 14933078530167257312*(((y^(~x|(y&z)))&~t)|(((x^y)&~(x^z))&t)) + 13176245769603920215*(((z^(x|y))&~t)|(~(~x|(y&z))&t)) + 18446744062501741561*(((z^(x|(~y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 4392081940635677935*(((y^(~x|(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 14933078530167257312*((~(x|~z)&~t)|((y^(x|(~y|z)))&t)) + 4392081940635677935*((((x|y)&(y^z))&~t)|(~(y&z)&t)) + 10540996623155009542*(((x^(~y&z))&~t)|((~(x&y)&~(y^z))&t)) + 6148914697463078347*(((y^(x|(y|z)))&~t)|(~(x|~z)&t)) + 9662580211117879171*(((y^(x|(~y|z)))&~t)|(((x^y)|(x^z))&t)) + 7905747454290478759*((y&~z)|x) + 4392081918220057825*((((x&~y)|~(x^(y^z)))&~t)|(~(y^z)&t)) + 14054662140545747051*(((x|z)&~t)|(~(x&~y)&t)) + 6148914704934951717*(((y^~(~x&(y|z)))&~t)|((y|(x^z))&t)) + 4392081929427867880*(((x^(~y&z))&~t)|((z|~(x|y))&t)), 3735936685*~x
15779744935653915022*(((y^~(~x&(y&z)))&~t)|((x&(y^z))&t)) + 1555749499067089689*(((y|(x&~z))&~t)|((x&(y^z))&t)) + 6000748073700960734*(((z^~(x&(y&z)))&~t)|(((x&z)^~(y&~z))&t)) + 2444749219224175257*((~(x|~y)&~t)|(~(x&(~y|z))&t)) + 3555998854476785477*(((z^~(~x&(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 1777999432842297766*((~(~x&(~y|z))&~t)|(((x&y)|~(y|z))&t)) + 10001246788256288995*((((x|y)&~(x^(y^z)))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 15112995145536100846*((((x&y)^(y|z))&~t)|((x^(y^z))&t)) + 2889249068094907986*(((y^(x&(y^z)))&~t)|((z^(~x&(~y|z)))&t)) + 666749782645940806*(((z^~(x&(y|z)))&~t)|((x&(~y|z))&t)) + 17557744357288402733*((~(x|(~y&z))&~t)|((y&~(x&~z))&t)) + 4889498430976477144*(((y|(x&~z))&~t)|((y^(x&~z))&t)) + 8445497281717325936*(((y^z)&~t)|((y|~z)&t)) + 9112247083042950167*((~(x|(y&z))&~t)|((z^~(x|(y&z)))&t)) + 666749786381877491*((((x&y)|(y^z))&~t)|((z|(x&y))&t)) + 2666999138055636594*((((y&z)^~(x&(y^z)))&~t)|((~x|(y|z))&t)), 3735936685*~x
18446744071697893401*((~(x^y)&~t)|(~(x|(~y|z))&t)) + 1724278470*((~(~x&(y|z))&~t)|((x&~z)&t)) + 1436898725*((((x&y)|~(y^z))&~t)|(((x&y)^~(x^(y&z)))&t)) + 2873797450*(((~(x|y)|~(x^(y^z)))&~t)|((z^(x|~y))&t)) + 287379745*(((y|(x&z))&~t)|((y^~(~x|(y^z)))&t)) + 18446744071410513656*((~(~x&(~y|z))&~t)|((~x|(~y&z))&t)) + 287379745*(((x|z)&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744070548374421*(((y|(x&~z))&~t)|((x&z)&t)) + 3735936685*(((~(x^y)|(x^z))&~t)|((~(x|~y)|~(y^z))&t)) + 18446744067387197226*((((x&~y)|~(x^(y^z)))&~t)|(((x&y)|~(y^z))&t)) + 18446744072560032636*((((x|~y)&(y^z))&~t)|((z&(x|y))&t)) + 4598075920*(((~z|(x^y))&~t)|((y^(x&(y^z)))&t)) + 18446744071410513656*((~(x|(y|z))&~t)|((y^~(~x|(y&z)))&t)) + 4310696175*((~(x|(~y|z))&~t)|((z|~(x|y))&t)), 3735936685*~x
1871408818530543398*(((y^~(~x&(y&z)))&~t)|(~(~x|(y|z))&t)) + 12832517618117921422*((~(x|~z)&~t)|(~(y|z)&t)) + 10159076446120047507*((~(x&~z)&~t)|((~z&~(x^y))&t)) + 3742817640797023481*(((y^(x|(y|z)))&~t)|(~(x|(y&z))&t)) + 9357044096388653675*(((x^(y&z))&~t)|((~(x^y)&(x^z))&t)) + 17110023489578583001*((((x|~y)&~(x^(y^z)))&~t)|((~(x&~y)&(y^z))&t)) + 5079538221192055411*((~(~x|(y|z))&~t)|((y^(x|(y|z)))&t)) + 3742817640797023481*((~(x|z)&~t)|((~(x&y)&~(y^z))&t)) + 6683602924390779760*((((x&z)^~(x^(y&z)))&~t)|((y^(x&(~y|z)))&t)) + 2673441168261937230*(((x&z)&~t)|((y^~(x|(~y&z)))&t)) + 7752979393189929326*((((x&y)|~(y|z))&~t)|(~(~x&(~y|z))&t)) + 6416258809058960711*((~(y|z)&~t)|((y&z)&t)) + 3742817637061086796*(((~y|(x^z))&~t)|(~(x&~y)&t)) + 17377367604910402050*(((~z|~(x^y))&~t)|((y|(x^z))&t)) + 17377367608646338735*(((~x|(y&z))&~t)|((y|z)&t)), 3735936685*~x
6439414595751874788*(((~(x|y)|~(y^z))&~t)|((~x&(~y&z))&t)) + 18349910773034640574*(((y^(x|(y^z)))&~t)|((~(x^y)&(x^z))&t)) + 5906831438303927372*((~(x^(y&z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 5664748179144776397*(((x|(y&z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 11765246218798525853*(((z^(~x&(~y|z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 13653495615582721337*((~(~x&(y^z))&~t)|(~(x^(~y&z))&t)) + 7165664365757454343*(((x|~z)&~t)|(~(x&(y&z))&t)) + 16655327985072140544*((~(y&~z)&~t)|((z^~(x&(y&z)))&t)) + 5035331717285981254*(((y^(x&z))&~t)|(~(x^y)&t)) + 6390997945414419267*((((x&y)^(x^(y&z)))&~t)|(~(x^y)&t)) + 7068831061346606616*(((x&~y)&~t)|(~(~x&(y|z))&t)) + 145249951012366563*((((x&z)|~(y|z))&~t)|((z^~(x&(~y|z)))&t)) + 15735411609980802220*(((z^(x&(y|z)))&~t)|((z&(x|~y))&t)) + 8085580733376919297*(((~(x|~y)|~(x^(y^z)))&~t)|((y|(x&~z))&t)) + 10700079896430757651*(((y^(x|(~y&z)))&~t)|((z^(x&~y))&t)) + 3970165394918213052*((~(x|(y^z))&~t)|(((y&z)|(~x&(y|z)))&t)), 3735936685*~x
13453640413845746939*((~x&~t)|(~(x|(~y|z))&t)) + 10540996608211262802*(((z^(x|~y))&~t)|(~(x|(y&z))&t)) + 2773946476041697405*(((z^(~x|(y&z)))&~t)|((y^(~x|(y&z)))&t)) + 1525670554537857037*((((x&z)^~(x^(~y&z)))&~t)|((y^(~x|(y&z)))&t)) + 7628352828728335460*(((~(x|~y)|~(y^z))&~t)|((~(x&~y)&(y^z))&t)) + 1803065213723430501*((~(y&z)&~t)|((z^(x|~y))&t)) + 8460536753981942262*((((x&y)^~(x^(y&z)))&~t)|(~(x&z)&t)) + 1664367884130643769*(((~(x|~y)|(y^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 9292720690443359119*(((~(x|~y)|~(y^z))&~t)|(((x&y)|(x^(y^z)))&t)) + 14701916327877713937*(((y^(x|(~y|z)))&~t)|(~(x^z)&t)) + 3051341135227270869*((~(x^(y^z))&~t)|((x|~z)&t)) + 8737931416903452411*((~x&~t)|(((x&y)^(x^(~y|z)))&t)) + 17198468155941647933*(((~z|(x^y))&~t)|(((x&y)^(x^(~y|z)))&t)) + 6518774214401661714*((((y&~z)^(~x|(y^z)))&~t)|(((y&z)|(x&(y|z)))&t)) + 4993103656127867992*(((z^~(~x&(y&z)))&~t)|(~(~x&(~y&z))&t)) + 7628352813784588720*(((x^(y&z))&~t)|((x|z)&t)), 3735936685*~x
18446744068479240257*(((x^(y&z))&~t)|((x&~z)&t)) + 18446744072962364279*(((z^~(x&~y))&~t)|((y^~(~x|(~y&z)))&t)) + 2241562011*((((x&z)^(y|z))&~t)|((~x&(y|z))&t)) + 6724686033*(((x|(y|z))&~t)|((z&(x^y))&t)) + 3735936685*((~(x|~z)&~t)|((x^y)&t)) + 18446744072215176942*(((y^(~x&(y^z)))&~t)|((x^(y&z))&t)) + 8966248044*((~(x|(y|z))&~t)|(((x|~y)&~(y^z))&t)) + 2988749348*(((z^~(~x&(y&z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 18446744068479240257*(((y^~(x&(y&z)))&~t)|(~(x^z)&t)) + 2988749348*(((y&(x^z))&~t)|((z&~(x&~y))&t)) + 18446744067732052920*((((y&~z)|~(~x|(~y&z)))&~t)|((~(x|y)|~(y^z))&t)) + 18446744065490490909*(((~(x&~y)&~(x^(y^z)))&~t)|(((x&y)^(x^(y&z)))&t)) + 747187337*((((x&y)^~(x^(~y|z)))&~t)|((z|~(x|~y))&t)) + 18446744071467989605*(((~(x&y)&(y^z))&~t)|((z|(x&y))&t)) + 5977498696*((~(~x&(y|z))&~t)|((x|(~y|z))&t)), 3735936685*~x
3735936685*((((x|~y)&(x^(y^z)))&~t)|((~y&(x^z))&t)) + 2241562011*(((z&~(x&~y))&~t)|((y^(~x|(y&z)))&t)) + 18446744071123133911*(((z^~(~x|(y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 18446744069628759237*(((y^~(x|(~y&z)))&~t)|(~(x|(y^z))&t)) + 7989156911*(((y^(~x|(~y&z)))&~t)|(~(x|(y^z))&t)) + 18446744066122726348*(((z&(x|~y))&~t)|((z^(x|(~y&z)))&t)) + 18446744071410513656*(((~x&(~y&z))&~t)|(~x&t)) + 18446744066697485838*(((y|z)&~t)|(~x&t)) + 9368579687*(((~(x^y)&(x^z))&~t)|(~(x&z)&t)) + 2988749348*(((y^~(~x|(y&z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 344855694*(((x|(~y|z))&~t)|((y^~(~x&(y&z)))&t)) + 18446744070433422523*((~(~x|(~y|z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 3735936685*(((y^(x&z))&~t)|((z&(x|~y))&t)) + 18446744069226427594*(((y^(~x|(~y|z)))&~t)|(((x&y)|~(y|~z))&t)) + 57475949*((((x&y)^(y|z))&~t)|((y^~(x|z))&t)) + 3965840481*((~(x&~z)&~t)|(((y&z)|(~x&(y|z)))&t)), 3735936685*~x
9942925882482786066*(((y^~(~x&(~y&z)))&~t)|((~x&(~y&z))&t)) + 12167001408729305668*(((y^(x&(y|z)))&~t)|(~y&t)) + 6410570636233350234*(((x^(y^z))&~t)|((~(x&y)&(y^z))&t)) + 11905345469959033781*(((y^(x|(~y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 261655946242145257*((~(x^(y^z))&~t)|(((x^y)&(x^z))&t)) + 6933882528717640748*(((y^~(x|(y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 4186495106250893947*(((z^~(x|(~y&z)))&~t)|((~z|(x^y))&t)) + 12951969239983868069*((~(x&(~y|z))&~t)|((z^(x&y))&t)) + 4055667138733726346*(((~(x&y)&~(y^z))&~t)|(~(x&(y&z))&t)) + 9288786026217264636*((~(x^(~y|z))&~t)|((y&(x|~z))&t)) + 5233118883747601605*((((x&y)|~(y^z))&~t)|(((x&z)|~(y|z))&t)) + 13867765046227471441*(((~x|(y&z))&~t)|((z^~(x&(~y|z)))&t)) + 15437700716208469613*((((y&~z)^(~x|(y^z)))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 8503818183754892180*(((x|(y&z))&~t)|((z^~(~x|(y&z)))&t)) + 2093247554993415316*(((y^z)&~t)|((x|y)&t)) + 915795809979540057*(((y|~(x|z))&~t)|(z&t)), 3735936685*~x
2049638231242380554*((((x&z)|~(y|z))&~t)|((z^(~x|(y|z)))&t)) + 15030680356217562921*((((x|y)&(y^z))&~t)|(~(x|(y&z))&t)) + 3416063721227925380*(((y^~(~x&(y|z)))&~t)|((x&(~y&z))&t)) + 3416063713756052010*((~(~x&(~y|z))&~t)|((x&~y)&t)) + 2732850976235152967*(((y&(x^z))&~t)|((~(x&y)&(y^z))&t)) + 15713893101210335334*(((y^(x|(y&z)))&~t)|((y&~(x&z))&t)) + 8881765666226357944*((((x&y)|(x^(y^z)))&~t)|((z^(x&(~y|z)))&t)) + 16397105842467171062*(((~(x&~y)&(x^(y^z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 17763531328716779203*(((z&(x^y))&~t)|(~(x^(y^z))&t)) + 15030680356217562921*((~y&~t)|(~(~x|(y^z))&t)) + 12297829379982409954*((~(~x|(y&z))&~t)|((y^~(x|~z))&t)) + 6832127431248040705*((((x^y)|~(x^z))&~t)|(~(~x&(~y|z))&t)) + 6148914693727141662*((((x^y)|~(x^z))&~t)|((x|~z)&t)) + 3416063717491988695*((~(x|(y&z))&~t)|((~(x|y)|~(y^z))&t)) + 12981042128711119052*((((x&y)|(y^z))&~t)|(~(x&(~y&z))&t)) + 17080318587459943475*(((z&~(x^y))&~t)|(((x&y)^(x^(y&z)))&t)), 3735936685*~x
12702184729*(((z|~(x|~y))&~t)|((x&~x)&t)) + 18446744061754554224*((((x&y)|~(x^(y^z)))&~t)|((z^(~x|(~y|z)))&t)) + 4483124022*(((z|~(x|y))&~t)|((y^z)&t)) + 18446744066984865583*((((x|y)&(y^z))&~t)|(((x|y)&~(x^(y^z)))&t)) + 747187337*(((z^~(x|y))&~t)|((x&y)&t)) + 3735936685*(((z^(~x|(~y&z)))&~t)|((y^~(x|(~y&z)))&t)) + 4483124022*(((~(x^y)&(x^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 18446744057271430202*((((x|y)&~(y^z))&~t)|((z&~(x^y))&t)) + 18446744065490490909*((~(x&y)&~t)|((~(x|y)|(x^(y^z)))&t)) + 18446744066984865583*(((~x&(y^z))&~t)|(~(~x&(~y|z))&t)) + 2241562011*((((x|y)&(y^z))&~t)|((z&(x|~y))&t)) + 9713435381*(((y^~(~x|(y&z)))&~t)|((~y|~(x^z))&t)) + 18446744059512992213*(((x&~x)&~t)|((~(x&~y)&~(y^z))&t)) + 12702184729*(((~x&(y&z))&~t)|(~(y^z)&t)) + 14943746740*(((z^(x|(~y|z)))&~t)|((~x|(y&z))&t)) + 18446744070720802268*((((x&y)|(y^z))&~t)|(~(x&~z)&t)), 3735936685*~x
17763531306301159093*((((x^y)&~(x^z))&~t)|((z^(~x|(y|z)))&t)) + 15030680345009752866*(((z|~(x|y))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 16397105820051550952*(((~(x&y)&(x^(y^z)))&~t)|((y^(x|(y|z)))&t)) + 8881765673698231314*(((z^~(~x&(~y|z)))&~t)|((~(x&y)&(y^z))&t)) + 10248191186099396250*((~(y&~z)&~t)|((y^(~x|(~y|z)))&t)) + 3416063724963862065*((((y&~z)^(x|(y^z)))&~t)|((y&(x^z))&t)) + 18679683425*(((y^z)&~t)|((y^~(~x|(y^z)))&t)) + 683212722577152303*((((y&z)|(x&(y|z)))&~t)|((x^z)&t)) + 16397105868618727857*(((x&~x)&~t)|((z^~(~x&(~y|z)))&t)) + 17080318583724006790*(((~(x|y)|~(x^(y^z)))&~t)|(~(x&z)&t)) + 13664254862496081410*(((y^~(x|~z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 3416063706284178640*((((x|y)&~(y^z))&~t)|((y&~(x^z))&t)) + 10931403923620295293*(((y&~(x&~z))&~t)|((y&~(x^z))&t)) + 15030680359953499606*((~z&~t)|(((x&y)^(x^(~y|z)))&t)) + 16397105823787487637*(((~(x|y)|~(y^z))&~t)|((y|(x^z))&t)) + 9564978407483193672*((((x&y)^(y|z))&~t)|((z|~(x|~y))&t)), 3735936685*~x
13994081715212417568*(((y|~z)&~t)|(~(~x|(~y|z))&t)) + 636094624777268684*((~(x|y)&~t)|((z^(x|(~y|z)))&t)) + 7633135478647540783*((((x&~y)|(y^z))&~t)|((z^(x|(y|z)))&t)) + 1272189245818600683*((((x&y)^(x^(~y|z)))&~t)|((z^~(x&~y))&t)) + 8905324728202078151*(((z^(x&(~y|z)))&~t)|(~(x|~z)&t)) + 7633135478647540783*(((y^~(x|(~y&z)))&~t)|((z&~(x&y))&t)) + 10813608591326074148*(((~(x&y)&~(y^z))&~t)|((~(x|~y)|(y^z))&t)) + 8269230099688872782*(((~(x|~y)|~(y^z))&~t)|(~(~x|(y^z))&t)) + 12085797837144674831*(((y^(~x|(y^z)))&~t)|((x&y)&t)) + 15266270953559144881*((((x&z)^(x^(~y&z)))&~t)|(~(x^y)&t)) + 10177513977756615519*(((y^(~x|(y|z)))&~t)|((y^(~x&(~y|z)))&t)) + 8905324724466141466*(((y^(~x|(y&z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 1908283870595869367*(((z^~(~x|(y&z)))&~t)|((~(x^y)|(x^z))&t)) + 6997040857606208784*(((~(x&y)&(x^(y^z)))&~t)|((z^~(x|(y&z)))&t)) + 3735936685*(((z^~(x|y))&~t)|(z&t)) + 10177513970284742149*(((z&(x|y))&~t)|((z|~(x|y))&t)), 3735936685*~x
17657578554576647407*(((x^(y&z))&~t)|((y&~z)&t)) + 3847181915579741817*((~(x|~y)&~t)|((y^~(x&(y^z)))&t)) + 2367496564870585997*(((~y&(x^z))&~t)|((~(x&y)&(y^z))&t)) + 5622804343902602171*(((~x&(y&z))&~t)|((y^(x|z))&t)) + 5129575894911529126*((((x&z)|(y&~z))&~t)|((y^(x|z))&t)) + 10752380231342257927*(((x^(~y&z))&~t)|((y^z)&t)) + 8779466427906092377*(((x^(~y&z))&~t)|((z^(x|(~y&z)))&t)) + 295937077613704534*(((~z&(x^y))&~t)|((z^~(~x&(~y|z)))&t)) + 18249452687388436365*((~(x^z)&~t)|(~(~x|(~y&z))&t)) + 14994144927036103616*(((~(x|y)|~(y^z))&~t)|(~(~x|(~y&z))&t)) + 14303625084252041950*(((x&(~y|z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 10653734543785605329*((((x&y)|~(y|z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 6214678480450327814*(((z^(x|(y|z)))&~t)|(((x&y)|(y^z))&t)) + 13218522483769496522*((((x|y)&~(y^z))&~t)|(((x|y)&~(y^z))&t)) + 3156662095211300261*(((y&(x|~z))&~t)|((z|~(x|y))&t)) + 11442900066654446223*((((x&y)|~(y|z))&~t)|(~(x&~x)&t)), 3735936685*~x
14541958832729324709*((((x|y)&(y^z))&~t)|(~(x|(y^z))&t)) + 16830970871318272210*((((x&y)^(y|z))&~t)|((y&~(x&z))&t)) + 14407311067731353101*(((~(x&~y)&~(y^z))&~t)|(~(x&z)&t)) + 8213513780690305323*(((y&(x|z))&~t)|((z&(x^y))&t)) + 2289012038588947501*(((x|(y^z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 942534366193611311*(((~x|(y|z))&~t)|(~(x^y)&t)) + 17908153006245791814*(((y^(x|(y&z)))&~t)|((y^~(x&(y|z)))&t)) + 7136331645762785719*(((~(x^y)&(x^z))&~t)|((x&(~y|z))&t)) + 14138015530263536515*((((x&~y)|~(y^z))&~t)|(~(x^(~y|z))&t)) + 2289012042324884186*(((z^~(~x|(y&z)))&~t)|((z&(x|~y))&t)) + 8213513788162178693*((~(x|(~y|z))&~t)|((y^(~x|(y^z)))&t)) + 5655206208369477921*(((y^(x&(y^z)))&~t)|((y^(~x|(~y&z)))&t)) + 269295529995943216*((~(~x|(y|z))&~t)|((y^(x&~z))&t)) + 9829286990553458099*(((~x&(y&z))&~t)|((y^~(x|z))&t)) + 1481125441129244483*(((~x|(y|z))&~t)|((y^~(~x|(y&z)))&t)) + 5924501745837294507*((~(x^(y&z))&~t)|((y|z)&t)), 3735936685*~x
4099276462484761108*(((z^(~x|(y|z)))&~t)|(~(y|z)&t)) + 18446744070720802268*((~y&~t)|((~(x&~y)&(y^z))&t)) + 4099276467715072467*(((~(x|~y)|(y^z))&~t)|(((x^y)&~(x^z))&t)) + 4099276460243199097*((((y&~z)|~(x|(~y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 2241562011*((~(x|(y&z))&~t)|((z^(x|~y))&t)) + 16397105843214358399*(((~(x|~y)|~(y^z))&~t)|(~(x&(~y|z))&t)) + 8198552921980772868*(((x|~z)&~t)|(~(x^(y^z))&t)) + 12297829379235222617*((((x&z)|(y&~z))&~t)|((z^(x&y))&t)) + 14347467614213539856*((((x&y)^(y|z))&~t)|((~y|(x^z))&t)) + 8198552918244836183*(((z|(x&~y))&~t)|(~(~x|(~y&z))&t)) + 12297829387454283324*(((y^~(x&(y&z)))&~t)|((y^~(x|~z))&t)) + 6148914688496830303*(((~x|(y^z))&~t)|(~(x^(~y|z))&t)) + 10248191149487216737*(((y^(~x|(~y|z)))&~t)|((z^~(x&(y|z)))&t)) + 2049638232736755228*(((z^(x|(~y&z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 12297829385959908650*((((x&z)|~(y|z))&~t)|((~(x^y)|(x^z))&t)) + 4099276458748824423*((~(~x&(~y|z))&~t)|(~(x&~y)&t)), 3735936685*~x
15092790607120882844*((~(x|(~y|z))&~t)|(~(x|y)&t)) + 17887751822304358342*(((y^(x|(y&z)))&~t)|((x&~y)&t)) + 7825891427021476048*((((y&z)|(x&(y|z)))&~t)|(~y&t)) + 6707906936166086892*((~(x&z)&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 7266899183835343481*(((x|(y^z))&~t)|((x^y)&t)) + 6707906936913274229*((((x&y)|~(y^z))&~t)|(((x|~y)&~(y^z))&t)) + 10620852647435262905*((((y&z)|(x&(y|z)))&~t)|(((x|~y)&~(y^z))&t)) + 9502868162557372445*(((y|(x&~z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 11179844886138271450*((~(~x|(~y&z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 8943875916382490530*((((x&~y)|(x^(y^z)))&~t)|((y^~(x|~z))&t)) + 3912945714257925361*(((z^(~x|(y&z)))&~t)|((~(x^y)|~(x^z))&t)) + 4471937955949683254*((~(x|(~y|z))&~t)|((y^~(x|z))&t)) + 5589922450541009095*((~(~x|(y|z))&~t)|(((y&z)|(~x&(y|z)))&t)) + 12856821624662917195*(((y^(~x&(y^z)))&~t)|((z^~(~x|(y&z)))&t)) + 1117984490108201819*(((z^~(~x&(y|z)))&~t)|(((x&~y)|~(y^z))&t)) + 17328759583601349797*(((x&(~y|z))&~t)|((z|~(x|y))&t)), 3735936685*~x
12297829372510536584*(((~(x&~y)&~(y^z))&~t)|(~(y|z)&t)) + 12297829379982409954*((((x&y)|~(y^z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 7471873370*(((x^(~y&z))&~t)|((~(x^y)&(x^z))&t)) + 18446744069973614931*((((x&~y)|~(x^(y^z)))&~t)|((y^~(~x|(y^z)))&t)) + 12297829398662093379*((((x&z)^~(y&~z))&~t)|(((x&z)^~(y&~z))&t)) + 12297829383718346639*(((y^~(x&(y|z)))&~t)|((x^(~y|z))&t)) + 6148914682519331607*((~(~x&(~y&z))&~t)|((y^(x&z))&t)) + 12297829391190220009*(((y^~(x|z))&~t)|((y&(x|~z))&t)) + 12297829376246473269*((~z&~t)|((y^~(x&(~y|z)))&t)) + 6148914689991204977*(((z&~(x&~y))&~t)|((y^(~x|(~y&z)))&t)) + 18446744062501741561*(((~x&(~y&z))&~t)|((z&~(x&~y))&t)) + 6148914704934951717*(((y&~(x&~z))&~t)|((z^~(x|(y&z)))&t)) + 6148914682519331607*(((~(x^y)|(x^z))&~t)|((y|(x&z))&t)) + 12297829387454283324*(((z^(~x|(~y|z)))&~t)|((y|~(x^z))&t)) + 12297829394926156694*((~(~x&(y^z))&~t)|((x|(y|z))&t)) + 6148914678783394922*((((x|y)&~(y^z))&~t)|(~(x&~x)&t)), 3735936685*~x
8353242605054795728*((~x&~t)|((y^(~x|(y|z)))&t)) + 7657139052142938294*((~y&~t)|(((x|~y)&(y^z))&t)) + 14618174543902145784*(((x&(y^z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 348051776455928717*((((x&z)^(x^(~y&z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 15314278096814003218*(((x&(~y|z))&~t)|((~x|(~y&z))&t)) + 15314278096814003218*(((y^~(x&(y^z)))&~t)|((z^~(x&(~y|z)))&t)) + 11485708574478470756*(((y^~(~x&(~y&z)))&~t)|(~(~x&(~y|z))&t)) + 3132465969423675028*((~(x&(y|z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 10093501476126629258*(((z^(x|(~y&z)))&~t)|(((x&~y)|(x^(y^z)))&t)) + 14966226324094011186*((~(x&~z)&~t)|((x|(~y&z))&t)) + 16010381649725860652*(((y^~(~x|(~y&z)))&~t)|((x|~y)&t)) + 2784414200439619681*(((z&(x^y))&~t)|((y&z)&t)) + 6612983726511088828*(((z^~(x&(y|z)))&~t)|((y^(x&~z))&t)) + 9745449695934763856*(((z^(~x|(~y|z)))&~t)|(((y&z)|(x&(y|z)))&t)) + 5568828400879239362*(((~x&(~y&z))&~t)|((z|(x&y))&t)) + 14966226327829947871*((~z&~t)|((x|(y|z))&t)), 3735936685*~x
13357987090435148884*((((y&~z)^(x|(y^z)))&~t)|((x&~x)&t)) + 15266270953559144881*((~x&~t)|((x&(~y&z))&t)) + 4452662365969007418*(((z^(x|(~y|z)))&~t)|((z^(~x|(y&z)))&t)) + 2544378491637201366*((((y&~z)|~(~x|(~y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 12721892465657880200*(((z^(~x|(~y|z)))&~t)|(((x&z)^~(y&~z))&t)) + 1272189245818600683*((((x&y)|~(x^(y^z)))&~t)|((x^(~y|z))&t)) + 17174554827890950933*((~(x&(y&z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 17810649448932282932*((((x^y)|~(x^z))&~t)|(~(x^(y&z))&t)) + 1272189242082663998*((((x|~y)&~(y^z))&~t)|((y^~(x|~z))&t)) + 4452662362233070733*((~(~x&(~y|z))&~t)|((x&z)&t)) + 14630176332517812882*(((z&(x|~y))&~t)|((z^~(x&(~y|z)))&t)) + 13357987094171085569*((~x&~t)|((z^~(x|~y))&t)) + 5088756979538466047*(((~(x|~y)|~(x^(y^z)))&~t)|(((x&~y)|(x^(y^z)))&t)) + 16538460206849618934*(((z^~(x|(y&z)))&~t)|(((x&y)|(y^z))&t)) + 14630176332517812882*(((x&(y|z))&~t)|((y|~z)&t)) + 5724851615523544786*(((y|~(x^z))&~t)|(~(x&(~y&z))&t)), 3735936685*~x
