# 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 3735936685*(y&~z) + 18446744069973614931*~(x&(~y|z)) + 18446744069973664305, 49374 + 3735936685*x
98748*(x&(y^z)) + 18446744069973664305*~(x&(~y|z)) + 3735788563*(~(x|y)|~(x^(y^z))) + 3735837937*((y&~z)|~(~x|(~y&z))) + 49374*(~(x^y)|(x^z)), 49374 + 3735936685*x
18446744069973664305*(~(x^y)&(x^z)) + 49374*(x^(y&z)) + 98748*(x&(y&z)) + 18446744069973664305*((y&~z)|~(~x|(~y&z))) + 7471774622*(x|(~y&z)) + 3735887311*y + 18446744073709502242*(y|~z) + 18446744069973614931*z, 49374 + 3735936685*x
6148914689991188519*~(x|(y&z)) + 18446744066237727620*(~x&(y|z)) + 6148914697463012515*(z^~(~x&(~y|z))) + 3735887311*(y^~(x&(~y|z))) + 6148914689991237893*(~(x&~y)&(x^(y^z))) + 12297829379982426412*((x&y)|~(y^z)) + 3735887311*(y^(x&(y^z))), 49374 + 3735936685*x
8452616924384987693*~(x|(y^z)) + 4997063576530200930*(x^(y|z)) + 13449680493443414001*((y&~z)^(~x|(y^z))) + 8452616924385037067*(x^(~y&z)) + 4997063576530200930*(y^~(x&(y|z))) + 18446744066237727620*(y^~(x|~z)) + 13449680504651125308*((x&y)|(y^z)) + 9994127153060451234*(z|~(x^y)), 49374 + 3735936685*x
18446744058765854250*(y^(~x|(y&z))) + 11207760681*(z^~(x&(~y&z))) + 18446744066237678246*((x&z)^~(x^(y&z))) + 18446744040086220199*(y&~(x&z)) + 29887394732*((x&z)^(y|z)) + 11207760681*(y^~(x|z)) + 18446744066237678246*(z^(x&~y)), 49374 + 3735936685*x
3735936685*((x|~y)&(y^z)) + 18446744069973565557*(~(x|~y)|(y^z)) + 18446744073709502242*((x|~y)&~(y^z)) + 3735936685*(x|y), 49374 + 3735936685*x
18446744069973664305*(~(x^y)&(x^z)) + 7471823996*((x&y)^~(x^(~y|z))) + 18446744066237727620*(y^~(~x|(y^z))) + 7471823996*((x|y)&~(x^(y^z))) + 18446744073709502242*(~x|(y^z)) + 14943598618*((x|~y)&(x^(y^z))) + 18446744062501840309*((y&~z)^(x|(y^z))), 49374 + 3735936685*x
98748*(x&(y^z)) + 3735887311*((y&z)^~(~x&(y^z))) + 7471725248*(z^~(x&~y)) + 18446744069973664305*~(y&z) + 18446744066237776994*(~(x|~y)|~(x^(y^z))) + 3735837937*(z^(x&y)) + 3735887311*(y^(x&~z)), 49374 + 3735936685*x
1846656933608630804*(~y&(x^z)) + 18446744073709502242*(y^~(x&(y^z))) + 1846656937344518115*((x&~y)|(x^(y^z))) + 16600087140100970186*(x|(y^z)) + 3735936685*(x|(y&z)) + 1846656933608581430*(y|(x&z)) + 16600087136364984127*(z|(x^y)), 49374 + 3735936685*x
18446744066237678246*(~x&(y^z)) + 18446744069973614931*(z^~(~x&(~y&z))) + 11207760681*(y^~(~x&(y^z))) + 11207810055*((x|~y)&~(x^(y^z))) + 18446744069973614931*(y^~(x&~z)) + 18446744069973614931*((x&~y)|~(x^(y^z))) + 14943697366*(y^(~x&(y^z))) + 18446744062501741561*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
3735887311*~(~x|(y&z)) + 18446744069973516183*((x|~y)&(y^z)) + 18446744069973516183*(y^(x&(y|z))) + 3736084807*(x^(y&z)) + 3735986059*((x&z)|(y&~z)) + 18446744073709502242*((x|y)&~(y^z)) + 18446744069973516183*((x&y)|~(y^z)) + 3735986059*((x&y)^(x^(~y|z))), 49374 + 3735936685*x
14863158237883044384*(~x&(y^z)) + 8327475579766080312*(y^(x|(y|z))) + 11911061411856700233*(~(x&y)&(y^z)) + 10119268493943421930*~(x|(~y&z)) + 10119268497679358615*((x&y)|(x^(y^z))) + 10119268493943421930*(y^(~x&(y^z))) + 8327475579766129686*((y&z)|(x&(y|z))) + 8327475579766080312*(y|~(x^z)), 49374 + 3735936685*x
12297829383718346639*(y^z) + 6148914689991204977*(x^z) + 6148914689991204977*(z&(x^y)) + 6148914689991204977*((x|y)&~(x^(y^z))) + 6148914689991204977*(y&~(x&~z)) + 12297829387454283324*(x|(y&z)) + 49374, 49374 + 3735936685*x
18446744069973614931*(z^(~x|(y|z))) + 7471873370*(y^~(~x&(~y&z))) + 18446744066237678246*(~(x&~y)&(x^(y^z))) + 11207810055*(y^~(x|~z)) + 7471922744*(y&~(x&~z)) + 18446744069973565557*(~x|(y&z)) + 18446744069973565557*(x|y), 49374 + 3735936685*x
3735986059*~(x|z) + 18446744069973516183*((x&z)^(x^(~y&z))) + 3735936685*(~(x&y)&~(x^(y^z))) + 18446744066237530124*(y&~(x^z)) + 11207908803*~(~x|(~y&z)) + 18446744069973565557*(y^~(x&z)) + 7471972118*(z^~(x|~y)) + 18446744069973565557*(y|~(x^z)), 49374 + 3735936685*x
7471873370*((x&z)^(x^(~y&z))) + 26151606169*(~x&(y&z)) + 18446744058765755502*(z^(x|~y)) + 3735936685*(y^~(~x&(y|z))) + 11207810055*(y^~(x|(y^z))) + 7471873370*((y&~z)^(x|(y^z))) + 18446744058765755502*(z|~(x|~y)), 49374 + 3735936685*x
7471774622*~(x|z) + 18446744066237727620*~(x|(~y&z)) + 18446744073709502242*(z&(x^y)) + 18446744069973614931*(~(x|y)|(x^(y^z))) + 3735887311*(z^~(~x|(y&z))) + 3735936685*((x^y)|~(x^z)), 49374 + 3735936685*x
18446744066237727620*~(~x|(~y|z)) + 3735887311*(x&~z) + 3735887311*(x&(y^z)) + 3735936685*(x&y) + 18446744073709502242*(~x|(y&z)), 49374 + 3735936685*x
3735936685*(z^(~x|(~y|z))) + 18446744066237727620*(z^(x|(~y&z))) + 3735887311*(~z|(x^y)) + 11207810055*((x|y)&~(y^z)) + 18446744066237678246*(~(x|~y)|~(y^z)) + 18446744066237678246*(z^(x&~y)) + 7471823996*(z^~(~x|(y&z))), 49374 + 3735936685*x
7471774622*~(~x|(~y|z)) + 18446744069973713679*(y&(x|~z)) + 7471725248*~(x^(y&z)) + 49374*(y^(~x|(y^z))) + 18446744069973664305*(~(x^y)|(x^z)) + 11207711307*(x|(y&z)) + 18446744069973614931*(y|~(x^z)) + 18446744069973614931*(x|z), 49374 + 3735936685*x
18446744069973614931*~(x&(y|z)) + 18446744069973614931*((x&y)|~(y|~z)) + 3735936685*(x|(~y&z)) + 18446744069973664305, 49374 + 3735936685*x
3735936685*~(~x|(y|z)) + 18446744069973614931*(~z&(x^y)) + 3735936685*(x&~z) + 3735936685*(~(x|~y)|~(x^(y^z))) + 18446744069973614931*(~x|(y^z)) + 3735936685*(z^~(x|~y)) + 49374, 49374 + 3735936685*x
5230481558368323456*~(y|z) + 17951707642504010261*((y&z)^~(~x&(y^z))) + 4735445127162732727*~(y&z) + 8975853819384036788*((x^y)&(x^z)) + 13711298946546769515*(z^~(~x&(y&z))) + 495036434941478040*((x|y)&~(x^(y^z))) + 4735445130898669412*~(~x|(y^z)) + 13711298946546769515*(z|~(x|y)), 49374 + 3735936685*x
3735936685*(z^(x|(y|z))) + 18446744062501741561*(z^(x|y)) + 11207810055*(~(x&y)&(y^z)) + 3735887311*(~(x|~y)|(y^z)) + 18446744073709502242*((x|~y)&~(y^z)) + 14943746740*~(~x|(~y&z)) + 18446744066237678246*((x&z)|(y&~z)) + 18446744069973614931*(z|(x&~y)), 49374 + 3735936685*x
6148914697463045431*(~(x&y)&(x^(y^z))) + 18446744069973614931*(y^(~x|(y&z))) + 18446744069973614931*(y^(x|z)) + 12297829387454266866*(y^(~x|(~y|z))) + 6148914689991221435*((x&~y)|(y^z)) + 12297829379982393496*~(x&(y|z)) + 12297829383718330181*(z^~(x&(~y|z))) + 6148914693727108746*((y&z)|(x&(y|z))), 49374 + 3735936685*x
6148914697463045431*(y^~(~x|(~y&z))) + 6148914689991221435*(y^~(~x|(y^z))) + 18446744069973614931*(y^(x&z)) + 12297829379982393496*~(x&(y&z)) + 12297829383718330181*((x|~y)&~(y^z)) + 6148914682519348065*~(x^(y&z)) + 6148914701198982116*(~(x^y)|~(x^z)) + 12297829383718330181*(y^(~x&(y^z))), 49374 + 3735936685*x
14195421285138874840*(~(x^y)&(x^z)) + 4251322788570627402*((x&y)^~(x^(y&z))) + 4251322792306564087*(x&(~y&z)) + 14195421281402938155*(z^(~x|(y&z))) + 49374*(y^~(x&~z)) + 3735936685*(x|~z) + 18446744073709502242*(x|(~y|z)), 49374 + 3735936685*x
3735887311*(x&(y^z)) + 18446744069973664305*(y^(x|(y|z))) + 18446744069973664305*((y&~z)|~(x|(~y&z))) + 18446744069973664305*(y&~(x^z)) + 3735887311*((y&~z)|~(~x|(~y&z))) + 49374*(x&(~y|z)) + 3735837937*(~x|(~y|z)), 49374 + 3735936685*x
18679485929*(~z&~(x^y)) + 18446744055030016313*~(x|(y&z)) + 18446744062501840309*((x|y)&~(x^(y^z))) + 18446744069973664305*(z^(~x&(y|z))) + 18446744069973664305*(y^(~x|(~y&z))) + 7471774622*(y&z) + 18446744055030065687*~(y^z) + 22415373240*(~x|(~y|z)), 49374 + 3735936685*x
7471823996*(y^(~x|(~y|z))) + 3735887311*((y&~z)|~(x|(~y&z))) + 3735936685*(z^~(~x&(y&z))) + 18446744062501790935*~(x&z) + 3735887311*(y^~(~x&(y&z))) + 11207711307*(y&~(x^z)) + 18446744066237727620*~(x^z), 49374 + 3735936685*x
18446744069973614931*(z^(~x|(y&z))) + 3735936685*~(x|~y) + 18446744073709502242*(~x&(y|z)) + 7471823996*(z&(x|~y)) + 3735887311*((x&y)|~(y^z)) + 18446744066237727620*(z&~(x&~y)), 49374 + 3735936685*x
18446744043821910014*(y&~z) + 22415718858*(z^~(x&~y)) + 18446744043821959388*(y^(~x|(y|z))) + 11207859429*~(x^y) + 18446744066237628872*~(x^z) + 18446744055029818817*(y&(x|z)) + 3735887311*(x|(~y|z)) + 14943796114*(y|z), 49374 + 3735936685*x
18446744066237776994*~(x|y) + 3735887311*(~y&(x^z)) + 3735936685*(~y&~(x^z)) + 18446744073709502242*(z^(~x|(y&z))) + 18446744069973713679*~(~x|(y&z)) + 3735887311*((x&z)^(x^(~y&z))) + 18446744073709502242*(~y|(x^z)) + 3735887311*(y^~(x|(~y&z))), 49374 + 3735936685*x
18446744073709502242*(y^z) + 18446744069973614931*~(x|(y^z)) + 18446744069973614931*(y&z) + 3735887311*~(y^z) + 3735936685*((y&z)|(x&(y|z))), 49374 + 3735936685*x
3735936685*(x&~z) + 18446744069973664305*((y&~z)|~(x|(~y&z))) + 3735936685*(y^(x&(~y|z))) + 18446744069973664305*(y^(x|(y^z))) + 18446744073709452868*~(x&(y&z)) + 18446744073709502242*(y&z) + 3735936685*(z|~(x|y)), 49374 + 3735936685*x
18446744069973582015*(y^~(~x&(~y&z))) + 3735936685*(z^(~x|(y&z))) + 3735953143*(z^(x|~y)) + 18446744069973598473*(y^~(~x|(y^z))) + 3735936685*((y&~z)|~(~x|(~y&z))) + 18446744069973631389*(y^(~x&(~y|z))) + 3735920227*(x|(~y&z)) + 18446744073709502242*~(x&~y), 49374 + 3735936685*x
18446744069973614931*~(x|z) + 18446744073709535158*~(x&(y|z)) + 18446744073709535158*(~(x|y)|~(x^(y^z))) + 3735920227*(x^(y^z)) + 18446744073709535158*~(~x&(~y|z)) + 18446744069973614931*(z&~(x&~y)) + 3735920227*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
3735837937*(z^~(~x&(~y&z))) + 18446744069973713679*((x&z)^(x^(~y&z))) + 3735887311*(z^(x&y)) + 7471823996*(y&~(x^z)) + 18446744066237776994*((x&y)|(x^(y^z))) + 18446744069973664305*(y^(~x|(~y&z))) + 11207661933*(x|(~y&z)) + 18446744069973614931*(z|~(x|~y)), 49374 + 3735936685*x
18446744069973614931*((y&z)^~(x&(y^z))) + 18446744069973565557*(~y&~(x^z)) + 3735936685*(y^~(~x&(y^z))) + 3735936685*(x|~y) + 18446744073709502242*(y|(x^z)), 49374 + 3735936685*x
18446744073709502242*~(~x|(~y|z)) + 3735936685*(z^~(x&(~y|z))) + 3735936685*(x|(~y&z)) + 18446744069973614931*(~(x^y)|~(x^z)) + 18446744073709502242*(~x|(~y|z)), 49374 + 3735936685*x
14757395259714818755*(y^(x|z)) + 14757395255978832696*(y^~(x&~z)) + 11068046441984149209*(y^~(~x|(y^z))) + 18446744066237579498*(y&~(x^z)) + 3689348817730669546*(z^~(x&(y&z))) + 7378697635461388466*((x&z)|(y&~z)) + 7378697631725402407*(z^(x&~y)) + 18446744073709502242*(x|(y&z)), 49374 + 3735936685*x
6148914693727108746*(y^(x|(~y|z))) + 12297829376246506185*~x + 3735887311*(z^~(~x&(~y|z))) + 12297829379982442870*(x^(y&z)) + 6148914689991221435*(y^~(x|(y^z))) + 12297829383718330181*((x&z)^~(x^(~y&z))) + 3735887311*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
7471823996*(z^(x|(~y|z))) + 14943697366*(z^(x|(y&z))) + 18446744062501790935*(z^~(~x&(~y&z))) + 18446744066237727620*(x&~y) + 11207760681*(z^(~x|(y&z))) + 18446744066237678246*~(x&(y&z)) + 18446744069973614931*(z&~(x^y)) + 7471823996*(z|(x^y)), 49374 + 3735936685*x
3735870853*((x&y)^~(x^(y&z))) + 16458*((x|~y)&~(x^(y^z))) + 18446744069973631389*(y^(x|(~y|z))) + 49374*((x&z)^(x^(~y&z))) + 18446744069973647847*(x^(~y|z)) + 18446744073709535158*(z^(x&y)) + 3735870853*(z^~(~x|(~y&z))) + 3735887311*((x&z)|~(y|z)), 49374 + 3735936685*x
3735887311*~(x&(~y|z)) + 7471823996*(x&(~y|z)) + 18446744069973614931*(~x|(~y|z)), 49374 + 3735936685*x
12297829379982360580*(x&~z) + 6148914689991204977*(z^(~x|(y|z))) + 6148914693727141662*(z^(x&y)) + 6148914697463078347*(z^~(x&(y|z))) + 18446744066237628872*(z^~(x|~y)) + 7471922744*((x&y)|~(y|~z)) + 6148914693727141662*(y|~(x|~z)) + 6148914686255218918*(z|~(x^y)), 49374 + 3735936685*x
14347467611224763078*((x&y)^~(x^(y&z))) + 16397105846203118719*((x|~y)&~(x^(y^z))) + 4099276462484739164*((x&z)^(x^(~y&z))) + 14347467611224763078*(~(x&y)&~(x^(y^z))) + 8198552921233591017*(y^~(~x&(y|z))) + 4099276462484739164*~(~x|(y^z)) + 2049638231242369582*(y|~z) + 12297829383718330181*(y^(x&(y^z))), 49374 + 3735936685*x
12297829383718346639*~(~x|(y&z)) + 6148914689991204977*((x&z)^~(x^(y&z))) + 6148914686255317666*~(x|(~y&z)) + 6148914693727092288*(x^(~y|z)) + 12297829379982459328*(x&(y|z)) + 3735887311*(z^~(x&(~y|z))) + 3735887311*(y^~(~x|(y&z))) + 6148914689991204977*(x|(y|z)), 49374 + 3735936685*x
3735887311*(z^(x&(y|z))) + 18446744069973614931*((x&z)^(y|z)) + 3735887311*((x|y)&~(x^(y^z))) + 18446744069973664305*(z^(x&y)) + 18446744073709502242*(~y|~(x^z)) + 3735936685*(x|(y^z)), 49374 + 3735936685*x
98748*~(x|(y&z)) + 18446744073709502242*(z^~(~x&(~y&z))) + 49374*((x|~y)&~(y^z)) + 3735986059*~(~x|(~y&z)) + 18446744069973516183*(~(x|y)|(x^(y^z))) + 3735936685*(~y|~(x^z)) + 18446744073709502242*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
8198552924969522216*~(~x|(y&z)) + 12297829379982360580*(z^(x&y)) + 8198552921233536157*(z^~(x&y)) + 4099276462484761108*((x&y)|~(y|~z)) + 12297829383718346639*y + 16397105842467171062*(y|~(x|z)) + 2049638231242380554*(z^~(~x|(y&z))) + 12297829383718346639*(z^~(x|y)), 49374 + 3735936685*x
18446744071574744760*(z^(x|y)) + 1067403428*((x^y)&~(x^z)) + 3202210284*((y&z)^~(~x&(y^z))) + 18446744072108421787*(~(x&y)&~(y^z)) + 533726401*(z^(x|(~y&z))) + 18446744072108421787*(~x|(y^z)) + 1067403428*(x|(~y&z)) + 2668483883*(y|(x^z)), 49374 + 3735936685*x
3735936685*(~(x&~y)&~(x^(y^z))) + 3735887311*((x|y)&(x^(y^z))) + 49374*(x&(~y|z)) + 3735936685*((y&~z)^(x|(y^z))) + 49374*y + 18446744069973614931*~(x&(y^z)) + 18446744073709502242*(x|(y&z)) + 18446744073709502242*(~x|(y|z)), 49374 + 3735936685*x
12297829383718313723*~(x|z) + 12297829383718313723*(~(x&~y)&(y^z)) + 12297829383718363097*((x|~y)&(y^z)) + 6148914693727125204*(y&~(x&z)) + 6148914689991188519*(~(x|y)|~(x^(y^z))) + 12297829387454250408*~(x^(y|z)) + 3735887311*(z|(x&~y)) + 6148914686255301208*(~x|(y|z)), 49374 + 3735936685*x
3735986059*(y^(~x|(y&z))) + 49374*(y^z) + 18446744073709452868*(~(x|y)|(y^z)) + 18446744073709502242*(x^z) + 7471823996*(y^(x&(y|z))) + 18446744069973664305*(y^(x&(~y|z))) + 7471823996*~(~x|(~y&z)) + 18446744069973614931*~(x&~y), 49374 + 3735936685*x
7471972118*(x&~z) + 18446744069973565557*~y + 18446744062501544065*((x^y)&(x^z)) + 18446744066237530124*(y^(~x&(~y|z))) + 18446744073709502242*(x|(~y&z)) + 3736035433*(~(x^y)|(x^z)) + 18446744073709502242*~(~x&(y^z)) + 7471972118*(~x|(~y|z)), 49374 + 3735936685*x
18446744069973664305*(~(x&~y)&(y^z)) + 3735887311*(y^~(x&~z)) + 18446744069973664305*~(x|(y^z)) + 18446744073709502242*~x + 3735887311*(y|(x&~z)), 49374 + 3735936685*x
18446744073709502242*(~x&(y^z)) + 18446744062501642813*~(x|~z) + 7471922744*(z^(x&(~y|z))) + 3735936685*((x|y)&~(x^(y^z))) + 3735936685*(x&(y&z)) + 18446744069973516183*~(~x&(y|z)) + 3735986059*(y^(~x|(~y&z))), 49374 + 3735936685*x
6148914693727092288*(~(x&~y)&(y^z)) + 12297829383718346639*(y^~(x|(~y&z))) + 3735936685*(~(x&~y)&(x^(y^z))) + 6148914689991204977*(~y|~(x^z)) + 6148914686255268292*(~x|(y&z)) + 12297829387454233950*((x&~y)|~(y^z)), 49374 + 3735936685*x
7471774622*(y^(x|(~y|z))) + 18446744069973664305*(y^z) + 18446744066237727620*~(x|(~y&z)) + 7471725248*(y&(x^z)) + 7471774622*(y&~(x^z)) + 18446744069973614931*(x^(y^z)) + 49374*(y|(x&~z)), 49374 + 3735936685*x
18446744069973565557*(x&~y) + 7471873370*(z^(x|~y)) + 7471873370*(~(x&y)&~(x^(y^z))) + 22415669484*(z&~(x^y)) + 18446744069973565557*(y^~(x|~z)) + 3735936685*((x&z)^~(x^(~y&z))) + 18446744055029818817*((x&y)^(x^(~y|z))), 49374 + 3735936685*x
18446744069973614931*(z^(~x|(~y|z))) + 18446744073709502242*~(x^(~y&z)) + 18446744069973565557*(y^(~x&(y|z))) + 3735986059*((x&y)|(y^z)) + 3735887311*(x|(y^z)) + 3735936685*((x&y)|~(y^z)) + 18446744069973614931*(y|z), 49374 + 3735936685*x
12297829383718313723*(z^(~x|(y|z))) + 6148914693727125204*(y^(x&(~y|z))) + 3735936685*(x^(y^z)) + 6148914693727125204*(x&z) + 12297829383718363097*((x&y)|~(y^z)) + 12297829379982377038*(~(x|y)|~(y^z)) + 6148914697463061889*(x|z) + 18446744066237678246*(x|(y|z)), 49374 + 3735936685*x
10352106771729439289*~(x|(~y|z)) + 18446744073709535158*(y^(x|(y|z))) + 8094637294508206041*~(x|~z) + 18446744069973598473*~(x^y) + 3735936685*(~z|~(x^y)) + 8094637298244159184*((x&z)|(y&~z)) + 18446744073709518700*~(~x&(~y&z)) + 10352106779201329117*(z|(x&y)), 49374 + 3735936685*x
246870*(z^(~x|(y|z))) + 18446744073709403494*(z^~(~x&(~y&z))) + 3736035433*(x&~y) + 18446744069973565557*(~(x&y)&~(x^(y^z))) + 18446744073709502242*(~y|~(x^z)) + 18446744073709452868*(y|(x&~z)) + 148122*(z^(x&~y)) + 3735887311*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
18446744073709535158*~y + 3735920227*(y^~(x&~z)) + 3735920227*(y&(x^z)) + 18446744069973598473*(~x|(~y&z)) + 3735903769*((x|y)&(x^(y^z))) + 18446744069973598473*(y&(x|z)) + 3735936685*(z&(x|y)), 49374 + 3735936685*x
7471873370*((x&~y)|(y^z)) + 14943746740*(~(x^y)&~(x^z)) + 18446744066237678246*(z^~(x&(y&z))) + 18446744069973614931*(z&~(x^y)) + 18446744069973614931*((x&z)^~(x^(~y&z))) + 7471873370*(y|(x&~z)) + 3735986059, 49374 + 3735936685*x
2316783346587389119*~(x|(y|z)) + 16129960727122162497*~(x|~y) + 16129960723386225812*~x + 2316783346587389119*~(x&z) + 16129960727122162497*~(~x&(y&z)) + 2316783346587389119*(y&~(x&~z)) + 16129960727122162497*((x&y)|~(y^z)) + 16129960723386275186, 49374 + 3735936685*x
18446744069973565557*~(x^(y^z)) + 14943746740*((x|y)&(x^(y^z))) + 18679732799*(y^(~x&(~y|z))) + 18446744032614149333*(~z|~(x^y)) + 7471873370*(z^~(x|(~y&z))) + 18446744062501741561*(~(x&~y)&~(y^z)) + 18446744058765755502*(z&~(x&~y)) + 29887542854*(~(x^y)|(x^z)), 49374 + 3735936685*x
18446744069973614931*(z^(~x|(y|z))) + 18446744066237678246*(y^(x|(~y&z))) + 7471823996*(y^~(x&(y|z))) + 18446744043822156884*~(x^z) + 18679634051*(z^~(x&(y|z))) + 18446744058765854250*~(y^z) + 22415521362*(z^~(x|(y&z))), 49374 + 3735936685*x
6148914689991204977*(~y&~(x^z)) + 12297829379982409954*((x&z)^~(x^(y&z))) + 6148914693727141662*(y^(~x|(~y|z))) + 12297829379982360580*(x^(~y|z)) + 6148914689991204977*(y^(x|(y^z))) + 6148914693727141662*(~(x|y)|~(x^(y^z))) + 6148914693727092288*~(x^(~y|z)) + 12297829383718346639*(z|~(x^y)), 49374 + 3735936685*x
18446744066237678246*~(x|(y|z)) + 49374*(y^(x|(y&z))) + 3735936685*(z^~(x&~y)) + 3735936685*(~(x&y)&~(y^z)) + 18446744069973565557*(y^(x|(~y&z))) + 18446744073709502242*(x|~z) + 3735936685*((y&~z)^(x|(y^z))), 49374 + 3735936685*x
18446744066237776994*((x&z)^~(x^(y&z))) + 18446744066237776994*((x^y)&(x^z)) + 3735887311*((x&y)|~(y|z)) + 18446744066237826368*(x&z) + 18446744069973664305*((y&z)|(~x&(y|z))) + 18446744066237776994*(y^~(x|(y&z))) + 11207612559*~(x&~z) + 7471774622*(x|z), 49374 + 3735936685*x
2109423401488038274*(z^(x|y)) + 2109423394016214278*(~x&(y&z)) + 17043557271647926941*(y&(x^z)) + 18446744069973614931*~(x&(~y|z)) + 17740507481754962013*~(x&y) + 696950213842971757*(y&(x|z)) + 17043557267911990256*(y|(x^z)) + 706236595690476914*(z^~(x|y)), 49374 + 3735936685*x
3735936685*(y&~z) + 7471873370*(z^(x|(y&z))) + 18446744066237678246*(z^~(~x&(~y&z))) + 18446744069973614931*(y&~(x&z)) + 3735936685*((y&~z)|~(x|(~y&z))) + 18446744073709502242*(~z|(x^y)) + 18446744073709502242*(z&~(x^y)) + 3735936685*(z^~(x&(y|z))), 49374 + 3735936685*x
3735986059*(z^~(x&~y)) + 18446744062501642813*(y^~(x&~z)) + 3735936685*(~(x|y)|~(x^(y^z))) + 18446744073709502242*~(~x&(~y|z)) + 7471922744*(x|~y) + 18446744069973565557*(~(x|~y)|~(y^z)), 49374 + 3735936685*x
7471922744*(~x&(~y&z)) + 3735936685*(z^~(~x&(y&z))) + 18446744066237628872*((x&z)^~(y&~z)) + 18446744073709502242*(x|~y) + 7471922744*(~(x|y)|~(y^z)) + 18446744069973565557*((y&z)|(~x&(y|z))) + 18446744069973614931*~(x&(y^z)) + 3735936685*(y^~(~x|(y&z))), 49374 + 3735936685*x
14943746740*(y^~(~x&(~y&z))) + 18446744062501741561*(y^~(~x&(y^z))) + 12297829383718330181*((x&~y)|(y^z)) + 6148914697463094805*((y&~z)|~(~x|(~y&z))) + 12297829379982393496*(y^(~x&(~y|z))) + 12297829376246456811*(z^(x&~y)) + 7471873370*((y&z)|(~x&(y|z))) + 6148914689991172061*~(~x&(~y&z)), 49374 + 3735936685*x
14757395255978882070*~(x|(y&z)) + 11068046445720085894*((x|y)&(y^z)) + 18446744069973614931*(~x&(y&z)) + 14757395259714818755*(y^~(~x&(y|z))) + 3689348813994732861*(y^(x|(~y&z))) + 11068046445720085894*(~(x|~y)|(x^(y^z))) + 7378697631725353033*(x|(~y|z)), 49374 + 3735936685*x
5645620059428637214*(x&(y&z)) + 12801124018016851087*((x|y)&(x^(y^z))) + 5645620055692651155*(y&~(x&~z)) + 12801124014280963776*(z&~(x&~y)) + 12801124018016900461*((y&z)|(x&(y|z))) + 18446744073709502242*(z|~(x^y)) + 5645620059428587840*(x|z), 49374 + 3735936685*x
18446744073709535158*(z^~(x&~y)) + 18446744066237694704*~(x&(y|z)) + 18446744069973582015*((x&y)^(y|z)) + 7471873370*~(x&y) + 16458*(z^(~x|(~y&z))) + 18446744073709518700*(y^~(x&z)) + 18446744073709518700*(y|~z) + 3735936685*(y|(x^z)), 49374 + 3735936685*x
3735936685*(~(x&y)&(x^(y^z))) + 3735986059*(x&(y^z)) + 18446744069973664305*(~x&(y&z)) + 3735936685*(~(x&y)&~(y^z)) + 18446744069973565557*~(x&y) + 3735986059*(z&(x|y)) + 18446744073709452868*((y&z)|(x&(y|z))), 49374 + 3735936685*x
3735936685*(~(x|y)|(y^z)) + 18446744069973614931*(~z|(x^y)) + 3735936685*~(~x&(y|z)) + 18446744069973614931*((x&z)|(y&~z)) + 7471873370*(x|y) + 3735986059, 49374 + 3735936685*x
7378697631725402407*(~(x&~y)&(y^z)) + 14757395255978882070*(z^~(~x&(~y&z))) + 18446744073709502242*(z^~(~x&(~y|z))) + 7378697627989416348*(x&y) + 11068046445720135268*(x^(~y&z)) + 14757395263450755440*~(~x&(y|z)) + 7378697627989416348*(y^(~x|(y^z))) + 14757395259714818755*((x&~y)|(x^(y^z))), 49374 + 3735936685*x
18446744069973614931*~x + 18446744069973664305, 49374 + 3735936685*x
18446744069973614931*~(x|(y|z)) + 11068046447214460568*((y&z)^~(~x&(y^z))) + 11068046443478573257*~(y|~z) + 11068046443478523883*(x^z) + 14757395260462055466*~(~x|(y^z)) + 18446744073709502242*((x&~y)|(x^(y^z))) + 14757395260462006092*((x&y)|~(y|~z)) + 7378697630230978359*(~(x&~y)&~(y^z)), 49374 + 3735936685*x
18446744073709502242*(y^(x|(y&z))) + 3735936685*x + 18446744073709502242*((x|y)&~(y^z)) + 49374*((x&y)^(x^(y&z))) + 18446744073709502242*(z|~(x^y)), 49374 + 3735936685*x
6582594293832439675*~(y&z) + 6582594290096502990*~x + 17796224671683611567*~(x&(y|z)) + 5932074891806499626*~(x^(y|z)) + 6582594293832439675*((x|y)&~(y^z)) + 5932074891806499626*(x|(y|z)), 49374 + 3735936685*x
18446744073709535158*((x&y)^~(x^(y&z))) + 3735936685*(y^(x|(~y|z))) + 18446744069973582015*~(x&y) + 16458*(z^~(~x|(~y&z))) + 18446744073709535158*(y^(~x&(y|z))) + 3735903769*(x|(y&z)), 49374 + 3735936685*x
18446744066237678246*(y^~(x&(y^z))) + 18446744069973614931*(y^~(~x&(~y&z))) + 18446744066237678246*((x^y)&(x^z)) + 18446744073709502242*(~x|(y^z)) + 18446744069973565557*((x&y)|~(y|z)) + 18446744066237628872*(z|(x&~y)) + 18446744055029868191*(z|~(x^y)) + 33623479539*(x|(~y|z)), 49374 + 3735936685*x
