# 49374 + 3735936685*(x^y)
9223372092893653274*((x&~z)|~t) + 12297829264168701879*(((~(x&~y)&~(y^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 3735936685*(((z^(x|(y&z)))&~t)|((~(x^y)&(x^z))&t)) + 15372286734317845926*((~(x&~y)&~t)|((z^(~x|(y&z)))&t)) + 3074457272145042856*((~(~x&(~y|z))&~t)|((x^(~y|z))&t)) + 12297829488324261117*(((~z&~(x^y))&~t)|((y^~(~x&(y&z)))&t)) + 78454423515*((~(x^(y|z))&~t)|((y^~(x|(y^z)))&t)) + 9223371992023659023*((((x&y)^~(x^(y&z)))&~t)|((x^(y^z))&t)) + 134493325668*(((y|(x&~z))&~t)|(((x&y)|~(y|~z))&t)) + 6148914551761959082*(((y^(x&(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 18446744066237727620*((~(x|~y)&~t)|(((x|y)&~(y^z))&t)) + 15372286644655612356*((~(x&~x)&~t)|((~x|(y&z))&t)) + 3074457511244299460*(((y^(x|(~y&z)))&~t)|(~(x&(y^z))&t)) + 9223371943456630240*(((~(x^y)&(x^z))&~t)|(((x&y)^(x^(y&z)))&t)) + 18446744013934712778*(((x^(y|z))&~t)|(~(~x&(y^z))&t)) + 12297829432285358964*((((x&z)^(y|z))&~t)|(z&t)), 49374 + 3735936685*(x^y)
12030485283330521200*((((x&z)^(y|z))&~t)|((~z&(x^y))&t)) + 15238614659840081426*((((x&y)|(x^(y^z)))&~t)|((y&~z)&t)) + 802032342259421714*(((z^(x|(~y|z)))&~t)|(~(x|(y&z))&t)) + 3208129417605406875*(((z^(~x&(y|z)))&~t)|((y^(~x|(y&z)))&t)) + 2406097045458096689*(((~x|(~y|z))&~t)|((z^~(~x&(~y&z)))&t)) + 14436582317580659712*(((z^~(~x&(y&z)))&~t)|((z^(~x|(y&z)))&t)) + 1604064699462639542*(((~(x|y)|~(x^(y^z)))&~t)|((y^(x|(y|z)))&t)) + 15238614659840032052*((((y&z)^~(x&(y^z)))&~t)|(~y&t)) + 13634549982793456986*((~(x|(y^z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 8020323523465791359*((~(~x&(y&z))&~t)|(~(x|(~y&z))&t)) + 10426420561451767808*(((y^(x|(y&z)))&~t)|((y&~(x&z))&t)) + 10426420565187753867*(((y&(x^z))&~t)|(~(x^(~y&z))&t)) + 17644711742658088079*((~(y|z)&~t)|(~(~x|(~y&z))&t)) + 11228452903711288270*(((~(x|~y)|(y^z))&~t)|(((x&y)|~(y|z))&t)) + 8020323519729706552*(((z^(x&~y))&~t)|((~(x&~y)&~(y^z))&t)) + 18446744055029522573*(((~(x&~y)&~(y^z))&~t)|(((x&z)^(x^(y&z)))&t)), 49374 + 3735936685*(x^y)
15972180850505758773*(((x|z)&~t)|(~(~x|(y|z))&t)) + 2812003664259904801*(((x|(~y|z))&~t)|((y^~(~x&(~y&z)))&t)) + 17884343338615998770*(((y^~(~x&(~y|z)))&~t)|((y^(x|z))&t)) + 6861288960669629348*((((x^y)|~(x^z))&~t)|(((x|~y)&(y^z))&t)) + 7311209545008574439*((~(~x&(y&z))&~t)|(~(y&z)&t)) + 1799682352299428356*(((~(x^y)&(x^z))&~t)|((z^~(~x&(y&z)))&t)) + 15409780107940184435*((~(x&(y^z))&~t)|((x^(y|z))&t)) + 13272657318320630180*(((x|(~y&z))&~t)|((~(x|~y)|(y^z))&t)) + 2362083079921157206*((~(y|z)&~t)|((~(x^y)&~(x^z))&t)) + 10010733058513871485*((~(x&(y&z))&~t)|((y^(~x&(y|z)))&t)) + 14622419090017050130*(((y^~(~x&(y&z)))&~t)|((z^(~x&(y|z)))&t)) + 3486884546372227465*(((x|(y^z))&~t)|((~(x^y)|~(x^z))&t)) + 6861288953197706604*((((x&y)|~(y^z))&~t)|(((x&y)|~(y^z))&t)) + 10460653657796513942*(((z^(x|(y|z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 1799682348563541045*((~(x&(~y&z))&~t)|((z|~(x|y))&t)) + 5736487486746537597*((~(x|y)&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
18446744069973664305*((~(y&z)&~t)|((~(x^y)&(x^z))&t)) + 1537228677167693299*((~(~x&(~y&z))&~t)|((y^z)&t)) + 4611686016559431905*(((y^(~x|(~y&z)))&~t)|(~(y&z)&t)) + 13835058057150119711*(((~(x^y)&(x^z))&~t)|((y^~(~x|(y^z)))&t)) + 9223372033118863810*(((~z&(x^y))&~t)|(~x&t)) + 6148914686255251834*(((y&~(x^z))&~t)|((x^z)&t)) + 7686143359687008448*(((y^(x|(~y|z)))&~t)|(~(x&(~y|z))&t)) + 6148914697463061889*(((y^(x|z))&~t)|((z^~(~x&(~y|z)))&t)) + 4611686024031305275*(((~(x|y)|(x^(y^z)))&~t)|((~y|(x^z))&t)) + 9223372036854751121*(((y^~(x&(y|z)))&~t)|((z^~(x&(y&z)))&t)) + 10760600710286557109*((~z&~t)|((z^(~x&(~y|z)))&t)) + 1537228669695869303*((((x&y)^(x^(~y|z)))&~t)|(~(~x&(~y|z))&t)) + 16909515400277745628*((~x&~t)|((y^(~x|(y^z)))&t)) + 9223372036854751121*(((~x|(y|z))&~t)|((y^~(x&(y&z)))&t)) + 1537228677167742673*((~(x^(~y&z))&~t)|((~x|(y&z))&t)) + 6148914689991188519*((((x&~y)|~(x^(y^z)))&~t)|(z&t)), 49374 + 3735936685*(x^y)
6148914708670888402*(((~x&(y&z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 6148914697463028973*((((x&z)|(y&~z))&~t)|((x&(y^z))&t)) + 6148914686255268292*(((~z&~(x^y))&~t)|((z^~(x&~y))&t)) + 12297829391190220009*(((y^~(x|~z))&~t)|((y^(x|z))&t)) + 18446744062501741561*(((~x|(y^z))&~t)|((y^(~x|(~y|z)))&t)) + 12297829372510536584*(((y^(x&(~y|z)))&~t)|((y^z)&t)) + 6148914675047458237*(((~(x&~y)&~(y^z))&~t)|((y^~(~x|(~y&z)))&t)) + 6148914689991254351*(((z^~(x&(~y|z)))&~t)|((z^~(~x&(y&z)))&t)) + 12297829387454184576*(((~y&~(x^z))&~t)|((z^~(~x&(y|z)))&t)) + 14943746740*(((x|(y^z))&~t)|((z&(x^y))&t)) + 12297829368774550525*((((x|~y)&(x^(y^z)))&~t)|((y&~(x^z))&t)) + 18446744058765755502*(((y^~(~x|(y^z)))&~t)|((z^(~x|(~y&z)))&t)) + 11207810055*(((y^(x&(~y|z)))&~t)|((z^(~x|(~y&z)))&t)) + 12297829409869903434*(((~(x&y)&~(y^z))&~t)|((y^~(x|(y^z)))&t)) + 18446744062501790935*(((x&~y)&~t)|(~(x^y)&t)) + 12297829383718346639*((~(x^y)&~t)|((z^(x&~y))&t)), 49374 + 3735936685*(x^y)
4099276451276885221*(((~x|(y|z))&~t)|((z^(~x|(y|z)))&t)) + 7471922744*(((z^~(x&(~y|z)))&~t)|((y^~(x&(~y&z)))&t)) + 14347467611224806966*(((z^~(x|(y&z)))&~t)|(((x^y)&~(x^z))&t)) + 2049638234978333697*(((x|(~y&z))&~t)|((~(x&y)&(y^z))&t)) + 8198552910025742560*(((~z&(x^y))&~t)|(((x|~y)&(y^z))&t)) + 4099276458748807965*((((x&y)|~(y|z))&~t)|(((x^y)&(x^z))&t)) + 18446744066237678246*((~(~x&(y^z))&~t)|((z^(x|(~y&z)))&t)) + 14347467637376413135*(((z^(x|(y|z)))&~t)|((y&~(x&z))&t)) + 8198552932441412044*((((x&~y)|~(x^(y^z)))&~t)|((z&~(x&y))&t)) + 8198552895081946446*((((x&y)^~(x^(~y|z)))&~t)|((y^(x|(~y&z)))&t)) + 6148914704934951717*((((x^y)|~(x^z))&~t)|((z^~(~x|(~y&z)))&t)) + 7471873370*((~(~x&(~y&z))&~t)|(((x|y)&(x^(y^z)))&t)) + 6148914678783345548*(((x&(y&z))&~t)|((y^~(x&z))&t)) + 4099276451276934595*(((y^~(~x&(y&z)))&~t)|((y^~(x|~z))&t)) + 12297829406134016123*((~(y|~z)&~t)|((~y|~(x^z))&t)) + 14347467603752884222*(((y^~(x&~z))&~t)|((z^~(x|(y&z)))&t)), 49374 + 3735936685*(x^y)
8384883678828960453*(((x&(y^z))&~t)|((~y&(x^z))&t)) + 16769767334092871702*(((z^~(x&~y))&~t)|(((x&y)^~(x^(y&z)))&t)) + 11738837144555520374*(((~(x^y)|(x^z))&~t)|((y&~(x&z))&t)) + 3353953466301282697*(((x^z)&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 16769767338690933696*((~(x^(y&z))&~t)|(~(x&(y|z))&t)) + 8384883666759041547*(((~(x^y)|(x^z))&~t)|((~y|(x^z))&t)) + 5030930196721838623*((((x&~y)|~(x^(y^z)))&~t)|((y&~(x^z))&t)) + 15092790606258724619*(((z^~(x&y))&~t)|((y&~(x^z))&t)) + 15092790597924725940*(((y^(~x&(y|z)))&~t)|((x&z)&t)) + 10061860404651470843*(((x|~y)&~t)|(((x&z)|~(y|z))&t)) + 16769767344725893149*(((~x|(~y&z))&~t)|(~(x^z)&t)) + 15092790609707291687*((~(~x|(~y&z))&~t)|(~(x^z)&t)) + 1676976730133169851*((~(y|~z)&~t)|((~(x|~y)|(x^(y^z)))&t)) + 5030930203618923385*(((x&~y)&~t)|((y^~(x|(y&z)))&t)) + 10061860405800965769*(((~x|(~y&z))&~t)|((x|y)&t)) + 16769767342714256456*(((~(x&~y)&(y^z))&~t)|((z|~(x|~y))&t)), 49374 + 3735936685*(x^y)
4461304953603993929*(((z&(x|y))&~t)|((z^(~x|(~y|z)))&t)) + 10727182696296476239*(((z&(x|y))&~t)|((~z&~(x^y))&t)) + 9824896303620200391*(((y^~(~x|(y^z)))&~t)|(((x&y)^~(x^(y&z)))&t)) + 7418799247766312114*(((z&(x|~y))&~t)|((x&~y)&t)) + 14737344446090458874*(((x|~y)&~t)|((z^(~x|(y&z)))&t)) + 5163083258603749124*((((x&z)^(x^(y&z)))&~t)|((y^~(x&~z))&t)) + 1553937680426821736*(((~(x^y)|(x^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 11178325896370550848*(((x^(y&z))&~t)|((y^(x&(y|z)))&t)) + 15038106583209095507*(((~(x^y)&~(x^z))&~t)|(((x&y)^(y|z))&t)) + 14687217428841249567*(((z|~(x|~y))&~t)|(~(x&y)&t)) + 16140901067297779319*(((y^(x|(~y|z)))&~t)|((x&(~y|z))&t)) + 11128198871649468171*((~x&~t)|((z^~(x&(y|z)))&t)) + 4561558999310222598*(((y^~(x&(~y&z)))&~t)|(((x&z)|(y&~z))&t)) + 3559018553455844711*((~(x&(y|z))&~t)|(((x&y)|(y^z))&t)) + 7067910093398466174*(((~(x&y)&~(y^z))&~t)|(~(~x&(y&z))&t)) + 12882644636016824501*((((x|y)&~(x^(y^z)))&~t)|((y|~z)&t)), 49374 + 3735936685*(x^y)
1604064694264990618*(((y^(x|z))&~t)|((y&~z)&t)) + 16842679386916384994*(((x&(~y|z))&~t)|((~(x^y)&(x^z))&t)) + 5614226452343013212*(((z^(x&y))&~t)|((z^(x|(y&z)))&t)) + 16842679375708624313*((~(x|~z)&~t)|((z^~(~x&(~y&z)))&t)) + 8020323519891883125*(((~x&(~y&z))&~t)|(((x|y)&(y^z))&t)) + 11228452919629723790*(((z^~(~x|(~y&z)))&~t)|((y^~(~x|(~y&z)))&t)) + 12030485281705793030*((((x&z)|(y&~z))&~t)|(~(x&(y|z))&t)) + 3208129396001854606*((~(x&(~y&z))&~t)|((y^(x&z))&t)) + 16842679353293201699*(((~(x&~y)&(x^(y^z)))&~t)|((z&~(x&y))&t)) + 6416258799475533208*(((~z|~(x^y))&~t)|(((x|y)&(x^(y^z)))&t)) + 9624388199213275125*(((z&~(x&~y))&~t)|(((x&z)^(x^(y&z)))&t)) + 6416258821891054570*(((~x&(y^z))&~t)|((y|(x&~z))&t)) + 18446744069973614931*(((z^~(x&(~y|z)))&~t)|((~x|(y&z))&t)) + 16040647028576054943*(((~y&(x^z))&~t)|((z^~(~x|(y&z)))&t)) + 8020323493740573200*(((x&(y^z))&~t)|(~(x&(~y&z))&t)) + 8822355881968051113*((~(x&~y)&~t)|((z&(x|y))&t)), 49374 + 3735936685*(x^y)
6606508344501900829*(((x^y)&~t)|((~z&(x^y))&t)) + 17760353599415356521*(((z^~(x&(~y&z)))&~t)|((y^(x|z))&t)) + 12955620253204631557*((~(~x|(~y|z))&~t)|((y^(~x|(~y|z)))&t)) + 11582839304616241367*(((~y&(x^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 5147928581489878856*(((z^(~x|(~y&z)))&~t)|(~(x|~z)&t)) + 15872779786700548873*(((z^(x&(y|z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 9352070245414568520*(((~(x|y)|~(y^z))&~t)|(((x&y)|(x^(y^z)))&t)) + 11239644069337136849*((((x|y)&~(y^z))&~t)|(~(~x&(y|z))&t)) + 12011833354319027042*((~(x&(y^z))&~t)|((y^~(x&(y&z)))&t)) + 6177514291063178469*(((y^~(~x|(~y&z)))&~t)|(~(y^z)&t)) + 2573964294480826739*(((y^(~x&(y|z)))&~t)|((z^~(~x|(y&z)))&t)) + 1458579766747958658*(((x^y)&~t)|((y|~(x|~z))&t)) + 11068046440489774535*(((y|~(x^z))&~t)|((y|~(x|~z))&t)) + 15958578597388293345*(((y&~z)&~t)|((y|(x^z))&t)) + 6349111912438667413*(((z&~(x^y))&~t)|((z|~(x|y))&t)) + 16044377396868277136*((((x&y)|(x^(y^z)))&~t)|((x|(~y|z))&t)), 49374 + 3735936685*(x^y)
17644711726414756299*((((x&y)^(y|~z))&~t)|(~(y|z)&t)) + 13634549967524369620*((((x|~y)&~(x^(y^z)))&~t)|(~z&t)) + 2406097049356506191*((((x&y)|(y^z))&~t)|((y^~(x&~z))&t)) + 14436582326027369984*((~(x^(~y|z))&~t)|((z^(x|(~y&z)))&t)) + 9624388204898145004*(((y^~(~x|(~y&z)))&~t)|((x^(~y|z))&t)) + 1604064702061612126*(((z^~(~x&(y|z)))&~t)|((x^y)&t)) + 11228452921903997610*(((z^(x&~y))&~t)|((y^~(~x&(y&z)))&t)) + 18446744073709452868*(((y&(x|~z))&~t)|((y^~(x&z))&t)) + 3208129415331626795*(((x&(y^z))&~t)|((x^(~y&z))&t)) + 15238614662114108376*((((y&~z)|~(~x|(~y&z)))&~t)|((~z|~(x^y))&t)) + 4010161751418167691*(((y^(x&~z))&~t)|(((x&y)|~(y^z))&t)) + 11228452914431926744*(((~(x&~y)&~(x^(y^z)))&~t)|(y&t)) + 8020323499100349323*((~(~x&(y^z))&~t)|((x|(y&z))&t)) + 11208205047*(((y|~z)&~t)|((y|~(x^z))&t)) + 3208129400387386315*(((y^(~x|(y|z)))&~t)|((z|(x^y))&t)) + 10426420567136933931*(((x^y)&~t)|((y|z)&t)), 49374 + 3735936685*(x^y)
48566781913*(((y&(x|~z))&~t)|((~x&(~y&z))&t)) + 18446743961632290424*(((~(x^y)|(x^z))&~t)|((~x&(~y&z))&t)) + 74718190586*((((x&y)^(x^(y&z)))&~t)|((~y&(x^z))&t)) + 37359070606*((((x^y)|~(x^z))&~t)|((~y&~(x^z))&t)) + 18446744028878657014*(((~z&(x^y))&~t)|((x&~y)&t)) + 52302718598*(((y|~(x|~z))&~t)|(~(~x|(y&z))&t)) + 134492733180*((((x&y)^~(x^(y&z)))&~t)|((y^~(~x|(~y&z)))&t)) + 70982253901*((~(y&~z)&~t)|((z^(x|~y))&t)) + 18446743942952755121*((~(x&~z)&~t)|((z^(x|~y))&t)) + 37359070606*(((~(x^y)&(x^z))&~t)|(~(x|~z)&t)) + 18446743987783649723*((((x&y)|(y^z))&~t)|((x^(y|z))&t)) + 18446744006463185026*(((x&~z)&~t)|((x^y)&t)) + 33623183295*((((y&~z)^(x|(y^z)))&~t)|((~x|(~y&z))&t)) + 18446744069973614931*((~(x|y)&~t)|((z^~(x&(y&z)))&t)) + 18446744066237727620*(((~(x|y)|(y^z))&~t)|((~y|~(x^z))&t)) + 11207711307*((~(y&~z)&~t)|((z^~(~x|(y&z)))&t)), 49374 + 3735936685*(x^y)
9223372035360376447*(((z^(~x|(y&z)))&~t)|((z^(x|(~y|z)))&t)) + 9223372043579437154*((~(~x|(y|z))&~t)|((~y&~(x^z))&t)) + 9223372032371676473*(((x&y)&~t)|((z^(~x|(y&z)))&t)) + 9223372042085062480*(((z^~(x&(~y|z)))&~t)|((y^(x|(y|z)))&t)) + 18446744064743352946*(((~(x|y)|~(y^z))&~t)|((y^(x|(y|z)))&t)) + 9223372039843500469*((((x^y)|(x^z))&~t)|(((x&y)^(y|~z))&t)) + 9223372035360425821*((((x&y)^(y|~z))&~t)|((y^~(~x|(y^z)))&t)) + 9223372038349125795*((~(x&(~y&z))&~t)|((y^(x|(y^z)))&t)) + 9223372036107563784*(((x&y)&~t)|(((x&y)^(y|z))&t)) + 9223372042832249817*((((x&y)^(x^(~y|z)))&~t)|((y^(x|(~y&z)))&t)) + 4483074648*((((x|y)&~(y^z))&~t)|((y&(x|~z))&t)) + 9223372036854751121*((~(x|~z)&~t)|((z&~(x^y))&t)) + 9223372033866051147*((((x&z)|(y&~z))&~t)|((~x|(y&z))&t)) + 9223372036107613158*(((x^z)&~t)|(((y&z)|(x&(y|z)))&t)) + 9223372036107563784*(((y^~(x&(y^z)))&~t)|(((x&y)|~(x^(y^z)))&t)), 49374 + 3735936685*(x^y)
18446744062501790935*(((y^(~x&(y|z)))&~t)|((z^(x|(~y|z)))&t)) + 82189915834*(((y^(x|(~y|z)))&~t)|((~x&(y^z))&t)) + 18446743950424677865*(((~z|(x^y))&~t)|((x&~y)&t)) + 18446744002727347089*(((y|z)&~t)|(~(y|~z)&t)) + 18446743991519635782*(((y^(x|z))&~t)|((z^(x&(y|z)))&t)) + 48566781913*((~(x&(~y&z))&~t)|((y^(x&(~y|z)))&t)) + 59774493220*(((x|(y^z))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 74718091838*((((x&y)|(y^z))&~t)|((x&(y&z))&t)) + 56038605909*(((z&~(x&~y))&~t)|((z^~(x&y))&t)) + 18446743886914297334*(((y^(~x&(y|z)))&~t)|((~z|~(x^y))&t)) + 18446743931745142562*((((x&y)^(x^(y&z)))&~t)|((z^(~x&(~y|z)))&t)) + 26151309925*(((~x&(~y|z))&~t)|((~y|~(x^z))&t)) + 194267078278*(((x|(y&z))&~t)|((x|~y)&t)) + 18446744036350481010*((((x|~y)&~(y^z))&~t)|((y|~(x|~z))&t)) + 3735887311*~(x&(~y&(z|t))) + 11207711307*(((y|(x&z))&~t)|((y|z)&t)), 49374 + 3735936685*(x^y)
13195159035797154455*(((x&(y&z))&~t)|((z^(x|y))&t)) + 4854406335776575067*(((~y|(x^z))&~t)|(((x^y)&(x^z))&t)) + 6752037906421087126*((~y&~t)|((y^~(~x|(~y&z)))&t)) + 2338941225985868902*((((x&y)^~(x^(y&z)))&~t)|((z^(x|(~y&z)))&t)) + 3618739268691799414*(((x^(y|z))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 5295716002325741965*((~(x^(y&z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 15931278975126556758*(((x^(~y|z))&~t)|((y^(x|(y^z)))&t)) + 18270220212320186341*((((x|y)&(y^z))&~t)|((~(x|~y)|(y^z))&t)) + 12489063571560059304*((~(x&(y^z))&~t)|(~(x^(~y|z))&t)) + 1279798035234106516*((~(x|(y|z))&~t)|((z^~(x&(y|z)))&t)) + 18137827304136405189*((((x&z)|~(y|z))&~t)|(((x&y)|(y^z))&t)) + 6707906938271756263*(((~(x|y)|(y^z))&~t)|(~(~x&(y&z))&t)) + 15181052542740180118*(((y^~(x|~z))&~t)|(((x&z)^(x^(y&z)))&t)) + 9488157838278616059*((~(~x|(y^z))&~t)|(~(x&~y)&t)) + 9885336536678501468*((y&~z)^t) + 617833527938532173*((((x|~y)&(y^z))&~t)|(~(x&~z)&t)), 49374 + 3735936685*(x^y)
9223372107837597510*(((~(x&~y)&(y^z))&~t)|((y&~z)&t)) + 6917529026707091513*(((x|z)&~t)|((z^~(~x&(~y&z)))&t)) + 4611685975464078996*(((z^~(x|(~y&z)))&~t)|(((x^y)&~(x^z))&t)) + 2305842946636735963*((((x|y)&(y^z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 13835058143076712840*((~(x^(~y|z))&~t)|(~(y&z)&t)) + 4611685867121865757*(((z^(x&(~y|z)))&~t)|((z^(x&(~y|z)))&t)) + 6917529008027408088*((~(x&~y)&~t)|(~(x&(y|z))&t)) + 6917529022971154828*(((~(x&y)&~(x^(y^z)))&~t)|((x^(~y|z))&t)) + 18446743961631401692*((~(~x&(y|z))&~t)|((y^~(x|(~y&z)))&t)) + 9223372021911004381*(((y^~(x|(y^z)))&~t)|((x|~z)&t)) + 9223371984551637531*(((x^(y&z))&~t)|((y^(~x|(~y&z)))&t)) + 13835058158020459580*(((x|(y|z))&~t)|(~(y^z)&t)) + 16140901011258729044*((~(x|(~y|z))&~t)|((~x|(y&z))&t)) + 9223372077950104030*((((x&z)^~(y&~z))&~t)|((~x|(y&z))&t)) + 16140901000050918989*(((y^(x&(~y|z)))&~t)|((y|~(x^z))&t)) + 153173453459*((((x&~y)|~(x^(y^z)))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*(x^y)
9378647661679047948*((~(x&z)&~t)|(~(x|(y|z))&t)) + 14099026619724988361*((((y&z)^~(~x&(y^z)))&~t)|((~z&~(x^y))&t)) + 12484160132013082075*(((y^(x&z))&~t)|((y^~(x&(~y&z)))&t)) + 9068096415766440353*((((x&~y)|~(x^(y^z)))&~t)|((~x&(y^z))&t)) + 10061860404181208705*(((y^(x|(~y|z)))&~t)|((~y&~(x^z))&t)) + 6335245434550036644*((((x&y)^(x^(~y|z)))&~t)|((~(x|y)|(y^z))&t)) + 14658018857137420047*((((y&~z)|~(~x|(~y&z)))&~t)|((x^z)&t)) + 11366175642244521337*((~(x&(y&z))&~t)|((z^~(~x|(~y&z)))&t)) + 13726365111927674518*((((y&z)^~(~x&(y^z)))&~t)|((~(x^y)&~(x^z))&t)) + 2422299724095986059*(((~x|(y^z))&~t)|((x&y)&t)) + 9316537411002151755*((~(x&(~y&z))&~t)|(~(x^z)&t)) + 17577200582912638965*(((y^(x|(~y|z)))&~t)|((x|~z)&t)) + 5714142946460708765*(((y^(x|(y&z)))&~t)|((z^~(x|~y))&t)) + 14161136866665947869*(((x|(~y|z))&~t)|(((x&y)|(y^z))&t)) + 11614616641216169424*(((y^~(x&(~y|z)))&~t)|(y&t)) + 17701421084266431351*(((y&~(x&~z))&~t)|(((x&~y)|~(y^z))&t)), 49374 + 3735936685*(x^y)
2960315817461898224*(((z&(x^y))&~t)|((z^(x|(~y|z)))&t)) + 17032861893294659845*(((z^~(~x&(y|z)))&~t)|(~(x|y)&t)) + 7201962354970587478*((~(x|z)&~t)|(((x&y)^~(x^(y&z)))&t)) + 6517113174824467029*((z|t)^y) + 12327285265045442574*(((~x|(~y|z))&~t)|((y^(x|z))&t)) + 16546839890624838049*(((y^~(x|z))&~t)|(~(x|~y)&t)) + 10427381081960778381*(((~z&~(x^y))&~t)|((y^(x&(y|z)))&t)) + 13630707900757513442*((~(~x|(~y|z))&~t)|((y^(x&z))&t)) + 4838128084881331953*((~(~x|(~y&z))&~t)|((z^~(~x|(~y&z)))&t)) + 949952089674413128*(((y&~z)&~t)|((z&~(x^y))&t)) + 3181234906867441282*(((~(x^y)&~(x^z))&~t)|((z^~(x&(y|z)))&t)) + 4418381810527567498*(((y^~(~x&(~y|z)))&~t)|(((x&y)|(y^z))&t)) + 7842627718729944365*((~(y&z)&~t)|(((x&z)^(x^(y&z)))&t)) + 6053183087819925071*((((x&y)^(y|~z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 2827764364565670853*(((y^(x&(~y|z)))&~t)|((y^(~x&(y^z)))&t)) + 11620344169234091661*((~(x&(~y|z))&~t)|((z^~(~x|(y&z)))&t)), 49374 + 3735936685*(x^y)
5270498309730047276*(((y^~(~x|(y^z)))&~t)|((x&(~y&z))&t)) + 6148914691428099904*(((~y|(x^z))&~t)|(~y&t)) + 15811494919419276074*(((z|~(x^y))&~t)|((y^(~x|(~y|z)))&t)) + 15811494920568821640*((((x&y)^(y|~z))&~t)|((y&~(x&z))&t)) + 7905747459709638037*(((z|(x&y))&~t)|((z^~(~x&(y|z)))&t)) + 11419413000008650988*(((z^~(x&(y|z)))&~t)|((x^(y&z))&t)) + 8784163844281431145*(((x&~y)&~t)|((y^(x&(~y|z)))&t)) + 17568327686551268641*(((y|~z)&~t)|((x&(y&z))&t)) + 6148914691715498639*((((x&y)|~(y^z))&~t)|((x^(y^z))&t)) + 1149496192*(((~(x^y)|(x^z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 11419412998571756061*(((y^(x|(y^z)))&~t)|((x&(~y|z))&t)) + 8784163842844585592*(((y^~(x&(y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 12297829381994052977*(((~x|(y&z))&~t)|((y|~(x|~z))&t)) + 11419412999721252253*((~(x&~z)&~t)|(~(x&~y)&t)) + 878416385433989313*(((x|(y&z))&~t)|((y^~(~x|(y&z)))&t)) + 5270498306856257422*(((~z&~(x^y))&~t)|(~(y&~z)&t)), 49374 + 3735936685*(x^y)
5102290917025289988*((((x&y)|~(y^z))&~t)|((~z&(x^y))&t)) + 11382033573500265851*((x|y)^t) + 16876808404920911481*((~z&~t)|(((x&y)^~(x^(y&z)))&t)) + 14914388825472901763*((~(x|~y)&~t)|((z^(~x|(y&z)))&t)) + 15306872743604095342*((~(x^(~y&z))&~t)|((y^(~x|(~y|z)))&t)) + 15699356661735387669*(((y|(x^z))&~t)|((~x&(y&z))&t)) + 14129420992946550038*(((x&(y^z))&~t)|(~(x&(y|z))&t)) + 10597065744709752063*(((~z|~(x^y))&~t)|((y^(x&(y|z)))&t)) + 12559485327893797214*(((z|(x^y))&~t)|((y^(x&(y|z)))&t)) + 15699356657999302862*(((~(x&~y)&(x^(y^z)))&~t)|((z^(~x|(~y&z)))&t)) + 392483918131144205*((~(x^(~y&z))&~t)|((y^(~x&(~y|z)))&t)) + 5102290909553416618*(((y^(x|~z))&~t)|(((x&y)|~(y^z))&t)) + 784967828790365666*((((y&z)|(~x&(y|z)))&~t)|((z^~(~x|(y&z)))&t)) + 12951969249760828730*(((x^y)&~t)|((~(x^y)|(x^z))&t)) + 16484324490525703961*((((x^y)|~(x^z))&~t)|((z|(x^y))&t)) + 3924839166367843432*(((z^~(x&(y|z)))&~t)|(~(x&~x)&t)), 49374 + 3735936685*(x^y)
